課程名稱,上課地點,開放報名,開課日期,性質,職業分類
人工智慧雲端數據分析人才養成班,臺中市北區三民路3段129號,2021/10/01,2021/11/02,青年,科技與資訊技術
物聯網與大數據分析實務班 第01期,臺中市,2021/09/27,2021/10/27,職前,科技與資訊技術
AR/MR行動應用與雲端整合實務班,40227臺中市南區興大路145號(綜大820教室),2021/09/23,2021/10/23,在職,科技與資訊技術
太陽能光電工程-施工計畫書撰寫及工程管理技能養成班,40704臺中市西屯區臺灣大道４段1727號(東海大學管理學院一樓M025電腦教室),2021/09/17,2021/10/17,在職,行政與管理
活用PowerBI及資料分析與視覺化實務班,40724臺中市西屯區文華路100號(逢甲大學校本部)(逢甲大學商學大樓5樓商502教室),2021/09/16,2021/10/16,在職,科技與資訊技術
車載系統晶片設計及EMI對策技術班,41170臺中市太平區中山路２段57號(工具機大樓-VA403、404創客電腦教室),2021/09/06,2021/10/06,在職,科技與資訊技術
電商行銷技能人才培訓計畫,臺中市大里區台中市新仁路三段210號,2021/08/20,2021/11/12,青年,行政與管理
3103 工業物聯網(軟硬體整合)基礎班第01期,臺中市,2021/08/18,2021/10/16,在職,科技與資訊技術
3095 C# .NET程式設計基礎B班第01期,臺中市,2021/08/16,2021/10/16,在職,科技與資訊技術
精密機械(臺中) 第6期,臺中市,2021/08/09,2021/11/15,職前,行政與管理
AI雲端web應用系統開發實作精修班,臺中市南屯區本課程採Cisco Webex線上授課,2021/08/06,2021/12/29,青年,科技與資訊技術
數位轉型Java軟體工程師就業養成班,臺中市南屯區本課程採Cisco Webex線上授課,2021/08/06,2021/11/30,青年,建築與工程
3062 機械製圖與電腦繪圖(Ⅱ)進階B班第01期,臺中市,2021/08/01,2021/10/16,在職,科技與資訊技術
雲端技術應用實務(臺中) 第2期,臺中市,2021/07/26,2021/10/18,職前,科技與資訊技術
3059 3DSolidWorks與3D實體列印班第01期,臺中市,2021/07/26,2021/09/06,在職,科技與資訊技術
智慧應用微軟C#工程師就業養成班,臺中市南屯區公益路二段51號18樓,2021/07/01,2021/11/22,青年,建築與工程
AI 人工智慧創新應用就業養成班,臺中市南屯區公益路二段51號18樓,2021/07/01,2021/12/20,青年,科技與資訊技術
3087 線性IC電路應用第01期,臺中市,2021/07/01,2021/09/25,在職,科技與資訊技術
智慧機械-SOLIDWORKS 3D繪製技術實務班,40766臺中市西屯區天保街60號(台中世貿3樓301A電腦教室),2021/06/18,2021/10/17,在職,科技與資訊技術
Python 物聯網通訊技術實作班,40768臺中市西屯區工業區三十八路189號(CPC3F-304教室),2021/06/16,2021/12/01,在職,科技與資訊技術
嵌入式系統與數據分析實作班 第01期,臺中市,2021/06/16,2021/09/29,職前,科技與資訊技術
Python人工智慧學習應用班,40768臺中市西屯區工業區三十八路189號(CPC3F-303教室),2021/06/03,2021/10/28,在職,科技與資訊技術
行動應用程式開發實務班,40227臺中市南區興大路145號(綜大820教室),2021/05/26,2021/07/03,在職,科技與資訊技術
微電商國際行銷整合班,臺中市中區台中市平等街1號,2021/05/20,2021/09/28,青年,行政與管理
跨平台網站設置與應用(臺中) 第1期,臺中市,2021/04/06,2021/08/02,職前,科技與資訊技術
微電商國際行銷整合班,臺中市中區台中市平等街1號,2021/04/01,2021/06/29,青年,行政與管理
機器學習與資料分析工程師培訓班 第01期,臺中市,2021/03/23,2021/06/30,職前,建築與工程
雲端架構技術訓練班 第01期,臺中市,2021/03/23,2021/07/13,職前,科技與資訊技術
AIoT智慧物聯網與感測數據平臺班,臺中市南區興大路145號,2021/03/01,2021/06/11,青年,科技與資訊技術
電腦輔助製圖與3D列印實務養成班,臺中市西屯區臺灣大道四段1727號東海大學,2021/01/28,2021/06/28,青年,科技與資訊技術
職場英文應用班第01期,臺中市北屯區興安路１段92號,2022/11/27,2022/12/27,在職,行政與管理
勞動法令實務與人力仲介就業服務人員管理班第03期,臺中市北屯區大連路３段16號6樓之1,2022/11/26,2022/12/26,在職,行政與管理
ERP系統資訊管理應用實務班 第-期,臺中市,2022/11/25,2022/12/28,職前,行政與管理
冷凍空調安裝清洗人員培訓班第01期,臺中市北屯區興安路１段92號,2022/11/24,2022/12/24,在職,行政與管理
無人機維護組裝維修支援操作班第01期,臺中市烏日區中山路１段2-1號,2022/11/24,2022/12/24,在職,行政與管理
數位行銷社群小編初階培訓班第10期,臺中市南屯區惠中路３段51號,2022/11/24,2022/12/24,在職,行政與管理
顧問式神秘客培訓班第01期,臺中市中區民族路23號,2022/11/23,2022/12/23,在職,行政與管理
懷舊在地小吃料理實作班第01期,臺中市南屯區大墩路25號,2022/11/22,2022/12/22,在職,餐飲業
社群行銷微影片製作實戰班第02期,臺中市南屯區惠中路３段51號,2022/11/22,2022/12/22,在職,科技與資訊技術
自媒體數位影音創作班第01期,臺中市中區中山路27號6樓,2022/11/18,2022/12/18,在職,科技與資訊技術
肩背小方包設計實作班第01期,臺中市西屯區工業區八路11號,2022/11/18,2022/12/18,在職,藝術與設計
沙龍剪髮應用班第01期,臺中市北屯區天津路３段32-4號7樓,2022/11/17,2022/12/17,在職,藝術與設計
NX CAM加工模擬訓練基礎班第01期,臺中市西屯區工業區三十八路189號,2022/11/17,2022/12/17,在職,科技與資訊技術
客家風味料理實作班第01期,臺中市南屯區大墩路25號,2022/11/12,2022/12/12,在職,藝術與設計
智慧化產品工業設計與機構運動模擬班,臺中市西屯區工業區三十八路189號,2022/11/11,2022/12/13,在職,藝術與設計
日文會話N3實務班第01期,臺中市南屯區大墩十二街292號3樓,2022/11/10,2022/12/10,在職,科技與資訊技術
國際貿易操作人員實務初階訓練班第02期,臺中市豐原區東仁街138號6樓,2022/11/10,2022/12/10,在職,行政與管理
銀髮族整體保健照顧進階班第01期,臺中市西區公舘路122號,2022/11/10,2022/12/10,在職,行政與管理
3D列印設計與成品製造班第02期,臺中市北區崇德路１段579號5樓之2,2022/11/10,2022/12/17,在職,科技與資訊技術
美容連鎖複合經營人員培訓班 第01期,臺中市,2022/11/10,2022/12/26,職前,行政與管理
常見保險理賠爭議與處理實務案例實務班第01期,臺中市北屯區天津路３段32-4號7樓,2022/11/08,2022/12/08,在職,行政與管理
中餐及高齡餐食烹調人員培訓班 第-期,臺中市,2022/11/07,2022/12/30,職前,行政與管理
Python AI深度學習應用進階班第02期,臺中市西屯區文華路100號,2022/11/04,2022/12/25,在職,科技與資訊技術
AutoCAD精密機械設計製圖班第01期,臺中市北區崇德路１段579號10樓之1,2022/11/04,2022/12/04,在職,科技與資訊技術
實用基礎日語及會話應用班第01期,臺中市西區民權路189號2樓,2022/11/04,2022/12/04,在職,科技與資訊技術
嬰幼兒發展與音樂啟蒙班第01期,臺中市西屯區臺灣大道四段1727號(第二校區管理學院),2022/11/04,2022/12/04,在職,建築與工程
GA網站數據分析與Google Ads廣告投放實務班第01期,臺中市北區崇德路１段579號5樓-2,2022/11/04,2022/12/18,在職,科技與資訊技術
整體保養推拿傳統整復進階班第08期,臺中市西區公館路122號,2022/11/04,2022/12/04,在職,行政與管理
兒童常見疾病預防及照顧班第01期,臺中市北區學士路91號,2022/11/04,2022/12/04,在職,行政與管理
財報分析與企業診斷班第01期,臺中市西區中興街183號9樓之2,2022/11/03,2022/12/03,在職,行政與管理
工廠生產與品質管理實務訓練班第01期,臺中市豐原區東仁街138號7樓,2022/11/03,2022/12/03,在職,行政與管理
產後護理與新生兒照護班第02期,臺中市北區學士路91號,2022/11/03,2022/12/03,在職,行政與管理
Illustrator向量圖形軟體技巧實戰班第01期,臺中市北區崇德路１段崇德路１段579號10樓之1,2022/11/03,2022/12/03,在職,科技與資訊技術
塑膠模具開發流程及設備導入實務班第01期,臺中市西屯區工業區三十八路193號,2022/11/03,2022/12/03,在職,藝術與設計
傳統整復推拿實務班第01期,臺中市南區興大路145號,2022/11/03,2022/12/03,在職,行政與管理
手機動態攝影及剪輯技巧實務班第01期,臺中市中區三民路２段46號5樓之2,2022/11/03,2022/12/03,在職,科技與資訊技術
產品研發與模具設計人才培訓班(產訓合作專班) 第-期,臺中市,2022/11/03,2022/12/26,職前,建築與工程
長期照護服務人才培訓班 第-期,臺中市,2022/11/03,2022/12/12,職前,行政與管理
植物探索與組合設計班第01期,臺中市南屯區東興路１段450號,2022/11/02,2022/12/02,在職,藝術與設計
食品烘焙班(臺中) 第4期,臺中市,2022/11/02,2022/12/19,職前,餐飲業
4108電動機車檢修技術班第01期,臺中市,2022/11/02,2022/12/20,在職,行政與管理
營造業甲種職業安全衛生業務主管訓練班第01期,臺中市北區崇德路１段629號4樓之3,2022/11/01,2022/12/01,在職,行政與管理
服務品質訓練班第01期,臺中市北屯區大連路３段10號4樓之1,2022/11/01,2022/12/01,在職,行政與管理
綠能物業管理服務人員班 第-期,臺中市,2022/11/01,2022/12/23,職前,行政與管理
實務美髮剪燙染技能就業班 第-期,臺中市,2022/11/01,2022/12/21,職前,行政與管理
電動自行車系統檢修人才培訓班(產訓合作專班) 第-期,臺中市,2022/11/01,2022/12/27,職前,建築與工程
業務銷售技巧與實作演練班第01期,臺中市中區中山路27號6樓,2022/10/30,2022/11/30,在職,行政與管理
電腦輔助機械3D立體繪圖班 第-期,臺中市,2022/10/30,2022/12/14,職前,科技與資訊技術
營利事業租稅申報實務班第01期,臺中市中區中山路27號8樓,2022/10/28,2022/11/28,在職,行政與管理
藍染工藝蠟染實務班第01期,臺中市南區復興路3段362號R12棟,2022/10/27,2022/11/27,在職,藝術與設計
新多益聽力攻略解析班第01期,臺中市中區綠川西街145號2樓,2022/10/27,2022/12/04,在職,科技與資訊技術
不動產民法與土地相關法規實務班第01期,臺中市中區平等街1號8樓,2022/10/27,2022/11/27,在職,行政與管理
越南語言與文化初階班第01期,臺中市南屯區大墩路693號7樓,2022/10/27,2022/11/27,在職,科技與資訊技術
實務神秘客培訓班第02期,臺中市中區民族路23號,2022/10/25,2022/12/09,在職,行政與管理
不動產營業員專業法令訓練班第01期,臺中市北區忠明路424號9樓,2022/10/24,2022/11/24,在職,行政與管理
智慧電動機車維護保修技能實務班 第-期,臺中市,2022/10/24,2022/12/26,職前,行政與管理
中階英文文法班第01期,臺中市北屯區興安路１段92號,2022/10/22,2022/11/21,在職,行政與管理
網路社群經營與精準行銷訓練班第01期,臺中市西區民權路189號2樓,2022/10/22,2022/11/22,在職,行政與管理
咖啡館全方位飲品製作與行銷班 第-期,臺中市,2022/10/21,2022/12/21,職前,行政與管理
袋包車縫技術人員班第01期,臺中市西屯區工業區八路11號,2022/10/20,2022/11/20,在職,行政與管理
手機動態錄影微短片製作班第01期,臺中市西區臺灣大道２段2號13樓之1,2022/10/20,2022/11/20,在職,科技與資訊技術
生管、物管技巧方法班第01期,臺中市豐原區東仁街138號7樓,2022/10/19,2022/11/19,在職,行政與管理
表達性藝術療癒創傷照護班第01期,臺中市北區學士路91號,2022/10/19,2022/11/19,在職,行政與管理
植物美學組合盆栽班第14期,臺中市南屯區東興路１段450號,2022/10/19,2022/11/19,在職,藝術與設計
全方位商用英文實務班第06期,臺中市西屯區文華路100號,2022/10/19,2022/11/19,在職,科技與資訊技術
正向行為支持實務班第01期,臺中市中區中山路27號6樓,2022/10/19,2022/11/19,在職,行政與管理
管理會計實務應用班第02期,臺中市大雅區中科路6號7樓,2022/10/19,2022/11/19,在職,行政與管理
辦公室資訊應用與電腦繪圖培訓班 第-期,臺中市,2022/10/19,2022/12/28,職前,行政與管理
產品設計與塑模製造(CAD/CAM)(臺中) 第1期,臺中市,2022/10/18,2022/12/26,職前,科技與資訊技術
機電整合(臺中) 第3期,臺中市,2022/10/17,2022/12/26,職前,行政與管理
電腦輔助機械製圖與製造(臺中) 第3期,臺中市,2022/10/17,2022/12/26,職前,建築與工程
電子商務網站建置(臺中) 第3期,臺中市,2022/10/17,2022/12/26,職前,科技與資訊技術
企業財務與帳務管理實務班第01期,臺中市豐原區東仁街138號6樓,2022/10/16,2022/11/16,在職,行政與管理
新多益題型解析與應考技巧班第01期,臺中市西屯區工業區一路70號8樓,2022/10/16,2022/11/16,在職,行政與管理
丙種職業安全衛生業務主管班第01期,臺中市大里區大明路391之9號,2022/10/15,2022/11/15,在職,行政與管理
中餐烹調基礎全技能訓練班第01期,臺中市南屯區大墩路25號,2022/10/15,2022/11/15,在職,餐飲業
租稅申報實務人才培訓班第01期,臺中市南區興大路145號,2022/10/15,2022/11/15,在職,行政與管理
農地開發利用與分割處理實務班第02期,臺中市西區民權路189號2樓,2022/10/15,2022/11/15,在職,行政與管理
產品設計與3D原型實作班 第-期,臺中市,2022/10/14,2022/12/28,職前,科技與資訊技術
行政職人資訊與雲端技能培訓班 第-期,臺中市,2022/10/14,2022/12/12,職前,行政與管理
多媒體創意商業化實務班 第-期,臺中市,2022/10/14,2022/12/30,職前,藝術與設計
無人機產業應用實務班,臺中市西屯區僑光路100號,2022/10/14,2022/10/29,青年,行政與管理
互動圖表可視化介面應用在PowerBI整合Python班第02期,臺中市太平區中山路２段57號,2022/10/13,2022/12/11,在職,科技與資訊技術
職場聽力理解與邏輯表達訓練班第04期,臺中市北屯區大連路３段10號4樓之1,2022/10/13,2022/11/13,在職,行政與管理
綠能之公寓大廈事務人員班第02期,臺中市北屯區昌平路１段95-8號5樓之1,2022/10/13,2022/12/13,在職,行政與管理
就業服務與勞動法令輔導班第01期,臺中市中區中山路27號6樓,2022/10/13,2022/11/13,在職,行政與管理
人力仲介專業法令訓練實務班第01期,臺中市北區忠明路424號9樓,2022/10/13,2022/11/13,在職,行政與管理
3D實境建築設計創作班第01期,臺中市北區崇德路一段579號3樓之3,2022/10/13,2022/12/13,在職,藝術與設計
企業永續經營與ESG發展趨勢應用班第01期,臺中市西屯區工業區八路11號(線上遠距教學),2022/10/13,2022/12/04,在職,行政與管理
IPMA國際專案管理實務應用實戰班第01期,臺中市西屯區天保街60號,2022/10/12,2022/11/12,在職,行政與管理
數位時代的企業內部講師培訓班第01期,臺中市西區臺灣大道二段2號13樓之1,2022/10/12,2022/11/12,在職,行政與管理
韓語生活會話進階班第01期,臺中市南屯區大墩路693號7樓,2022/10/12,2022/11/12,在職,藝術與設計
工會內部講師訓練課程班第01期,臺中市烏日區中山路１段2-1號,2022/10/12,2022/11/12,在職,行政與管理
採購與議價策略實務班第01期,臺中市豐原區東仁街138號6樓,2022/10/12,2022/11/12,在職,行政與管理
元宇宙裝置端應用知能養成班第01期,臺中市南區興大路145號,2022/10/12,2022/11/11,在職,科技與資訊技術
網路大數據擷取與分析實務班第01期,臺中市南區興大路145號,2022/10/11,2022/11/10,在職,科技與資訊技術
4107 ESPRIT CAM車銑複合電腦輔助製造班第02期,臺中市,2022/10/11,2022/11/21,在職,科技與資訊技術
電商數位行銷人才培訓班(線上遠距)第01期,(408)臺中市南屯區大墩十二街292號3樓(遠距教學),2022/10/11,2022/11/11,青年,科技與資訊技術
TTQS訓練機構版指標課程班第02期,臺中市大雅區科雅路48號4樓,2022/10/10,2022/11/10,在職,建築與工程
網路廣告佈署與精準投放實作班第01期,臺中市中區綠川西街145號2樓,2022/10/10,2022/11/24,在職,科技與資訊技術
農產加工暨應用班第01期,臺中市東勢區豐勢路297號3F家政教室,2022/10/09,2022/11/09,在職,行政與管理
雲端Excel商務職場應用實務班第01期,臺中市中區中山路27號6樓(A01電腦教室),2022/10/07,2022/11/07,在職,行政與管理
韓文基礎會話班第01期,臺中市北區學士路91號,2022/10/07,2022/11/07,在職,藝術與設計
綠能與永續發展就業力培訓班,臺中市西屯區文華路100號,2022/10/07,2022/11/28,青年,行政與管理
PLC智慧網控整合實務班（產訓合作專班） 第-期,臺中市,2022/10/06,2022/11/15,職前,科技與資訊技術
室內裝修材料運用管理班第01期,臺中市西區五權路1-67號,2022/10/06,2022/11/06,在職,行政與管理
空間規劃佈置與陽宅堪輿能力導入實務班第07期,臺中市西區大和路24號六樓之一,2022/10/06,2022/11/06,在職,行政與管理
商業平面設計(品牌形象規劃)進階班第01期,臺中市中區中山路27號6樓,2022/10/06,2022/11/06,在職,科技與資訊技術
民法與不動產交易實務解析班第01期,臺中市北區忠明路424號9樓,2022/10/05,2022/12/10,在職,行政與管理
企業節稅策略分析班第01期,臺中市西區中興街183號9樓之2,2022/10/05,2022/11/05,在職,行政與管理
芳療整體保養實務班第07期,臺中市西區公館路122號,2022/10/05,2022/11/05,在職,行政與管理
居家照護技能應用班第03期,臺中市北區學士路91號,2022/10/05,2022/11/05,在職,行政與管理
利用爬蟲軟體主動開發國內外客戶實務班第01期,臺中市西屯區科園路21號,2022/10/05,2022/11/05,在職,科技與資訊技術
AI 機器學習與大數據應用分析Python / R 雙語言進階班第01期,臺中市西屯區臺灣大道４段1727號,2022/10/05,2022/11/05,在職,科技與資訊技術
房產及土地開發分析實務班第04期,臺中市西屯區文華路100號,2022/10/05,2022/11/05,在職,行政與管理
OFFICE辦公室整合應用班第01期,臺中市中區中山路27號6樓,2022/10/05,2022/11/05,在職,行政與管理
產後照護月嫂培訓基礎班第01期,臺中市西區民生路157號2樓,2022/10/05,2022/11/05,在職,行政與管理
流行凝膠美甲設計應用進階班第01期,臺中市西區民生路157號2樓,2022/10/05,2022/11/05,在職,科技與資訊技術
金融智慧程式交易與AI自然語言處理學士學分班第01期,臺中市沙鹿區臺灣大道７段200號,2022/10/05,2022/11/05,在職,科技與資訊技術
AI人工智慧技術應用實務班第01期,臺中市北區三民路三段129號,2022/10/05,2022/12/03,在職,科技與資訊技術
甲種職業安全衛生業務主管訓練班第01期,臺中市北區崇德路１段629號4樓之3,2022/10/03,2022/11/03,在職,行政與管理
飾品設計與製造(珠寶3D列印)(臺中) 第2期,臺中市,2022/10/03,2022/12/19,職前,科技與資訊技術
精密機械(臺中) 第8期,臺中市,2022/10/03,2022/12/19,職前,行政與管理
汽車修護(臺中) 第2期,臺中市,2022/10/03,2022/12/19,職前,行政與管理
CNC數控(臺中) 第6期,臺中市,2022/10/03,2022/12/19,職前,科技與資訊技術
職業訓練經絡推拿整復師培訓班第01期,臺中市北屯區天津路３段32-4號7樓,2022/10/02,2022/11/02,在職,行政與管理
布花完稿織品印刷設計實作班第01期,臺中市南屯區大墩路693號7樓,2022/10/02,2022/11/02,在職,藝術與設計
文案行銷分析、品牌產品形象表達與實作班第03期,臺中市北區錦平街40號,2022/10/01,2022/11/01,在職,行政與管理
姓名屬性分析與人脈關係經營進階班第06期,臺中市西區大和路24號六樓之一,2022/09/30,2022/10/31,在職,行政與管理
珠寶鑑定與行銷實務班第01期,臺中市中區中山路27號6樓,2022/09/30,2022/10/30,在職,行政與管理
特色美食伴手禮製作班 第03期,臺中市,2022/09/30,2022/11/14,職前,藝術與設計
影音多媒體設計應用班 第01期,臺中市,2022/09/29,2022/11/14,職前,科技與資訊技術
新制多益聽力閱讀訓練實務班第01期,臺中市北屯區興安路１段92號,2022/09/29,2022/10/29,在職,行政與管理
不動產地政士專業法令解析班第01期,臺中市北屯區北屯路366號15樓,2022/09/29,2022/10/29,在職,行政與管理
心智圖與九宮格創新管理實務應用班第02期,臺中市豐原區東仁街138號6樓,2022/09/29,2022/10/29,在職,行政與管理
新制多益聽力閱讀訓練實務班第01期,臺中市北屯區興安路一段92號,2022/09/29,2022/10/29,在職,行政與管理
美容複合店人員培訓班 第01期,臺中市,2022/09/29,2022/11/09,職前,行政與管理
實務神秘客培訓班第01期,臺中市沙鹿區臺灣大道七段200號,2022/09/28,2022/10/28,在職,行政與管理
不動產經紀人訓練班第02期,臺中市北區忠明路424號9樓,2022/09/28,2022/10/28,在職,行政與管理
行政人員軟體整合應用班(二) 第01期,臺中市,2022/09/28,2022/11/15,職前,行政與管理
創意袋包與飾品設計人才培訓班 第-期,臺中市,2022/09/27,2022/11/09,職前,建築與工程
綠能之公寓大廈事務人員班第01期,臺中市北屯區昌平路１段95-8號5樓之1,2022/09/27,2022/11/27,在職,行政與管理
特色小吃製作班 第03期,臺中市,2022/09/27,2022/11/15,職前,餐飲業
系統模板(產訓合作訓練) 第01期,臺中市,2022/09/26,2022/11/14,職前,行政與管理
網絡品牌經營策略分析班第01期,臺中市西屯區文華路100號,2022/09/25,2022/10/25,在職,科技與資訊技術
日文會話實務基礎班第01期,臺中市南屯區大墩路693號7樓,2022/09/25,2022/10/25,在職,藝術與設計
芳香草本手作皂藝進階班第01期,臺中市西區公館路122號,2022/09/25,2022/10/25,在職,藝術與設計
3D列印珠寶建模設計班第11期,臺中市中區中山路27號6樓,2022/09/25,2022/12/28,在職,藝術與設計
全方位大數據智能實務應用班第02期,臺中市南區興大路145號,2022/09/24,2022/10/24,在職,科技與資訊技術
Excel全函數自動化整合應用技巧班第01期,臺中市西屯區天保街60號,2022/09/24,2022/10/24,在職,科技與資訊技術
績效考核與管理運用訓練班第01期,臺中市西區臺灣大道二段2號13樓之1,2022/09/23,2022/10/23,在職,行政與管理
特殊環境綠美化運⽤設計班第01期,臺中市西屯區臺灣大道四段1727號,2022/09/23,2022/10/23,在職,藝術與設計
利用GA大數據分析網友行為做再行銷與SEO搜尋引擎優化實務班第01期,臺中市北區崇德路１段579號5樓-2,2022/09/23,2022/11/06,在職,科技與資訊技術
AutoCAD運用雲端3D科技工業設計班第01期,臺中市豐原區東仁街138號7樓,2022/09/23,2022/10/23,在職,科技與資訊技術
SolidWorks 3D製圖進階班第02期,臺中市北區崇德路１段579號5樓之2,2022/09/23,2022/11/27,在職,科技與資訊技術
寵物衣物打版及飾品配件製作班 第01期,臺中市,2022/09/23,2022/11/03,職前,藝術與設計
網路行銷與自媒體社群集客實務班第01期,臺中市中區三民路２段46號5樓之2,2022/09/22,2022/10/22,在職,科技與資訊技術
微電影創作剪輯訓練班第02期,臺中市北區崇德路一段579號3樓-3,2022/09/22,2022/11/27,在職,藝術與設計
日文會話N4實務班第01期,臺中市南屯區大墩十二街292號3樓,2022/09/22,2022/10/22,在職,科技與資訊技術
經典男帆船鞋製作實務班第01期,臺中市西屯區工業區八路11號,2022/09/22,2022/10/22,在職,藝術與設計
企業數位轉型必備能力培訓班第01期,臺中市南屯區豐富路299巷25-1號2樓,2022/09/22,2022/10/22,在職,行政與管理
芳香調理師培訓班第05期,臺中市北區三民路３段114號5樓,2022/09/22,2022/10/29,在職,建築與工程
瑪雅復古風休閒服班第01期,臺中市北屯區興安路一段92號,2022/09/20,2022/10/20,在職,藝術與設計
企業勞動法務管理實務與案例解析班第02期,臺中市北區崇德路一段579號3樓之3,2022/09/20,2022/10/20,在職,行政與管理
瑪雅復古風休閒服班第01期,臺中市北屯區興安路一段92號,2022/09/20,2022/10/20,在職,藝術與設計
多元異國料理實作班第02期,臺中市南屯區大墩路25號2樓,2022/09/20,2022/10/20,在職,藝術與設計
全方位品牌行銷暨網站設計實戰班,臺中市西屯區科園路21號,2022/09/20,2022/11/16,青年,科技與資訊技術
行動百元時尚剪髮沙龍應用實務班第02期,臺中市南屯區文心路１段186號5樓之1,2022/09/19,2022/10/19,在職,藝術與設計
卓越中階主管關鍵能力訓練班第01期,臺中市西區民權路189號2樓,2022/09/19,2022/11/11,在職,行政與管理
4070 飾品製作蠟雕(三)班第01期,臺中市,2022/09/19,2022/11/12,在職,藝術與設計
4068 西門子SIMATIC HMI 基礎應用第01期,臺中市,2022/09/19,2022/11/05,在職,科技與資訊技術
貿易操作與通關實務班第01期,臺中市西屯區工業區五路2號,2022/09/18,2022/10/18,在職,行政與管理
SolidWorks 電腦輔助機械設計繪圖班第01期,臺中市大里區工業路11號,2022/09/18,2022/11/08,在職,科技與資訊技術
職場英語會話進階班第01期,臺中市西屯區僑光路100號,2022/09/18,2022/10/18,在職,科技與資訊技術
企業及財務人員會計實務班第01期,臺中市中區中山路27號8樓,2022/09/17,2022/10/17,在職,行政與管理
不動產民法親屬與繼承實務班第01期,臺中市中區平等街1號8樓,2022/09/17,2022/10/17,在職,行政與管理
綠能公寓大廈事務人員班第04期,臺中市北屯區昌平路１段95-8號5樓之1,2022/09/17,2022/11/17,在職,行政與管理
房地產交易實用班第02期,臺中市中區三民路２段46號5樓之2,2022/09/17,2022/10/17,在職,行政與管理
美睫實務應用暨自媒體行銷班第02期,臺中市豐原區豐東路333號4樓,2022/09/17,2022/10/17,在職,行政與管理
健康管理-慢性病營養與保健班第02期,臺中市北區學士路91號,2022/09/16,2022/10/16,在職,行政與管理
腳底按摩紓壓保健技能實務班第01期,臺中市北區學士路91號,2022/09/16,2022/10/16,在職,行政與管理
手機貼圖創作技巧實務班第01期,臺中市中區三民路２段46號5樓之2,2022/09/16,2022/10/16,在職,科技與資訊技術
國際貿易經營管理人才班第01期,臺中市西屯區臺灣大道四段1727號,2022/09/16,2022/10/16,在職,行政與管理
電商網站與APP商業設計人才培訓班 第-期,臺中市,2022/09/16,2022/10/28,職前,科技與資訊技術
坐月子服務專業人員培訓班 第01期,臺中市,2022/09/16,2022/11/15,職前,行政與管理
建築與機水電介面整合及品質管理實務訓練班第01期,臺中市北區崇德路１段629號B棟4樓之2,2022/09/15,2022/10/15,在職,行政與管理
智慧型電動機車修護班第01期,臺中市北屯區旅順路２段354號3F,2022/09/15,2022/10/15,在職,行政與管理
建築物室內裝修工程管理應用實務班第02期,臺中市中區中山路27號6樓,2022/09/15,2022/10/15,在職,行政與管理
銀齡芳療健康促進實務班,臺中市西屯區科園路21號2樓,2022/09/15,2022/12/03,在職,行政與管理
寵物長照之犬貓經絡按摩實作班第04期,臺中市南屯區惠中路３段51號,2022/09/15,2022/10/15,在職,行政與管理
急救人員訓練班第01期,臺中市西區華美西街１段203之1號,2022/09/15,2022/10/15,在職,行政與管理
產後護理與新生兒照護班第01期,臺中市北區學士路91號,2022/09/15,2022/10/15,在職,行政與管理
成本會計實務與查稅實務班第01期,臺中市西區中興街183號9樓之2,2022/09/15,2022/10/15,在職,行政與管理
