課程名稱,上課地點,開放報名,開課日期,性質,職業分類
雲端Docker容器技術班,80147高雄市前金區中正四路211號8樓之1(804華國金融大樓8樓804教室),2021/08/04,2021/09/04,在職,科技與資訊技術
Power BI大數據與資料庫分析應用實務班,80750高雄市三民區中山一路318號3樓電腦教室(北訓電腦附設職訓中心電腦教室),2021/07/29,2021/10/23,在職,科技與資訊技術
離岸風電海事工程就業輔導班第五梯次,高雄市茄萣區正大路500號( 海洋科技產業創新專區),2021/07/26,2021/09/22,青年,行政與管理
太陽光電系統工程管理班,81365高雄市左營區政德路595號2樓(政德訓練教室),2021/07/07,2021/08/07,在職,行政與管理
AIoT物聯網智能控制應用設計班 第01期,高雄市,2021/07/05,2021/10/13,職前,科技與資訊技術
沉浸式遊戲與XR應用實戰人才培訓班第二梯次,高雄市楠梓區國立高雄大學圖資大樓AVR+ School（地址：811大學路700號）,2021/06/01,2021/08/02,青年,建築與工程
離岸風電暨水下工程證照就業輔導班第二梯次,高雄市楠梓區海專路142號,2021/06/01,2021/09/06,青年,行政與管理
PYTHON資料科學應用班,80743高雄市三民區博愛一路287號9樓(創造教室),2021/05/27,2021/09/25,在職,科技與資訊技術
太陽光電儲能系統實務應用班,81365高雄市左營區政德路595號2樓(政德訓練教室),2021/05/26,2021/09/25,在職,科技與資訊技術
Python大數據與股票金融科技應用第二梯次,高雄市苓雅區成功一路232號,2021/04/27,2021/08/03,青年,科技與資訊技術
物聯網智慧資訊系統整合設計實務,高雄市大寮區至學路288號,2021/04/01,2021/12/13,青年,科技與資訊技術
5G產業市場應用與AIOT關鍵技術人才培育班A,高雄市楠梓區卓越路2號,2021/03/01,2021/06/29,青年,科技與資訊技術
雲世代數據應用分析暨數位智能服務設計人才培育班B,高雄市楠梓區卓越路2號,2021/03/01,2021/06/30,青年,科技與資訊技術
ERP企業管理與大數據分析實務班 第01期,高雄市,2021/02/28,2021/08/11,職前,科技與資訊技術
智慧機械手臂設計與3D製作班 第01期,高雄市,2021/02/28,2021/09/08,職前,科技與資訊技術
VBA金融大數據人才培訓班,高雄市前金區五福三路21號7樓,2020/12/28,2021/07/12,青年,科技與資訊技術
AI＋VR遊戲設計產業人才培訓班,高雄市大樹區學城路一段一號,2020/11/01,2022/03/01,青年,建築與工程
5G創新＋網紅跨界行銷人才培訓班,高雄市大樹區學城路一段一號,2020/11/01,2022/03/01,青年,科技與資訊技術
天然染色與車縫技能班 第01期,高雄市,2021/02/01,2021/09/28,職前,科技與資訊技術
人工智慧應用於商業智慧實務班 第01期,高雄市,2021/03/04,2021/07/07,職前,科技與資訊技術
星級飯店房務人員培訓班 第01期,高雄市,2022/12/13,2022/12/30,職前,行政與管理
餐服及異國料理班 第01期,高雄市,2022/12/12,2022/12/30,職前,藝術與設計
財務與資產管理實務班第01期,高雄市三民區博愛一路70號9樓,2022/12/01,2022/12/31,在職,行政與管理
婦幼推拿保健實務班第01期,高雄市前金區中華四路283號5樓,2022/11/24,2022/12/24,在職,行政與管理
傳統整復推拿基本手法訓練班第01期,高雄市前金區中華四路283號5樓,2022/11/24,2022/12/24,在職,行政與管理
財務管理入門實務班第01期,高雄市湖內區正義一路299巷2弄19號,2022/11/24,2022/12/24,在職,行政與管理
建築環境規劃BIM技術應用進階學士學分班第01期,高雄市楠梓區海專路142號,2022/11/24,2022/12/31,在職,建築與工程
土地相關稅法及土地登記實務訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/11/24,2022/12/24,在職,行政與管理
會計技能實務班第04期,高雄市湖內區正義一路299巷2弄19號,2022/11/23,2022/12/23,在職,行政與管理
特色亞洲料理食物製備班第01期,高雄市苓雅區中正一路102號,2022/11/22,2022/12/22,在職,餐飲業
現場主管管理職能訓練班第02期,高雄市前金區大同二路145號5樓之五,2022/11/21,2022/12/21,在職,行政與管理
AutoCAD電腦輔助機械製圖班第01期,高雄市三民區建國二路255號2樓,2022/11/20,2022/12/20,在職,科技與資訊技術
企業財務報表閱讀與分析實務班第01期,高雄市苓雅區中正一路249號7樓之1,2022/11/20,2022/12/20,在職,行政與管理
室內空間設計實務班第01期,高雄市三民區建國二路255號2樓,2022/11/18,2022/12/18,在職,藝術與設計
精品手沖咖啡實作班第01期,高雄市鼓山區文忠路108號3樓,2022/11/18,2022/12/18,在職,藝術與設計
顧問式神秘客培訓班第01期,高雄市苓雅區中正二路30號8樓,2022/11/17,2022/12/25,在職,行政與管理
手機拍攝技巧實務班第02期,高雄市苓雅區光華一路206號17樓之5,2022/11/17,2022/12/17,在職,科技與資訊技術
不動產營業員進階訓練班第02期,高雄市苓雅區光華一路206號17樓之5,2022/11/15,2022/12/15,在職,行政與管理
西餐料理烹調實務班第01期,高雄市苓雅區中正一路102號,2022/11/14,2022/12/14,在職,餐飲業
不動產經紀營業員專業訓練班第10期,高雄市新興區中山二路472號5樓之8,2022/11/14,2022/12/14,在職,行政與管理
HTML5+CSS3響應式網站設計實作班第02期,高雄市三民區堯山街8號,2022/11/13,2022/12/13,在職,科技與資訊技術
自媒體網路建置與社群行銷實務班,高雄市鳳山區光遠路226號B1,2022/11/13,2022/12/13,在職,科技與資訊技術
堆高機操作人員訓練班第06期,高雄市前鎮區瑞隆路472號2樓,2022/11/13,2022/12/13,在職,行政與管理
三菱Q系列可程式控制進階學士學分班第01期,高雄市燕巢區大學路1號,2022/11/11,2022/12/11,在職,科技與資訊技術
Illustrator＆Photoshop自媒體影像製作實務班,高雄市鳳山區光遠路226號B1,2022/11/10,2022/12/10,在職,科技與資訊技術
BIM建築資訊模型建築土木元件參數化實務班第01期,高雄市三民區建工路415號,2022/11/10,2022/12/11,在職,建築與工程
公寓大廈管理維護爭議處理培訓班第01期,高雄市三民區三民街222號,2022/11/10,2022/12/10,在職,行政與管理
營業用動力小船駕駛訓練班第01期,高雄市前鎮區漁港南一路35號3樓,2022/11/10,2022/12/10,在職,行政與管理
中餐烹調技能班第02期,高雄市仁武區鳳仁路253號1樓,2022/11/09,2022/12/09,在職,餐飲業
農地開發應用實務處理解析班,高雄市前金區中華四路283號5樓,2022/11/08,2022/12/08,在職,行政與管理
社群媒體行銷班第01期,高雄市苓雅區光華一路206號17樓之5,2022/11/07,2022/12/07,在職,科技與資訊技術
3D列印珠寶建模設計班第13期,高雄市前鎮區中山三路132號,2022/11/07,2022/12/13,在職,藝術與設計
甲種職業安全衛生業務主管訓練班第02期,高雄市前鎮區一心二路128號8樓之2,2022/11/06,2022/12/06,在職,行政與管理
乙炔熔接作業人員安全衛生訓練班第01期,高雄市新興區七賢一路251號14樓,2022/11/06,2022/12/06,在職,行政與管理
體適能體態雕塑班第01期,高雄市苓雅區武廟路124號,2022/11/05,2022/12/05,在職,行政與管理
咖啡萃取與拉花實務班,高雄市新興區七賢一路469號8樓之3,2022/11/05,2022/12/05,在職,行政與管理
台灣在地文化原創桌遊與教具設計人才培訓班第01期,高雄市苓雅區中正一路249號7樓之1,2022/11/04,2022/12/04,在職,藝術與設計
清潔人員基礎班第03期,高雄市新興區民族二路97號10樓,2022/11/04,2022/12/04,在職,行政與管理
幼兒遊戲教具與點心創作班第01期,高雄市三民區大昌二路67號5樓之1,2022/11/04,2022/12/04,在職,藝術與設計
交通事故處理與分析訓練班第12期,高雄市鹽埕區中正四路274號,2022/11/04,2022/12/04,在職,行政與管理
產後照顧人員嬰婦衞教班第01期,高雄市新興區和平一路199號8樓,2022/11/03,2022/12/03,在職,金融與會計
甲種職業安全衛生業務主管教育訓練班第02期,高雄市苓雅區中正一路315號4樓之2,2022/11/03,2022/12/03,在職,行政與管理
3d列印智慧製造技術於建築室內設計模型應用學士學分班第01期,高雄市三民區建工路,2022/11/03,2022/12/03,在職,建築與工程
腳底按摩手技實作班,高雄市苓雅區中正一路249號7樓之1,2022/11/02,2022/12/02,在職,餐飲業
創意快速剪髮造型應用班 第01期,高雄市,2022/11/02,2022/12/21,職前,藝術與設計
建築物漏水診斷及處理實務班第02期,高雄市鼓山區中華一路203號7樓,2022/11/01,2022/12/01,在職,行政與管理
鋼結構工程技術之基礎培訓實務班第03期,高雄市鼓山區中華一路203號7樓,2022/10/30,2022/11/29,在職,行政與管理
問題分析與解決工具實務班第02期,高雄市前金區大同二路145號5樓之五,2022/10/29,2022/11/28,在職,行政與管理
土地法與土地相關稅法實務運用訓練班第02期,高雄市新興區中山二路472號5樓之8,2022/10/29,2022/11/28,在職,行政與管理
樂作烘焙麵包餅乾班第01期,高雄市苓雅區中正一路102號,2022/10/28,2022/11/27,在職,餐飲業
園藝盆栽培植班第02期,高雄市鳳山區維新路124號D棟11樓之3,2022/10/28,2022/11/27,在職,行政與管理
AI人工智慧與視覺辨識應用班第01期,高雄市三民區堯山街8號,2022/10/28,2022/11/27,在職,科技與資訊技術
開襟造型上衣與雙色兩戴帽裁縫訓練班第01期,高雄市苓雅區福德三路353巷60號4樓,2022/10/28,2022/11/27,在職,藝術與設計
IOT智慧生活機器人進階碩士學分班,高雄市三民區建工路415號,2022/10/28,2022/11/27,在職,科技與資訊技術
無人機航拍系統應用班第11期,高雄市三民區博愛一路391號3F-1,2022/10/27,2022/11/27,在職,科技與資訊技術
實務神秘客培訓班第02期,高雄市苓雅區中正二路30號8樓,2022/10/27,2022/12/10,在職,行政與管理
韓語初級文法班第01期,高雄市三民區博愛一路287號9樓,2022/10/27,2022/11/25,在職,建築與工程
中餐烹飪實作班第01期,高雄市鳳山區和平路42號,2022/10/27,2022/11/26,在職,餐飲業
AI智能聊天機器人設計實務班第01期,高雄市三民區堯山街8號,2022/10/27,2022/11/26,在職,科技與資訊技術
成本會計導入與決策實務班第01期,高雄市湖內區正義一路299巷2弄19號,2022/10/26,2022/11/27,在職,行政與管理
開源飛控固定翼無人機系統實務班第02期,高雄市三民區博愛一路391號3F-1,2022/10/26,2022/11/26,在職,科技與資訊技術
AutoCAD電腦輔助製圖設計實務班第02期,高雄市三民區堯山街8號,2022/10/24,2022/11/23,在職,科技與資訊技術
領隊導遊訓練班第01期,高雄市前金區五福三路21號7樓,2022/10/24,2022/11/23,在職,行政與管理
新娘婚禮造型捧花設計班,高雄市前鎮區鎮中路6號8F,2022/10/22,2022/11/21,在職,藝術與設計
光固化3D列印機DIY組裝開發實務班第02期,高雄市前鎮區中山三路132號2樓 (塑膠中心),2022/10/21,2022/11/20,在職,科技與資訊技術
文創商品與布藝風格彩繪班,高雄市新興區七賢一路469號8樓之3,2022/10/21,2022/11/20,在職,藝術與設計
性別平等教育教材蒐集及應用班第01期,高雄市苓雅區中山二路412號6樓之3,2022/10/20,2022/11/19,在職,行政與管理
手機動態錄影微短片製作班,高雄市苓雅區中正二路175號13樓之3,2022/10/20,2022/11/19,在職,科技與資訊技術
手工皂與保養品實作進階班,高雄市新興區七賢一路469號8樓之3,2022/10/20,2022/11/19,在職,餐飲業
動力小船輪機維護技能班第01期,高雄市前鎮區漁港南一路35號3F,2022/10/20,2022/12/24,在職,行政與管理
自行車維修進階班第01期,高雄市前金區五福三路21號7樓,2022/10/19,2022/11/18,在職,行政與管理
金屬珠寶飾品加工班第01期,高雄市前鎮區中山三路132號,2022/10/19,2022/11/18,在職,藝術與設計
不動產開發與整合技巧實務班第01期,高雄市苓雅區光華一路206號17樓之5,2022/10/18,2022/11/17,在職,行政與管理
桌上遊戲教學技巧實務運用班,高雄市苓雅區中山二路412號10樓之3,2022/10/17,2022/11/18,在職,行政與管理
傳統經絡養生保健班第01期,高雄市前金區中華四路283號5樓,2022/10/17,2022/11/16,在職,科技與資訊技術
會計技能實務班第03期,高雄市湖內區正義一路299巷2弄19號,2022/10/17,2022/11/16,在職,行政與管理
經絡保健養生手技實作班,高雄市苓雅區中正一路249號7樓之1,2022/10/17,2022/11/16,在職,金融與會計
固定式起重機架空式機上操作人員訓練班第04期,高雄市前鎮區瑞隆路472號2樓,2022/10/17,2022/11/16,在職,行政與管理
Python與物聯網MicroPython應用實務班第01期,高雄市三民區中山一路318號,2022/10/17,2022/12/29,在職,科技與資訊技術
越南語發音及生活會話基礎班第01期,高雄市苓雅區中正二路175號13樓之3,2022/10/16,2022/11/15,在職,科技與資訊技術
拼布手作應用班第02期,高雄市鳳山區維新路124號D棟11樓之3,2022/10/16,2022/11/15,在職,藝術與設計
職場人際關係與溝通技巧訓練班第01期,高雄市苓雅區成功一路232號16樓,2022/10/16,2022/11/19,在職,行政與管理
SUP立式划槳從業人員訓練班第01期,高雄市鳳山區光華路68號,2022/10/15,2022/11/14,在職,建築與工程
缺氧作業主管教育訓練班第01期,高雄市苓雅區中正一路315號4樓之2,2022/10/15,2022/11/14,在職,行政與管理
職業安全衛生管理員訓練班第02期,高雄市岡山區聖森路168號,2022/10/15,2022/11/14,在職,行政與管理
傳統整復推拿全身調理手法訓練班第01期,高雄市前金區中華四路283號5樓,2022/10/14,2022/11/20,在職,行政與管理
中小企業稅務應用實務班第01期,高雄市湖內區正義一路299巷2弄19號,2022/10/14,2022/11/13,在職,行政與管理
農產加工暨應用班第01期,高雄市三民區皓東路169-6號2F,2022/10/14,2022/11/13,在職,行政與管理
企業勞動法務管理實務與案例解析班第02期,高雄市前金區中華四路283號,2022/10/13,2022/11/12,在職,行政與管理
多益英文聽力及閱讀訓練班第02期,高雄市苓雅區中正二路175號13樓之3,2022/10/13,2022/11/12,在職,藝術與設計
化妝品配方設計與調製實作進階班第02期,高雄市鼓山區中華一路203號7樓教育訓練中心B教室,2022/10/13,2022/11/12,在職,科技與資訊技術
FDM型3D列印機DIY組裝開發實務班第02期,高雄市前鎮區中山三路132號2樓 (塑膠中心),2022/10/13,2022/11/12,在職,科技與資訊技術
美姿禮儀造型班第02期,高雄市苓雅區福德三路353巷60號3樓,2022/10/13,2022/12/17,在職,藝術與設計
急救人員訓練班第01期,高雄市三民區十全一路100號,2022/10/13,2022/11/12,在職,行政與管理
老屋翻修工程預算實務班第01期,高雄市前金區中華四路283號5樓,2022/10/13,2022/11/12,在職,行政與管理
大數據資料庫與網路爬蟲資料分析整合運用班第01期,高雄市三民區中山一路318號3樓電腦教室,2022/10/13,2022/11/13,在職,科技與資訊技術
裝修工程實務學士學分班第01期,高雄市苓雅區中正二路30號,2022/10/13,2022/11/12,在職,建築與工程
職業安全衛生(2)學士學分班,高雄市大寮區進學路151號,2022/10/13,2022/11/12,在職,行政與管理
嬰幼兒親子互動實務班第01期,高雄市三民區大昌二路67號5樓之1,2022/10/13,2022/11/12,在職,行政與管理
養生月子膳食製作班 第01期,高雄市,2022/10/13,2022/12/05,職前,行政與管理
英文領隊導遊帶團實務訓練班第01期,高雄市前金區五福三路21號7樓,2022/10/12,2022/11/11,在職,藝術與設計
職業安全衛生管理員安全衛生教育訓練班第01期,高雄市楠梓區楠梓新路393號3樓第3訓練教室,2022/10/12,2022/11/11,在職,行政與管理
咖啡烘焙與感官實務高階班,高雄市新興區七賢一路469號8樓之3,2022/10/12,2022/11/11,在職,行政與管理
Premiere數位影音後製技巧實戰班第01期,高雄市三民區建國二路255號3樓,2022/10/12,2022/11/12,在職,科技與資訊技術
生活傢飾藝術彩繪實務班第02期,高雄市鳳山區維新路124號D棟11樓之3,2022/10/11,2022/11/10,在職,藝術與設計
企業內部講師實務訓練班第01期,高雄市新興區中山二路472號12樓之12,2022/10/11,2022/11/22,在職,行政與管理
西點蛋糕製作班,高雄市新興區七賢二路7號,2022/10/10,2022/11/09,在職,餐飲業
中小企業主管財稅管理與營運思維實務班第02期,高雄市前金區大同二路145號5樓之五,2022/10/10,2022/11/09,在職,行政與管理
甲種職業安全衛生業務主管訓練班第01期,高雄市前鎮區一心二路128號8樓之2,2022/10/09,2022/11/08,在職,行政與管理
套房裝修設計與經營管理實務解析班,高雄市前金區中華四路283號5樓,2022/10/09,2022/11/08,在職,行政與管理
客戶開發、銷售議價與顧客關係管理實務班第02期,高雄市前金區大同二路145號5樓之五,2022/10/09,2022/11/08,在職,行政與管理
不動產經紀營業員專業訓練班第09期,高雄市新興區中山二路472號5樓之8,2022/10/09,2022/11/08,在職,行政與管理
商品彩繪設計師資培訓班第02期,高雄市鳳山區南京路146號,2022/10/08,2022/11/07,在職,行政與管理
紫微斗數實務班第02期,高雄市前鎮區鎮中路6號8樓,2022/10/08,2022/11/08,在職,藝術與設計
Cisco網路建置實務班第02期,高雄市前鎮區中山二路2號25樓之5,2022/10/08,2022/12/01,在職,科技與資訊技術
投資工具與金融商品操作實務班第02期,高雄市鼓山區中華一路203號7樓教育訓練中心C教室,2022/10/07,2022/12/04,在職,行政與管理
咖啡沖泡與拉花實作班第01期,高雄市新興區和平一路199號8樓,2022/10/07,2022/11/06,在職,藝術與設計
多媒體簡報製作表達技巧實務班,高雄市鳳山區光遠路226號B1,2022/10/07,2022/11/06,在職,科技與資訊技術
CSR企業社會責任輔導人員訓練班第01期,高雄市新興區中山二路472號12樓之12,2022/10/07,2022/11/06,在職,行政與管理
精緻快速剪髮就業專班 第01期,高雄市,2022/10/07,2022/11/08,職前,行政與管理
協商與溝通談判實務班第01期,高雄市新興區中山二路472號12樓之12,2022/10/06,2022/11/05,在職,行政與管理
都市更新及危老重建訓練班第01期,高雄市前鎮區民權二路462號11樓,2022/10/06,2022/11/05,在職,行政與管理
創意皂品調配學士學分班第01期,高雄市苓雅區中正二路30號,2022/10/06,2022/11/05,在職,藝術與設計
信託2.0基礎班,高雄市苓雅區中正一路249號7樓之1,2022/10/06,2022/11/05,在職,行政與管理
經典早午餐製作實務班第01期,高雄市仁武區鳳仁路253號,2022/10/06,2022/11/05,在職,餐飲業
傳統整復推拿初級技術員職能基準單元課程班第01期,高雄市三民區建工路747號2樓,2022/10/06,2022/11/05,在職,行政與管理
凝膠指甲沙龍應用班第06期,高雄市鼓山區文忠路108號3樓,2022/10/06,2022/11/05,在職,科技與資訊技術
不動產繼承登記與法律應用班第01期,高雄市苓雅區光華一路206號17樓之5,2022/10/06,2022/11/05,在職,行政與管理
專利分析佈局及說明書撰寫實務班第01期,高雄市鼓山區中華一路203號7樓教育訓練中心C教室,2022/10/06,2022/12/10,在職,科技與資訊技術
草本植粹與清潔保養品調製班第01期,高雄市苓雅區中正二路175號13樓之3,2022/10/05,2022/11/04,在職,行政與管理
保養與潔膚品調製班,高雄市三民區建國二路34號13樓,2022/10/05,2022/11/04,在職,餐飲業
BIM 模型檢核NAVISWORKS實務學士學分班第01期,高雄市楠梓區海專路142號,2022/10/05,2022/11/05,在職,科技與資訊技術
ESG企業永續發展及專利系統永續DNA報告書實務班,高雄市苓雅區成功一路232號16樓,2022/10/05,2022/11/04,在職,科技與資訊技術
產後恢復師人才養成班 第01期,高雄市,2022/10/04,2022/11/21,職前,建築與工程
生命服務禮儀人員訓練班,高雄市大寮區進學路151號,2022/10/04,2022/11/05,在職,行政與管理
經絡調理手技與牛角輔具應用課程班第01期,高雄市三民區建工路747號2樓,2022/10/03,2022/11/02,在職,行政與管理
包租代管與房屋買賣租賃評估實務班第01期,高雄市苓雅區光華一路206號17樓之5,2022/10/03,2022/11/02,在職,行政與管理
茶葉感官品評與生活茶美學班第04期,高雄市苓雅區中正二路30號8樓,2022/10/03,2022/11/02,在職,行政與管理
新零售門市創業與經營人才培訓班 第01期,高雄市,2022/10/03,2022/10/24,職前,科技與資訊技術
Wordpress暨臉書投放廣告實務班,高雄市鳳山區光遠路226號B1,2022/10/02,2022/11/01,在職,科技與資訊技術
鋼構組配作業主管教育訓練班第01期,高雄市苓雅區中正一路315號4樓之2,2022/10/01,2022/10/31,在職,行政與管理
太陽光電案場規劃及機電設計班第02期,高雄市左營區政德路595號2樓,2022/10/01,2022/11/01,在職,行政與管理
多益英語能力提升進階班第05期,高雄市三民區九如二路255號12樓之一,2022/09/30,2022/10/31,在職,行政與管理
商務英文口譯人才訓練班第02期,高雄市前金區大同二路145號5樓之五,2022/09/30,2022/10/30,在職,行政與管理
太陽光電維運班第01期,高雄市左營區政德路595號2樓,2022/09/29,2022/10/29,在職,行政與管理
勞務與人力資源實務班第01期,高雄市鹽埕區中正四路274號,2022/09/29,2022/10/29,在職,行政與管理
勞動事件法與勞動關係管理實務班第01期,高雄市三民區博愛一路391號3F-1,2022/09/29,2022/10/29,在職,行政與管理
公寓大廈設施設備點交檢測培訓班第01期,高雄市三民區三民街222號,2022/09/29,2022/10/29,在職,行政與管理
手感咖啡飲料調製班第01期,高雄市苓雅區中正一路102號,2022/09/29,2022/11/12,在職,藝術與設計
烘焙麵包實作班第02期,高雄市鳳山區和平路42號,2022/09/29,2022/10/29,在職,餐飲業
不動產經紀營業員專業訓練班第02期,高雄市前鎮區民權二路462號11樓,2022/09/27,2022/10/27,在職,行政與管理
非破壞檢測技術及應用訓練班第01期,高雄市楠梓區高楠公路1001號2樓教室,2022/09/26,2022/10/26,在職,行政與管理
不動產經紀營業員進階訓練班第01期,高雄市苓雅區光華一路206號17樓之5,2022/09/26,2022/10/26,在職,行政與管理
快速剪髮實務班第01期,高雄市三民區三民街222號六樓(三民市場旁),2022/09/26,2022/10/26,在職,藝術與設計
缺氧作業主管訓練班第01期,高雄市新興區七賢一路251號14樓,2022/09/26,2022/10/26,在職,行政與管理
機電整合智能工業設計及製圖實務班 第01期,高雄市,2022/09/26,2022/12/30,職前,藝術與設計
土木施工管理班第01期,高雄市新興區民生一路206號9樓之1,2022/09/25,2022/10/25,在職,行政與管理
工程材料估算實務班第04期,高雄市鼓山區中華一路203號7樓,2022/09/25,2022/10/25,在職,行政與管理
健康香草料理技能班第01期,高雄市苓雅區中正一路102號,2022/09/25,2022/10/25,在職,餐飲業
太陽光電案場開發班第01期,高雄市左營區政德路595號1F,2022/09/23,2022/10/23,在職,行政與管理
專業形象塑造與職場禮儀班第02期,高雄市苓雅區福德三路353巷60號3樓,2022/09/23,2022/10/23,在職,行政與管理
資訊安全實務班第01期,高雄市三民區堯山街8號,2022/09/23,2022/10/23,在職,行政與管理
智慧農業植保機應用班第04期,高雄市三民區博愛一路391號3F-1,2022/09/23,2022/10/23,在職,行政與管理
Python機器學習與深度學習實作班,高雄市三民區博愛一路287號9樓,2022/09/22,2022/11/20,在職,科技與資訊技術
sketchup在工程設計上的應用實務班第01期,高雄市三民區建工路415號,2022/09/22,2022/12/04,在職,科技與資訊技術
Excel數據分析整合應用班第02期,高雄市楠梓區高雄大學路700號,2022/09/22,2022/10/22,在職,科技與資訊技術
中式麵食實作班第01期,高雄市鳳山區和平路42號,2022/09/22,2022/10/22,在職,餐飲業
復古翻領斜門襟襯衫暨時尚緊身褲實作班第01期,高雄市苓雅區福德二路77號,2022/09/22,2022/10/22,在職,藝術與設計
中西複合式早午餐實作班,高雄市左營區民族一路679號1樓,2022/09/22,2022/10/22,在職,餐飲業
棒針編織實務班第02期,高雄市鳳山區維新路124號D棟11樓之3,2022/09/21,2022/10/21,在職,藝術與設計
農地開發利用與分割處理實務班第03期,高雄市前金區中華四路283號5樓,2022/09/21,2022/10/21,在職,行政與管理
不動產經紀人專業訓練班第02期,高雄市苓雅區光華一路206號17樓之5,2022/09/20,2022/10/20,在職,行政與管理
電力節能Watch Dog看門系統程式設計班 第01期,高雄市,2022/09/20,2022/12/30,職前,科技與資訊技術
手機攝影短片實務班第02期,高雄市鳳山區維新路124號D棟11樓之3,2022/09/19,2022/10/19,在職,科技與資訊技術
日文N5會話實務班第01期,高雄市前金區中華四路283號5樓,2022/09/19,2022/10/19,在職,科技與資訊技術
領隊導遊人員實務班第01期,高雄市苓雅區中正二路175號13樓之3,2022/09/19,2022/11/23,在職,行政與管理
自行車在地領騎培訓初階班第01期,高雄市前金區五福三路21號7樓,2022/09/19,2022/10/19,在職,行政與管理
互動式網站設計與網路社群經營人才養成班 第01期,高雄市,2022/09/19,2022/12/27,職前,科技與資訊技術
實用韓語實務班第02期,高雄市鳳山區維新路122號11樓,2022/09/18,2022/10/18,在職,藝術與設計
不動產經紀營業員專業訓練班第08期,高雄市新興區中山二路472號5樓之8,2022/09/18,2022/10/18,在職,行政與管理
勞動基準法逐條解析訓練班第02期,高雄市前金區大同二路145號5樓之五,2022/09/18,2022/10/18,在職,行政與管理
生活日語會話班第01期,高雄市前金區中華四路283號5樓,2022/09/18,2022/10/18,在職,藝術與設計
堆高機操作人員訓練班第05期,高雄市前鎮區瑞隆路472號2樓,2022/09/18,2022/10/18,在職,行政與管理
買賣房屋評估與修繕工程實務班第01期,高雄市苓雅區光華一路206號17樓之5,2022/09/18,2022/10/18,在職,行政與管理
勞動法規暨勞健保應用班第01期,高雄市三民區博愛一路391號3F-1,2022/09/18,2022/10/18,在職,行政與管理
創意多媒體影音剪輯實作班第02期,高雄市三民區堯山街8號,2022/09/17,2022/10/17,在職,藝術與設計
時尚姿體儀態美學班第01期,高雄市苓雅區光華一路206號17樓之5,2022/09/17,2022/10/17,在職,藝術與設計
有機溶劑作業主管教育訓練班第01期,高雄市苓雅區中正一路315號4樓之2,2022/09/17,2022/10/17,在職,行政與管理
