課程名稱,上課地點,開放報名,開課日期,性質,職業分類
節慶與花禮創意構思花藝設計班第01期,屏東縣屏東市莊敬街一段142-1號,2022/07/30,2022/08/15,在職,藝術與設計
西點烘焙製作班,屏東縣屏東市忠孝路309之2號3樓,2022/07/29,2022/08/28,在職,餐飲業
創意木器彩繪實務班第01期,屏東縣屏東市建國路202號2樓,2022/07/28,2022/08/27,在職,藝術與設計
專業房務人員培訓班屏南地區優先專班 第01期,屏東縣,2022/07/27,2022/10/13,職前,行政與管理
職場英語實務應用班第01期,屏東縣屏東市林森路1號,2022/07/25,2022/08/15,在職,行政與管理
中西式經典手做料理班 第01期,屏東縣,2022/07/15,2022/08/31,職前,餐飲業
跨境電商人才培訓班第一梯次,屏東縣屏東市林森路1號,2022/07/14,2022/09/02,青年,行政與管理
皮雕、珠繡頭飾文創商品設計班 第01期,屏東縣,2022/07/13,2022/08/09,職前,藝術與設計
半導體相關元件理論基礎與實作班第一梯次,屏東縣屏東市林森路1號,2022/07/13,2022/08/15,青年,建築與工程
PT16照服(平日)班 第16期,屏東縣,2022/07/12,2022/09/05,職前,行政與管理
原民創新服裝設計暨女裝丙級證照班 第01期,屏東縣,2022/07/08,2022/10/13,職前,藝術與設計
經典特色料理班 第01期,屏東縣,2022/07/04,2022/09/15,職前,餐飲業
PT15照服(平日)班 第01期,屏東縣,2022/07/01,2022/09/05,職前,行政與管理
手作品包裝行銷班 第01期,屏東縣,2022/06/28,2022/08/15,職前,藝術與設計
養生御膳保健餐班 第01期,屏東縣,2022/06/08,2022/07/11,職前,餐飲業
PT13照服(在職夜間假日)班 第01期,屏東縣,2022/06/07,2022/08/27,職前,行政與管理
中餐烹調技能訓練班 第01期,屏東縣,2022/06/07,2022/07/14,職前,餐飲業
在地農產品伴手禮創業班 第01期,屏東縣,2022/06/07,2022/07/07,職前,餐飲業
中式點心證照暨創業班 第01期,屏東縣,2022/06/06,2022/07/25,職前,餐飲業
美髮美容暨彩妝造型實務班(新住民優先專班) 第01期,屏東縣,2022/06/06,2022/08/16,職前,行政與管理
PT14照服(平日)班 第01期,屏東縣,2022/06/01,2022/08/04,職前,行政與管理
在地觀光導覽人員培訓班 第01期,屏東縣,2022/05/27,2022/06/27,職前,行政與管理
養蜂實務訓練班第01期,屏東縣屏東市信義路151號,2022/05/25,2022/06/25,在職,行政與管理
坐月子餐人才培訓班 第01期,屏東縣,2022/05/24,2022/12/22,職前,行政與管理
家事服務人員培訓班 第01期,屏東縣,2022/05/17,2022/06/06,職前,行政與管理
韓文會話實務應用班第01期,屏東縣屏東市信義路86號,2022/05/12,2022/06/25,在職,藝術與設計
財產繼承與相關稅務規劃實務班第01期,屏東縣屏東市正陽街2-4號5樓,2022/05/11,2022/06/11,在職,行政與管理
太陽光電裝修人才培訓班第二梯次,屏東縣內埔鄉美和村屏光路23號,2022/05/01,2022/12/05,青年,建築與工程
PT12照服(在職平日夜間)班 第01期,屏東縣,2022/04/25,2022/08/04,職前,行政與管理
傢飾彩繪設計班第01期,屏東縣屏東市莊敬街１段142-1號,2022/04/24,2022/05/24,在職,藝術與設計
園藝繁殖技術班第01期,屏東縣屏東市信義路86號,2022/04/24,2022/05/24,在職,行政與管理
家用設備節能技術班 第01期,屏東縣,2022/04/22,2022/05/16,職前,建築與工程
清潔皂品實務班第01期,屏東縣屏東市信義路86號,2022/04/21,2022/05/21,在職,行政與管理
PT11照服(平日)班 第01期,屏東縣,2022/04/20,2022/07/06,職前,行政與管理
花藝創意設計班第01期,屏東縣屏東市信義路86號,2022/04/19,2022/05/19,在職,藝術與設計
園藝通用培植技術班第01期,屏東縣屏東市信義路86號,2022/04/18,2022/05/18,在職,行政與管理
時尚打版設計實作班第01期,屏東縣屏東市建國路202號,2022/04/15,2022/05/15,在職,藝術與設計
園藝栽培應用班第01期,屏東縣屏東市信義路86號,2022/04/13,2022/05/13,在職,行政與管理
BS17 托育人員職前平日班 第01期,屏東縣,2022/04/12,2022/08/01,職前,行政與管理
課後照顧服務人員實務班 第01期,屏東縣,2022/04/11,2022/06/15,職前,行政與管理
托育人員職前平日1班 第01期,屏東縣,2022/04/11,2022/08/01,職前,行政與管理
寵物美容助理培訓班 第01期,屏東縣,2022/04/11,2022/06/29,職前,行政與管理
商業空間概念設計專班 第01期,屏東縣,2022/04/08,2022/07/19,職前,藝術與設計
美工商業設計培育班 第01期,屏東縣,2022/04/08,2022/05/27,職前,藝術與設計
木器彩繪應用實作班第01期,屏東縣屏東市建國路202號2樓,2022/04/07,2022/05/07,在職,藝術與設計
日語會話實務班第01期,屏東縣屏東市信義路86號,2022/04/06,2022/05/06,在職,藝術與設計
BS14托育人員職前平日班 第01期,屏東縣,2022/04/06,2022/06/01,職前,行政與管理
PT08照服(平日)班 第02期,屏東縣,2022/04/01,2022/05/10,職前,行政與管理
BS15托育人員在職假日班 第01期,屏東縣,2022/03/31,2022/08/13,職前,行政與管理
PT10照服(平日)班 第01期,屏東縣,2022/03/30,2022/07/18,職前,行政與管理
電商經營與行銷班 第01期,屏東縣,2022/03/29,2022/04/22,職前,行政與管理
BS18托育人員職前平日夜間班 第01期,屏東縣,2022/03/28,2022/05/03,職前,行政與管理
子平八字姓名學班第01期,屏東縣屏東市信義路86號,2022/03/26,2022/04/26,在職,行政與管理
手機攝影技巧實務班第01期,屏東縣屏東市信義路86號,2022/03/25,2022/04/25,在職,科技與資訊技術
專業美睫彩妝班第01期,屏東縣屏東市棒球路87號2樓,2022/03/22,2022/04/22,在職,藝術與設計
專業彩妝護膚班第01期,屏東縣屏東市棒球路87號2樓,2022/03/20,2022/04/20,在職,科技與資訊技術
自然開口說日語會話進階班第01期,屏東縣屏東市信義路86號,2022/03/20,2022/05/04,在職,科技與資訊技術
新娘秘書彩妝造型班第01期,屏東縣屏東市棒球路87號2樓,2022/03/19,2022/04/19,在職,科技與資訊技術
芳療紓壓保健與行銷管理實務班第01期,屏東縣屏東市建興南路93-1號2樓,2022/03/19,2022/04/19,在職,行政與管理
髮藝造型設計班第01期,屏東縣屏東市棒球路87號2樓,2022/03/18,2022/04/18,在職,藝術與設計
工業輔助製圖養成實務班 第01期,屏東縣,2022/03/18,2022/05/31,職前,行政與管理
商用多益英文應用班第01期,屏東縣屏東市信義路86號,2022/03/16,2022/04/16,在職,行政與管理
OFFICE軟體整合應用實務班第01期,屏東縣潮州鎮太平路224號4樓,2022/03/16,2022/04/16,在職,科技與資訊技術
藝見好飾-原雕文創商品e學苑 第01期,屏東縣,2022/03/15,2022/05/09,職前,科技與資訊技術
青草藥調製應用班第01期,屏東縣東港鎮興東路201號,2022/03/14,2022/04/14,在職,藝術與設計
創意彩繪造型設計班第01期,屏東縣屏東市棒球路87號3樓,2022/03/13,2022/06/09,在職,藝術與設計
波西米亞風結繩編織藝術班第01期,屏東縣屏東市信義路86號,2022/03/12,2022/04/12,在職,藝術與設計
人力資源管理應用實務班第01期,屏東縣屏東市自由路736之1號4樓,2022/03/12,2022/04/12,在職,行政與管理
青草藥實務運用班第01期,屏東縣屏東市莊敬街１段142-1號,2022/03/10,2022/04/10,在職,行政與管理
原創設計應用班-生活家飾 第01期,屏東縣,2022/03/09,2022/03/30,職前,藝術與設計
月桃編結與珠繡服飾班 第01期,屏東縣,2022/03/07,2022/04/12,職前,藝術與設計
縫紉男女服飾貼布繡實務班 第01期,屏東縣,2022/03/04,2022/03/24,職前,藝術與設計
急救人員訓練班第01期,屏東縣屏東市建國路25號(圖書館1樓第2視聽教室),2022/03/02,2022/04/02,在職,行政與管理
室內配線班 第01期,屏東縣,2022/03/01,2022/07/08,職前,行政與管理
PT04照服(在職假日)班 第01期,屏東縣,2022/03/01,2022/05/21,職前,行政與管理
PT09照服(平日)班 第01期,屏東縣,2022/03/01,2022/06/07,職前,行政與管理
精密機械加工第一梯次,屏東縣內埔鄉學府路一號,2022/03/01,2022/06/30,青年,行政與管理
產後服務人員培訓班 第01期,屏東縣,2022/02/25,2022/04/21,職前,行政與管理
下午茶西點烘焙及飲料調製培訓班（新住民優先專班） 第01期,屏東縣,2022/02/24,2022/04/07,職前,餐飲業
中小企業會計實務初級班第01期,屏東縣屏東市自由路736之1號4樓,2022/02/19,2022/03/19,在職,行政與管理
農地開發利用與分割處理實務班第02期,屏東縣屏東市正陽街2-4號5樓,2022/02/19,2022/03/20,在職,行政與管理
潮風花藝設計與盆栽組合應用班第01期,屏東縣屏東市莊敬街一段142-1號,2022/02/19,2022/03/19,在職,藝術與設計
服務品質優化暨客訴處理專業人才培訓班,屏東縣恆春鎮墾丁路2號,2022/02/16,2022/04/13,在職,行政與管理
大型花飾應用設計班第01期,屏東縣屏東市莊敬街一段142-1號,2022/02/16,2022/03/16,在職,藝術與設計
花飾花藝基礎設計應用班第01期,屏東縣屏東市莊敬街一段142-1號,2022/02/14,2022/03/14,在職,藝術與設計
農產品加工班,屏東縣屏東市忠孝路309之2號3樓,2022/02/14,2022/03/12,在職,行政與管理
PT06照服(平日)班 第01期,屏東縣,2022/02/14,2022/05/02,職前,行政與管理
PT05照服(平日)班 第01期,屏東縣,2022/02/10,2022/07/18,職前,行政與管理
PT03照服(平日)班 第01期,屏東縣,2022/02/09,2022/04/12,職前,行政與管理
人工智慧與大數據基礎人才培訓班第一梯次,屏東縣鹽埔鄉新二村維新路20號,2022/02/01,2022/06/27,青年,科技與資訊技術
寶石文創設計編織進階班第01期,屏東縣屏東市建國路202號2樓,2022/01/26,2022/03/06,在職,藝術與設計
彩繪凝膠造型設計班第01期,屏東縣屏東市華正路95號2樓,2022/01/26,2022/03/06,在職,藝術與設計
藝起玩刺繡創意班第01期,屏東縣屏東市建國路202號2樓,2022/01/26,2022/03/06,在職,藝術與設計
縫紉女裝打版進階班第01期,屏東縣屏東市建國路202號2樓,2022/01/25,2022/03/05,在職,科技與資訊技術
寶石設計編織進階班第01期,屏東縣屏東市建國路202號2樓,2022/01/25,2022/03/05,在職,藝術與設計
傳統整復推拿基礎職能訓練班第01期,屏東縣屏東市龍華路376號,2022/01/22,2022/03/02,在職,行政與管理
沉浸式體感多媒體互動應用人才培訓班第一梯次,屏東縣屏東市民生東路51號,2022/01/13,2022/12/28,青年,科技與資訊技術
先進機械手臂機電整合與CNC工具機機械加工人才培訓班第一梯次,屏東縣屏東市民生東路51號,2022/01/12,2022/06/30,青年,建築與工程
物聯網之RFID模組應用與產品開發訓練班第一梯次,屏東縣屏東市民生東路51號,2022/01/12,2022/06/30,青年,科技與資訊技術
智慧物聯網產業應用人才培訓班第一梯次,屏東縣屏東市民生東路51號,2022/01/10,2022/06/30,青年,建築與工程
PT02照服(平日)班 第01期,屏東縣,2022/01/05,2022/04/06,職前,行政與管理
PT01照服(平日)班 第01期,屏東縣,2022/01/03,2022/04/07,職前,行政與管理
PT07照服(平日)班 第01期,屏東縣,2022/01/03,2022/05/09,職前,行政與管理
花藝設計應用班第01期,屏東縣屏東市信義路86號,2021/11/30,2021/12/30,在職,藝術與設計
園藝與花藝應用班第02期,屏東縣屏東市信義路86號,2021/11/30,2021/12/30,在職,行政與管理
園藝技術應用班第01期,屏東縣屏東市信義路86號,2021/11/29,2021/12/29,在職,行政與管理
清潔皂品實務班第01期,屏東縣屏東市信義路86號,2021/11/25,2021/12/25,在職,行政與管理
挖掘機操作人員訓練班第01期,屏東縣屏東市福建路3-7號5樓,2021/11/24,2021/12/24,在職,行政與管理
園藝通用栽培班第01期,屏東縣屏東市信義路86號,2021/11/23,2021/12/30,在職,行政與管理
傢飾彩繪設計班第01期,屏東縣屏東市莊敬街１段142-1號,2021/11/21,2021/12/21,在職,藝術與設計
韓文會話實務應用班第01期,屏東縣屏東市信義路86號,2021/11/18,2021/12/18,在職,藝術與設計
日語會話實務班第01期,屏東縣屏東市信義路86號,2021/11/17,2021/12/31,在職,藝術與設計
園藝栽培應用班第02期,屏東縣屏東市信義路86號,2021/11/17,2021/12/24,在職,行政與管理
園藝繁殖技術班第02期,屏東縣屏東市信義路86號,2021/11/14,2021/12/28,在職,行政與管理
手機攝影技巧實務班第01期,屏東縣屏東市信義路86號,2021/11/13,2021/12/13,在職,科技與資訊技術
機縫拼布包設計應用班第01期,屏東縣屏東市建國路202號2樓,2021/11/12,2021/12/12,在職,藝術與設計
木器彩繪初階班第01期,屏東縣屏東市建國路202號2樓,2021/10/28,2021/11/27,在職,藝術與設計
農地開發利用與分割處理實務班第01期,屏東縣屏東市正陽街2-4號5樓,2021/10/28,2021/12/04,在職,行政與管理
創意彩繪班A班第01期,屏東縣屏東市棒球路87號2樓,2021/10/13,2021/12/05,在職,藝術與設計
創意彩繪班B班第01期,屏東縣屏東市棒球路87號,2021/10/08,2021/12/05,在職,藝術與設計
新娘秘書整體造型班B班第01期,屏東縣屏東市棒球路87號3樓,2021/10/03,2021/11/30,在職,科技與資訊技術
營建施工實務人才培訓班 第01期,屏東縣,2021/09/28,2021/11/29,職前,行政與管理
營建泥水砌磚施工實務班 第01期,屏東縣,2021/09/06,2021/10/18,職前,行政與管理
PT17照服(平日)班 第01期,屏東縣,2021/08/02,2021/09/06,職前,行政與管理
農機具操作與維修班 第01期,屏東縣,2021/07/27,2021/09/13,職前,行政與管理
網路及客服行銷班 第01期,屏東縣,2021/07/27,2021/08/30,職前,行政與管理
原鄉旅遊休閒餐旅特色班 第01期,屏東縣,2021/07/07,2021/09/15,職前,行政與管理
皮革工藝暨多媒材應用班 第01期,屏東縣,2021/07/06,2021/09/10,職前,藝術與設計
PT18照服(平日)班 第02期,屏東縣,2021/07/05,2021/09/28,職前,行政與管理
手感傢飾能量養成班 第01期,屏東縣,2021/07/05,2021/08/23,職前,藝術與設計
可可加工暨植萃應用行銷班 第01期,屏東縣,2021/06/23,2021/10/19,職前,行政與管理
早午餐料理製作創業班 第01期,屏東縣,2021/06/22,2021/10/27,職前,餐飲業
織彩綻放-排灣族織布縫紉實務班 第01期,屏東縣,2021/06/22,2021/10/14,職前,藝術與設計
在地農產伴手禮國際行銷培訓班,屏東縣鹽埔鄉維新路20號（大仁科技大學）,2021/06/21,2021/06/28,青年,餐飲業
青農食宿經營國際行銷養成班,屏東縣鹽埔鄉維新路20號(大仁科技大學),2021/06/21,2021/06/29,青年,行政與管理
食品產業國際行銷培訓班,屏東縣鹽埔鄉新二村維新路20號,2021/06/14,2021/07/13,青年,行政與管理
醫藥產業行銷人員實務班,屏東縣鹽埔鄉維新路20號,2021/06/08,2021/07/05,青年,行政與管理
中餐烹調料理班 第01期,屏東縣,2021/06/02,2021/09/27,職前,餐飲業
PT16照服(平日)班 第01期,屏東縣,2021/06/01,2021/09/06,職前,行政與管理
PT15照服(平日)班 第01期,屏東縣,2021/06/01,2021/09/01,職前,行政與管理
虛擬實境與多媒體遊戲設計班,屏東縣屏東市林森路1號,2021/06/01,2021/07/19,青年,科技與資訊技術
PD01照服(平日)班 第01期,屏東縣,2021/05/31,2021/08/10,職前,行政與管理
無人機產業菁英培訓班(屏東第一梯次),屏東縣屏東市中山路61號(政府青年學院),2021/05/27,2021/10/17,青年,建築與工程
下午茶西點烘焙班 第01期,屏東縣,2021/05/26,2021/08/12,職前,餐飲業
BS19托育人員職前平日夜間班 第01期,屏東縣,2021/05/26,2021/10/12,職前,行政與管理
餐飲服務技術實務班 第01期,屏東縣,2021/05/24,2021/07/14,職前,行政與管理
早午餐創業班 第01期,屏東縣,2021/05/20,2021/09/13,職前,餐飲業
PT19照服(平日)班 第01期,屏東縣,2021/05/17,2021/08/05,職前,行政與管理
國際行銷與商務溝通實務培訓班,屏東縣內埔鄉學府路1號,2021/05/17,2021/06/28,青年,行政與管理
專業農藥調配與專業植保飛行人才培訓班,屏東縣內埔鄉美和村屏光路23號,2021/05/10,2021/08/05,青年,行政與管理
生命關懷事業跨國行銷管理人才培訓班,屏東縣鹽埔鄉維新路20號,2021/05/01,2021/06/27,青年,行政與管理
無人機產業菁英培訓班(屏東第二梯次),屏東縣屏東市中正路68號,2021/04/30,2021/10/17,青年,建築與工程
無人機產業菁英培訓班(屏東第三梯次),屏東縣屏東市中正路68號,2021/04/30,2021/10/31,青年,建築與工程
藝術彩繪美甲師班(東港鎮新住民優先專班) 第01期,屏東縣,2021/04/27,2021/08/16,職前,建築與工程
PT13照服(在職假日)專班 第01期,屏東縣,2021/04/26,2021/07/10,職前,行政與管理
銀髮科技長照人才培訓班,屏東縣鹽埔鄉90741 維新路20號,2021/04/09,2021/06/10,青年,行政與管理
國際休閒運動產業行銷管理人才班,屏東縣鹽埔鄉新二村維新路20號,2021/04/06,2021/06/23,青年,行政與管理
PT12照服(平日)班 第01期,屏東縣,2021/04/05,2021/07/06,職前,行政與管理
PT14照服(平日)班 第01期,屏東縣,2021/04/01,2021/08/04,職前,行政與管理
文創產業設計與行銷尖兵培訓班,屏東縣南州鄉三民路367號,2021/04/01,2021/06/28,青年,藝術與設計
醫療科技輔具國際銷管理培訓班,屏東縣南州鄉三民路367號,2021/04/01,2021/06/15,青年,行政與管理
在地農產品加工班(佳冬鄉專班) 第01期,屏東縣,2021/03/31,2021/08/06,職前,行政與管理
PT11照服(在職假日)班 第01期,屏東縣,2021/03/15,2021/06/19,職前,行政與管理
消防3D火場環境與避難逃生電腦模擬專業人才培訓班,屏東縣鹽埔鄉維新路20號,2021/03/11,2021/06/21,青年,行政與管理
BS17托育人員職前平日班 第01期,屏東縣,2021/03/08,2021/07/05,職前,行政與管理
BS15托育人員在職假日班 第01期,屏東縣,2021/03/02,2021/08/14,職前,行政與管理
BS16 托育人員在職假日班 第01期,屏東縣,2021/03/02,2021/09/18,職前,行政與管理
在地食農培訓班 第01期,屏東縣,2021/03/01,2021/10/18,職前,行政與管理
寵物美容助理培訓班 第01期,屏東縣,2021/03/01,2021/08/03,職前,行政與管理
生物與科技防治病蟲害新農業培訓班,屏東縣內埔鄉學府路1號,2021/03/01,2021/06/30,青年,行政與管理
電腦輔助工業設計與建模人才養成班,屏東縣屏東市復興路10號,2021/03/01,2021/06/28,青年,建築與工程
永續觀光行銷精進班,屏東縣鹽埔鄉維新路20號,2021/02/01,2021/06/28,青年,行政與管理
國際觀光旅館行銷尖兵培訓班,屏東縣鹽埔鄉維新部20號（大仁科技大學）,2021/01/25,2021/03/04,青年,行政與管理
皮革雕染燒烙暨文創商品設計班 第01期,屏東縣,2020/11/09,2020/12/23,職前,藝術與設計
國際會展行銷管理專業人員培訓班,屏東縣南州鄉三民路367號,2020/11/01,2021/03/02,青年,行政與管理
藍染與裁縫就業技能班 第01期,屏東縣,2020/10/26,2020/12/17,職前,行政與管理
國際餐旅行銷培訓班,屏東縣鹽埔鄉維新路20號,2020/09/03,2020/09/07,青年,餐飲業
青年創業與國際行銷人才培訓班,屏東縣鹽埔鄉維新路20號（大仁科技大學）,2020/09/01,2020/10/19,青年,行政與管理
烘焙食品技能養成班 第01期,屏東縣,2020/08/21,2020/09/14,職前,餐飲業
文創產業視覺設計產業尖兵培訓班,屏東縣鹽埔鄉維新路20號,2020/08/18,2020/10/12,青年,藝術與設計
數位遊戲程式設計人才培訓班,屏東縣鹽埔鄉維新路20號,2020/08/17,2020/10/05,青年,科技與資訊技術
PD02照服(平日)班自訓自用班 第01期,屏東縣,2020/07/14,2020/08/03,職前,行政與管理
中餐烹調暨地方小吃班 第01期,屏東縣,2020/07/10,2020/09/24,職前,餐飲業
中餐烹調技能培訓班 第01期,屏東縣,2020/07/01,2020/08/19,職前,餐飲業
PD04職前平日(自訓自用)班 第01期,屏東縣,2020/07/01,2020/09/14,職前,行政與管理
中餐烹調葷食丙級證照輔導班 （新住民優先專班） 第01期,屏東縣,2020/06/05,2020/08/06,職前,餐飲業
複合式餐飲達人培訓班(原住民專班) 第01期,屏東縣,2020/06/02,2020/07/06,職前,行政與管理
PT18照顧服務員(平日)班 第01期,屏東縣,2020/06/02,2020/08/04,職前,行政與管理
男士時尚傳統理容Barber養成班(原住民專班) 第01期,屏東縣,2020/06/01,2020/08/17,職前,建築與工程
縫紉生活家飾用品實作班(原住民專班) 第01期,屏東縣,2020/06/01,2020/07/15,職前,藝術與設計
皮革雕染燒烙商品製作班(原住民專班) 第01期,屏東縣,2020/05/29,2020/08/31,職前,藝術與設計
月子餐料理技能訓練班 第01期,屏東縣,2020/05/08,2020/06/29,職前,行政與管理
咖啡飲調點心技能班 第01期,屏東縣,2020/05/08,2020/06/22,職前,餐飲業
電腦及家用設備維修班 第01期,屏東縣,2020/05/01,2020/08/14,職前,行政與管理
PD01照服(平日)班 第01期,屏東縣,2020/04/30,2020/05/19,職前,行政與管理
PT11照服(在職假日)班 第01期,屏東縣,2020/04/27,2020/06/13,職前,行政與管理
管家達人培訓班 第01期,屏東縣,2020/04/22,2020/07/27,職前,行政與管理
食尚早午餐培訓班 第01期,屏東縣,2020/04/22,2020/05/29,職前,餐飲業
家事服務職人班 第01期,屏東縣,2020/04/17,2020/06/05,職前,行政與管理
