課程名稱,上課地點,開放報名,開課日期,性質,職業分類
剪吹燙染班第01期,基隆市仁愛區愛四路28巷6號2樓,2022/09/02,2022/10/02,在職,藝術與設計
111年度基隆市照顧服務員訓練班第三班 第03期,基隆市,2022/09/01,2022/10/09,職前,行政與管理
稅務會計從業人員進修班第01期,基隆市仁愛區愛三路37號7樓,2022/08/26,2022/11/20,在職,行政與管理
寵物美容基礎造型專修訓練班第01期,基隆市仁愛區愛三路9號7樓之2,2022/08/25,2022/09/24,在職,建築與工程
園藝創意與盆栽手作班第01期,基隆市仁愛區仁五路8號10F之4,2022/08/22,2022/09/21,在職,藝術與設計
台灣小吃烹調技能班第01期,基隆市中山區復興路313號3樓,2022/08/17,2022/09/17,在職,餐飲業
手作文創商品設計實作班第07期,基隆市七堵區南興路37號3樓,2022/08/16,2022/09/17,在職,藝術與設計
居家水電設備維修實作班第01期,基隆市信義區義三路4巷18-10號,2022/08/16,2022/09/17,在職,行政與管理
居家照顧實務應用班第01期,基隆市仁愛區愛三路37號7樓,2022/08/16,2022/09/17,在職,行政與管理
花藝創作設計班第01期,基隆市仁愛區仁五路8號10F之4,2022/08/15,2022/09/14,在職,藝術與設計
日語會話行銷班第01期,基隆市仁愛區仁五路8號10樓之4,2022/08/09,2022/09/08,在職,行政與管理
日語應用進階班第02期,基隆市仁愛區仁五路8號10F之4,2022/08/09,2022/09/22,在職,科技與資訊技術
商業美感設計概念裁剪剪髮班第01期,基隆市仁愛區孝二路39號7樓18室,2022/08/08,2022/10/05,在職,藝術與設計
錫雕押花設計應用班,基隆市仁愛區孝二路39號4樓,2022/08/07,2022/09/06,在職,藝術與設計
皮革手工製作班第02期,基隆市仁愛區仁五路8號10樓之4,2022/08/07,2022/09/06,在職,藝術與設計
織品創意改造實作班第03期,基隆市七堵區南興路37號3樓,2022/08/06,2022/09/05,在職,藝術與設計
和諧粉彩指導員進階班第02期,基隆市仁愛區愛三路37號7樓,2022/08/05,2022/09/04,在職,行政與管理
照顧服務員培訓班 第01期,基隆市,2022/08/05,2022/09/05,職前,行政與管理
社群自媒體行銷與影像創作班第02期,基隆市仁愛區愛三路37號7樓,2022/08/04,2022/11/05,在職,科技與資訊技術
清潔用品與保養品調製應用班,基隆市安樂區安一路370巷22號3樓A棟,2022/08/04,2022/09/03,在職,餐飲業
皮革皮雕實作班第02期,基隆市仁愛區愛四路28巷6號2樓,2022/08/04,2022/09/03,在職,藝術與設計
中式伴手禮班第02期,基隆市安樂區安一路370巷22號B棟,2022/08/02,2022/09/01,在職,餐飲業
布包實作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/08/02,2022/08/30,在職,藝術與設計
多肉植物盆栽創作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/08/02,2022/08/23,在職,藝術與設計
蝶谷巴特拼貼基礎班第02期,基隆市安樂區安一路370巷22號B棟,2022/08/01,2022/08/31,在職,科技與資訊技術
花藝設計人員訓練班第01期,基隆市仁愛區愛三路37號7樓701教室,2022/08/01,2022/08/21,在職,行政與管理
居家安寧照護與芳香療法運用班第01期,基隆市仁愛區愛三路37號7樓,2022/08/01,2022/08/25,在職,行政與管理
111年度基隆市照顧服務員訓練班 第02期,基隆市,2022/08/01,2022/09/04,職前,行政與管理
珠寶飾品設計與製作(基隆) 第04期,基隆市,2022/08/01,2022/12/05,職前,藝術與設計
文創皮革實作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/07/31,2022/08/20,在職,藝術與設計
中式麵食發麵技能班,基隆市安樂區安一路370巷22號A棟3樓,2022/07/31,2022/11/24,在職,餐飲業
拼布實作班第01期,基隆市仁愛區仁五路8號10樓之4,2022/07/30,2022/08/29,在職,藝術與設計
整體造型應用與髮型設計班第02期,基隆市仁愛區愛三路37號7樓,2022/07/30,2022/08/16,在職,藝術與設計
淨膚美學環保清潔用品及保養品實做班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/07/29,2022/08/15,在職,科技與資訊技術
農產品加工釀造與應用班第01期,基隆市七堵區南興路37號3樓,2022/07/29,2022/08/14,在職,行政與管理
木製家具榫卯應用班第03期,基隆市七堵區南興路37號3樓,2022/07/29,2022/08/28,在職,藝術與設計
經典手提包創作班,基隆市仁愛區孝二路39號4樓,2022/07/29,2022/08/28,在職,藝術與設計
巧藝編織手作班第01期,基隆市仁愛區仁五路8號10F之4,2022/07/27,2022/08/26,在職,藝術與設計
烘焙西點製作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/07/26,2022/08/07,在職,餐飲業
創意金工實作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/07/25,2022/08/24,在職,藝術與設計
木創異材質園藝實作班第01期,基隆市仁愛區南新街29-1號,2022/07/25,2022/08/06,在職,行政與管理
點心製作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/07/25,2022/08/05,在職,餐飲業
指甲彩繪與延甲造型設計班第02期,基隆市仁愛區愛三路37號7樓,2022/07/25,2022/08/15,在職,藝術與設計
複合式餐飲咖啡烘豆拉花與甜品烘焙訓練班第01期,基隆市仁愛區愛三路9號4樓之5,2022/07/25,2022/08/14,在職,餐飲業
日語會話應用初階班第02期,基隆市仁愛區愛三路9號4樓之5 (電梯請至3樓),2022/07/25,2022/08/13,在職,科技與資訊技術
寵物美容造型精修特訓班 第01期,基隆市,2022/07/05,2022/08/08,職前,行政與管理
天然染布創意服飾實務班 第01期,基隆市,2022/06/30,2022/08/15,職前,藝術與設計
冷凍空調實務(假日班)(基隆)第01期,基隆市,2022/05/30,2022/09/03,在職,行政與管理
手作創意拼布班第01期,基隆市仁愛區孝二路39號4樓,2022/05/27,2022/06/26,在職,藝術與設計
Microsoft職場文書實務應用班第02期,基隆市仁愛區愛三路九號四樓之五,2022/05/26,2022/06/25,在職,行政與管理
木作設計專員基礎訓練班第03期,基隆市仁愛區愛三路9號7樓之2,2022/05/26,2022/06/25,在職,行政與管理
皮革工藝藝術商品創作班第06期,基隆市七堵區南興路37號3樓,2022/05/26,2022/06/26,在職,藝術與設計
冷凍空調裝修(基隆) 第04期,基隆市,2022/05/19,2022/08/05,職前,行政與管理
冷凍空調裝修(基隆) 第02期,基隆市,2022/05/16,2022/09/19,職前,行政與管理
園藝景觀暨小品盆栽設計製作班第01期,基隆市七堵區南興路37號3樓,2022/05/12,2022/06/12,在職,藝術與設計
專業咖啡暨時尚輕食料理與精緻烘焙甜品培訓班 第01期,基隆市,2022/05/11,2022/07/04,職前,餐飲業
銲接(基隆) 第02期,基隆市,2022/05/01,2022/11/03,職前,藝術與設計
珠寶飾品設計與製作(基隆) 第03期,基隆市,2022/05/01,2022/09/12,職前,藝術與設計
美甲彩繪凝膠班第02期,基隆市仁愛區愛四路28巷6號2樓,2022/04/28,2022/05/28,在職,藝術與設計
美甲凝膠進階設計彩繪實務班,基隆市仁愛區孝二路39號718室,2022/04/19,2022/06/23,在職,藝術與設計
複合型飲調輕食與行銷社群經營班(B班) 第01期,基隆市,2022/04/18,2022/09/01,職前,科技與資訊技術
複合型飲調輕食與行銷社群經營班(A班) 第01期,基隆市,2022/04/18,2022/06/06,職前,科技與資訊技術
男士理髮基礎實務班,基隆市仁愛區孝二路39號718室,2022/04/17,2022/06/14,在職,藝術與設計
專業訓練人員職能運用訓練進階班第01期,基隆市仁愛區愛三路37號7樓,2022/04/17,2022/05/17,在職,行政與管理
天然精緻手作烘焙甜品班第01期,基隆市仁愛區愛三路9號4樓之5,2022/04/14,2022/05/14,在職,餐飲業
地方小吃培訓班 第01期,基隆市,2022/04/12,2022/06/13,職前,餐飲業
空間設計實務班 第01期,基隆市,2022/04/12,2022/08/29,職前,藝術與設計
多媒體文創貼圖設計班 第01期,基隆市,2022/04/12,2022/06/30,職前,藝術與設計
SolidWorks立體製圖(假日班)(六堵訓練教室)第01期,基隆市,2022/04/11,2022/07/09,在職,建築與工程
珠寶琺瑯(假日班)(基隆)第01期,基隆市,2022/04/10,2022/07/17,在職,藝術與設計
人資法務實務因應進階訓練班第02期,基隆市仁愛區愛三路9號7樓之2,2022/04/08,2022/05/08,在職,行政與管理
社群自媒體行銷與影像創作班第01期,基隆市仁愛區愛三路37號7樓,2022/04/08,2022/05/08,在職,科技與資訊技術
立領洋裝與造型荷葉外套打版車縫製作班第01期,基隆市仁愛區愛三路37號7樓,2022/04/07,2022/05/14,在職,藝術與設計
髮型設計師職能培訓班 第01期,基隆市,2022/04/06,2022/05/23,職前,建築與工程
冷凍空調裝修(基隆) 第03期,基隆市,2022/04/06,2022/05/23,職前,行政與管理
文化皮革實作班,基隆市安樂區安和一街2巷12之1號2樓,2022/04/05,2022/05/05,在職,藝術與設計
半自動電銲(假日班)(基隆)第01期,基隆市,2022/04/01,2022/08/28,在職,建築與工程
傳統整復推拿與腳底按摩就業輔導班 第01期,基隆市,2022/04/01,2022/05/03,職前,行政與管理
手作文創商品設計實作班第06期,基隆市七堵區南興路37號3樓,2022/03/30,2022/04/30,在職,藝術與設計
電腦數值控制機械(CNC)(基隆) 第02期,基隆市,2022/03/30,2022/07/26,職前,建築與工程
寶石編織飾品實作班,基隆市仁愛區愛四路48號8樓之2,2022/03/22,2022/05/06,在職,藝術與設計
中藥漢方天然清潔用品製作班第04期,基隆市七堵區南興路37號3樓,2022/03/19,2022/04/18,在職,科技與資訊技術
辦公室數位行銷(六堵訓練教室) 第01期,基隆市,2022/03/15,2022/08/15,職前,行政與管理
行動美甲美睫技能班第01期第01期,基隆市仁愛區孝二路39號4樓,2022/03/14,2022/06/22,在職,行政與管理
錫雕押花設計班第01期,基隆市仁愛區孝二路39號4樓,2022/03/13,2022/04/12,在職,藝術與設計
創作果凍花點心實作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/03/12,2022/04/11,在職,餐飲業
單人倫巴舞蹈訓練班第01期,基隆市仁愛區光一路28號,2022/03/12,2022/04/11,在職,科技與資訊技術
專業坐月子服務管理人員培訓班第01期,基隆市仁愛區愛三路37號7樓,2022/03/11,2022/04/10,在職,行政與管理
和諧粉彩藝術指導準師進階班第01期,基隆市仁愛區愛三路37號7樓,2022/03/11,2022/04/10,在職,藝術與設計
和諧粉彩藝術指導員培訓班第01期,基隆市仁愛區愛三路37號7樓,2022/03/11,2022/04/11,在職,建築與工程
和諧粉彩藝術指導員進階班第01期,基隆市仁愛區愛三路37號7樓,2022/03/11,2022/04/10,在職,藝術與設計
異國料理實務技能班第01期,基隆市中山區復興路313號3樓,2022/03/10,2022/06/18,在職,行政與管理
雙人森巴舞蹈訓練班第01期,基隆市仁愛區光一路28號,2022/03/02,2022/04/01,在職,科技與資訊技術
氬氣鎢極電銲(基隆) 第01期,基隆市,2022/03/01,2022/07/11,職前,科技與資訊技術
多肉植物創作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/02/27,2022/03/29,在職,科技與資訊技術
都會經典服裝打版應用班第01期,基隆市仁愛區孝二路39號4樓,2022/02/26,2022/03/26,在職,科技與資訊技術
文創皮革實作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/02/25,2022/03/27,在職,藝術與設計
表演禮服設計打版車縫製作班第01期,基隆市七堵區南興路37號3樓,2022/02/25,2022/03/27,在職,藝術與設計
專業美容班,基隆市仁愛區愛四路48號8樓之2,2022/02/25,2022/04/03,在職,科技與資訊技術
咖啡館飲料餐點實務班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/02/24,2022/03/26,在職,行政與管理
織品創意改造價值再生實作班第01期,基隆市七堵區南興路37號3樓,2022/02/23,2022/03/25,在職,藝術與設計
手作飾品編織班第01期,基隆市仁愛區仁五路8號10樓之4,2022/02/23,2022/03/25,在職,藝術與設計
藝術皮革手工製作班第02期,基隆市仁愛區仁五路8號10樓之4,2022/02/20,2022/03/22,在職,藝術與設計
日語應用班第01期,基隆市仁愛區仁五路8號10樓之4,2022/02/15,2022/03/17,在職,藝術與設計
基隆市托育人員 第01期,基隆市,2022/02/15,2022/04/06,職前,行政與管理
花藝飾品創作班第01期,基隆市仁愛區仁五路8號10樓之4,2022/02/14,2022/03/16,在職,藝術與設計
美食技能實作班第01期,基隆市安樂區安一路370巷22號2樓A棟,2022/02/11,2022/03/13,在職,行政與管理
地方特色銅板美食班第01期,基隆市安樂區安一路370巷22號2樓A棟,2022/02/10,2022/03/12,在職,餐飲業
訓練人員培訓實務訓練班第01期,基隆市仁愛區愛三路37號7樓,2022/02/09,2022/03/09,在職,行政與管理
珠寶飾品設計與製作(基隆) 第02期,基隆市,2022/02/01,2022/06/13,職前,藝術與設計
台式餐點製作班第01期,基隆市安樂區安和一街2巷12號2樓,2022/01/28,2022/03/08,在職,餐飲業
烘焙伴手禮班第01期,基隆市中正區環港街5號,2022/01/28,2022/03/08,在職,餐飲業
農漁產品加工暨應用班第01期,基隆市中正區環港街5號,2022/01/27,2022/03/07,在職,行政與管理
皮革皮雕實作班第01期,基隆市仁愛區愛四路28巷6號2樓,2022/01/26,2022/03/06,在職,藝術與設計
手作皮革製品設計班第01期,基隆市仁愛區孝二路39號4樓,2022/01/25,2022/03/06,在職,藝術與設計
複合式輕食咖啡餐飲技術與店面營運實務班第02期,基隆市仁愛區愛三路9號4樓之5,2022/01/25,2022/03/06,在職,行政與管理
泰語基礎會話與泰式風味料理訓練班第02期,基隆市仁愛區愛三路9號4樓之5,2022/01/24,2022/03/05,在職,藝術與設計
寵物美容基礎造型專修訓練班第01期,基隆市仁愛區愛三路9號7樓之2,2022/01/24,2022/03/05,在職,建築與工程
木作家具實務班第01期,基隆市七堵區南興路37號3樓,2022/01/24,2022/03/05,在職,藝術與設計
點心製作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/01/23,2022/03/04,在職,餐飲業
日語日常會話應用初階班第01期第01期,基隆市仁愛區愛三路9號4樓之5 (電梯請至3樓),2022/01/23,2022/03/05,在職,科技與資訊技術
美甲光療凝膠美指與電商實務班第01期,基隆市仁愛區愛三路37號7樓,2022/01/22,2022/03/03,在職,科技與資訊技術
養生麵包班第01期,基隆市安樂區安一路370巷22號B棟,2022/01/22,2022/03/03,在職,餐飲業
淨膚美學環保清潔用品及保養品實做班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/01/22,2022/03/03,在職,科技與資訊技術
創意布包實作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/01/21,2022/03/01,在職,藝術與設計
草本清潔用品調製班第01期,基隆市安樂區安一路370巷22號3樓A棟,2022/01/21,2022/02/20,在職,藝術與設計
烘焙西點製作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2022/01/20,2022/02/19,在職,餐飲業
環保生活傢飾拼貼班第01期,基隆市安樂區安一路370巷22號B棟,2022/01/19,2022/02/16,在職,藝術與設計
AutoCAD電腦輔助機械製圖(假日班)(六堵訓練教室)第01期,基隆市,2022/01/03,2022/04/09,在職,建築與工程
無人機救災之影像感測與分析實務人才培訓班,基隆市中正區北寧路２號,2021/12/30,2022/06/27,青年,行政與管理
銲接(基隆) 第01期,基隆市,2021/12/01,2022/05/12,職前,科技與資訊技術
電腦數值控制機械(CNC)(基隆) 第01期,基隆市,2021/12/01,2022/04/18,職前,建築與工程
家飾黏土藝術基礎班第01期,基隆市仁愛區仁五路8號10F之4,2021/11/27,2021/12/27,在職,藝術與設計
數位行銷與工藝藝術商品設計班第05期,基隆市七堵區南興路37號3樓,2021/11/26,2021/12/26,在職,藝術與設計
Microsoft職場文書實務應用班第02期,基隆市仁愛區愛三路九號四樓之五,2021/11/25,2021/12/25,在職,行政與管理
多元化飾品編織班第01期,基隆市仁愛區仁五路8號10樓之4,2021/11/24,2021/12/24,在職,藝術與設計
雙人倫巴舞蹈訓練班第01期,基隆市仁愛區光一路28號,2021/11/24,2021/12/24,在職,科技與資訊技術
烘焙西點製作班第01期,基隆市安樂區安和一街2巷12之1號2樓,2021/11/18,2021/12/18,在職,餐飲業
月子餐調理B班第01期,基隆市安樂區安一路370巷22號B棟,2021/11/16,2021/12/16,在職,行政與管理
月子餐調理A班第01期,基隆市安樂區安一路370巷22號B棟,2021/11/15,2021/12/15,在職,行政與管理
冷凍空調裝修 第01期,基隆市,2021/11/15,2022/03/28,職前,藝術與設計
冷凍空調裝修(基礎)(基隆)第01期,基隆市,2021/11/15,2022/03/01,在職,行政與管理
珠寶蠟雕(假日班)(基隆)第01期,基隆市,2021/11/15,2022/01/16,在職,藝術與設計
芳香精油肩頸鬆筋手法與社群媒體班第02期,基隆市仁愛區愛三路37號7樓,2021/11/07,2021/12/14,在職,餐飲業
米麵點心班第01期,基隆市中正區環港街5號,2021/11/07,2021/12/07,在職,餐飲業
農漁產品加工班第01期,基隆市中正區環港街5號,2021/11/06,2021/12/06,在職,行政與管理
跨領域自媒體直播播客進階班第02期,基隆市仁愛區愛三路37號7樓,2021/11/05,2021/12/25,在職,媒體與娛樂
包膜貼鑽班第01期,基隆市仁愛區愛四路28巷6號2樓,2021/11/04,2021/12/04,在職,藝術與設計
木作設計專員基礎訓練班B班第02期,基隆市仁愛區愛三路9號7樓之2,2021/11/04,2021/12/04,在職,行政與管理
訓練師專業職能訓練班第01期,基隆市仁愛區愛三路37號7樓,2021/11/02,2021/12/02,在職,行政與管理
電腦輔助機械製圖 第01期,基隆市,2021/11/01,2022/03/01,職前,科技與資訊技術
珠寶飾品設計與製作 第01期,基隆市,2021/11/01,2022/03/14,職前,藝術與設計
人資勞動法務專員基礎訓練班第03期,基隆市仁愛區愛三路9號7樓之2,2021/10/29,2021/11/28,在職,行政與管理
照顧服務員專班訓練 第01期,基隆市,2021/10/15,2021/11/02,職前,行政與管理
創意手工皂製作與應用班第01期,基隆市仁愛區仁五路8號10F之4,2021/10/14,2021/11/27,在職,藝術與設計
服裝及袋包打版車縫設計製作班 第01期,基隆市,2021/10/06,2021/10/18,職前,藝術與設計
一般手工電銲(假日班)(基隆)第01期,基隆市,2021/10/01,2022/03/06,在職,藝術與設計
無人機救災之影像感測與分析實務人才培訓班,基隆市中正區北寧路2號,2021/08/31,2021/11/22,青年,行政與管理
整體造型設計實務培訓班 第01期,基隆市,2021/08/16,2021/09/09,職前,藝術與設計
創新休閒產業清潔專班 第01期,基隆市,2021/08/11,2021/09/09,職前,行政與管理
食尚餐飲培訓班 第01期,基隆市,2021/08/06,2021/09/10,職前,行政與管理
彩繪商品設計行銷培訓班(訓用合一) 第01期,基隆市,2021/08/05,2021/08/30,職前,藝術與設計
傳統整復推拿與腳底按摩調理就業輔導專班 第01期,基隆市,2021/08/01,2021/09/09,職前,行政與管理
珠寶飾品設計與製作(基隆) 第03期,基隆市,2021/07/22,2021/11/16,職前,藝術與設計
寵物美容暨基礎行政與創業訓練班 第01期,基隆市,2021/07/02,2021/08/02,職前,行政與管理
110年基隆市照顧服務員專班 第05期,基隆市,2021/06/01,2021/11/09,職前,行政與管理
智慧無人機專業飛手養成班(基隆2),基隆市七堵區206東新街22號,2021/05/29,2021/07/14,青年,建築與工程
行銷達人數位媒體空拍應用培訓班（基隆2）,基隆市七堵區東新街22號(國立基隆高級商工職業學校),2021/05/28,2021/08/02,青年,餐飲業
冷凍空調裝修(基隆)第01期,基隆市,2021/05/27,2021/10/05,在職,行政與管理
CIS品牌視覺設計班 第01期,基隆市,2021/05/26,2021/08/30,職前,科技與資訊技術
一般手工電銲(基隆)第01期,基隆市,2021/05/24,2021/09/27,在職,藝術與設計
電腦輔助機械製圖(基隆) 第01期,基隆市,2021/05/24,2021/10/25,職前,建築與工程
行銷達人數位媒體空拍應用培訓班（基隆）,基隆市七堵區東新街22號(國立基隆高級商工職業學校),2021/05/19,2021/07/15,青年,餐飲業
冷凍空調裝修(基隆) 第02期,基隆市,2021/05/17,2021/09/22,職前,行政與管理
珠寶琺瑯(假日班)(基隆)第01期,基隆市,2021/05/10,2021/10/17,在職,藝術與設計
電腦數值控制機械(CNC)(基隆) 第02期,基隆市,2021/05/03,2021/09/27,職前,建築與工程
智慧無人機專業飛手養成班(基隆),基隆市七堵區206東新街22號,2021/04/30,2021/07/14,青年,建築與工程
藍染服裝文創商品設計打版班 第01期,基隆市,2021/04/29,2021/06/29,職前,藝術與設計
110年基隆市照顧服務員專班 第02期,基隆市,2021/04/15,2021/10/18,職前,行政與管理
珠寶飾品設計與製作(基隆) 第02期,基隆市,2021/04/01,2021/08/26,職前,藝術與設計
SolidWorks立體製圖(假日班)(六堵分站)第01期,基隆市,2021/04/01,2021/09/04,在職,藝術與設計
電腦輔助機械製圖(六堵分站) 第02期,基隆市,2021/02/22,2021/08/23,職前,行政與管理
氬氣鎢極電銲(基隆) 第01期,基隆市,2021/02/01,2021/08/02,職前,科技與資訊技術
珠寶金工基礎(假日班)(基隆)第01期,基隆市,2021/02/01,2021/05/09,在職,藝術與設計
基隆市照顧服務員專班 第3期,基隆市,2021/02/01,2021/10/13,職前,行政與管理
AutoCAD電腦輔助機械製圖(假日班)(六堵分站)第01期,基隆市,2021/01/04,2021/04/10,在職,建築與工程
氬氣鎢極電銲(假日班)(基隆)第01期,基隆市,2020/12/10,2021/04/11,在職,建築與工程
冷凍空調裝修(基隆) 第01期,基隆市,2020/11/09,2021/03/29,職前,行政與管理
銲接(基隆) 第01期,基隆市,2020/11/04,2021/03/02,職前,科技與資訊技術
珠寶飾品設計與製作(基隆) 第01期,基隆市,2020/11/03,2021/02/22,職前,藝術與設計
電腦輔助機械製圖(六堵分站) 第01期,基隆市,2020/11/03,2021/01/11,職前,行政與管理
半自動電銲(基隆)第01期,基隆市,2020/11/02,2021/02/22,在職,科技與資訊技術
文創禮品設計班(訓用合一) 第01期,基隆市,2020/09/24,2020/10/12,職前,藝術與設計
珠寶蠟雕(基隆) 第01期,基隆市,2020/09/22,2020/12/28,職前,藝術與設計
古早傳統小吃專技班 第01期,基隆市,2020/09/16,2020/11/05,職前,餐飲業
基隆市照顧服務人員專班 第05期,基隆市,2020/09/11,2020/10/12,職前,行政與管理
冷凍空調(基隆) 第01期,基隆市,2020/09/04,2020/12/01,職前,行政與管理
舊衣新創及袋包商品製作班 第01期,基隆市,2020/09/03,2020/12/14,職前,藝術與設計
魅力小吃職場創業班 第02期,基隆市,2020/09/01,2020/11/23,職前,餐飲業
複合式烘焙輕食專技班 第01期,基隆市,2020/08/06,2020/09/15,職前,餐飲業
清潔服務技術培訓班 第01期,基隆市,2020/07/14,2020/09/07,職前,行政與管理
商業平面插畫設計養成班 第01期,基隆市,2020/07/10,2020/09/01,職前,科技與資訊技術
AutoCAD電腦輔助機械製圖(假日班)(六堵分站)第01期,基隆市,2020/07/10,2020/10/17,在職,建築與工程
基隆市照顧服務人員專班第3期 第03期,基隆市,2020/07/03,2020/08/04,職前,行政與管理
基隆市109年照顧服務員專班第四期 第4期,基隆市,2020/07/01,2020/09/14,職前,行政與管理
傳統藝術創新經濟商品製作班 第01期,基隆市,2020/06/24,2020/10/05,職前,行政與管理
珠寶飾品設計與製作(基隆) 第03期,基隆市,2020/06/24,2020/10/05,職前,藝術與設計
一般手工電銲(基隆)第01期,基隆市,2020/06/22,2020/10/12,在職,藝術與設計
庶民美味小吃創業班 第01期,基隆市,2020/06/17,2020/08/14,職前,餐飲業
珠寶電繪(假日班)(基隆)第01期,基隆市,2020/06/08,2020/09/13,在職,藝術與設計
經典烘培飲調點心就業班 第01期,基隆市,2020/06/04,2020/07/15,職前,餐飲業
冷凍空調裝修(基隆) 第02期,基隆市,2020/06/01,2020/09/14,職前,行政與管理
冷凍空調裝修(基隆)第01期,基隆市,2020/05/25,2020/09/03,在職,行政與管理
電腦輔助機械製圖(政策性課程)(基隆) 第01期,基隆市,2020/05/11,2020/09/29,職前,建築與工程
銲接(政策性課程)(基隆) 第02期,基隆市,2020/05/04,2020/09/07,職前,行政與管理
SolidWorks立體製圖(假日班)(六堵分站)第01期,基隆市,2020/04/01,2020/07/04,在職,藝術與設計
珠寶飾品設計與製作(基隆) 第02期,基隆市,2020/04/01,2020/07/13,職前,藝術與設計
電腦輔助機械製圖(政策性課程)(六堵分站) 第02期,基隆市,2020/04/01,2020/07/13,職前,建築與工程
基隆市托育人員 第01期,基隆市,2020/02/27,2020/04/06,職前,行政與管理
基隆市照顧服務人員專班第1期 第01期,基隆市,2020/02/18,2020/03/05,職前,行政與管理
文創商品設計班(訓用合一) 第01期,基隆市,2020/01/21,2020/04/27,職前,藝術與設計
異材質多元商品設計班 (訓用合一) 第01期,基隆市,2020/01/21,2020/02/24,職前,藝術與設計
健康銀髮族飲食創業班 第01期,基隆市,2020/01/14,2020/04/29,職前,行政與管理
舊衣新創暨織品改造班 第01期,基隆市,2020/01/09,2020/05/04,職前,藝術與設計
到府母嬰照護職能養成班 第01期,基隆市,2020/01/06,2020/07/13,職前,行政與管理
精品咖啡品評與創業規畫設計班 第01期,基隆市,2020/01/06,2020/04/20,職前,行政與管理
珠寶琺瑯(假日班)(基隆)第01期,基隆市,2020/01/02,2020/04/12,在職,藝術與設計
基隆市照顧服務員專班 第02期,基隆市,2020/01/01,2020/05/20,職前,行政與管理
