課程名稱,上課地點,開放報名,開課日期,性質,職業分類
AWS雲計算基礎班,10659臺北市大安區建國南路２段231號(建國209教室),2021/07/02,2021/08/02,在職,其他
大數據智慧行銷實戰班 第01期,臺北市,2021/06/10,2021/09/16,職前,其他
大數據資料分析R程式設計班,10043臺北市中正區博愛路80號3樓(taipei301),2021/06/03,2021/09/04,在職,科技與資訊技術
5G 智慧載具與工業科技應用班第01期,臺北市中正區博愛路80號3樓,2021/05/29,2022/03/01,在職,其他
電子商務網路交易法律實務班,10656臺北市大安區復興南路１段390號6樓(全國商總-603教室),2021/05/21,2021/09/27,在職,法律與法律服務
5G智慧載具與工業科技應用班第01期,臺北市中正區汀州路３段58號,2021/05/18,2022/02/12,在職,其他
AI技術應用工程師班 (區域-青年專班) 第02期,臺北市,2021/05/08,2021/09/24,職前,建築與工程
雲端與SRE網站可靠性工程師班,臺北市士林區基河路130號5樓,2021/05/01,2021/08/25,青年,科技與資訊技術
AIoT智能行動服務物聯網班 第01期,臺北市,2021/04/26,2021/09/22,職前,其他
AI技術應用工程師班 第01期,臺北市,2021/04/26,2021/08/17,職前,建築與工程
Python基礎程式語言應用班,10043臺北市中正區博愛路80號3樓(taipei301),2021/04/18,2021/08/03,在職,科技與資訊技術
大數據基礎能力養成班,臺北市內湖區學科:台北市環山路一段56號-德明財經科技大學(中正樓電腦教室)術科:台北市環山路一段56號-德明財經科技大學(中正樓電腦教室),2021/04/05,2021/06/15,青年,其他
物聯網整合開發人才就業班,臺北市中正區中山區民生東路三段67號(臺北大學臺北校區),2021/03/25,2021/06/08,青年,其他
Python數據分析養成班 第01期,臺北市,2021/03/20,2021/08/24,職前,科技與資訊技術
AWS雲端物聯網人才養成班,臺北市大同區承德路一段17-3號11樓(高度空間),2021/01/20,2021/06/28,青年,科技與資訊技術
人工智慧及大數據分析基礎班,臺北市內湖區環山路一段56號(德明財經科技大學) 學科:環山路一段56號 德明財經科技大學電腦教室 術科:環山路一段56號德明財經科技大學電腦教室,2021/01/11,2021/06/15,青年,其他
綠色供應鏈管理人才菁英班- 面板產業班,臺北市中正區濟南路１段6號,2020/08/17,2021/12/27,青年,行政與管理
室內設計養成班 第01期,臺北市,2020/07/21,2020/12/14,職前,藝術與設計
Java、Python雙程式語言訓練班 第01期,臺北市,2020/03/20,2021/07/19,職前,科技與資訊技術
不動產營業員複訓12班第01期,臺北市中山區民權東路２段206號7F,2022/11/29,2022/12/29,在職,其他
GA網站數據分析暨GAds關鍵字廣告投放班第02期,臺北市中正區愛國西路9號4樓之9,2022/11/28,2022/12/28,在職,科技與資訊技術
財務報表閱讀與分析精修班第02期,臺北市大安區復興南路一段390號11樓1101教室,2022/11/25,2022/12/25,在職,其他
年節伴手禮烘焙班第01期,臺北市中山區龍江路96號3樓,2022/11/24,2022/12/24,在職,其他
不動產地政士業務訓練-土地稅法與土地登記班第01期,臺北市中山區民權東路２段206號7樓,2022/11/24,2022/12/24,在職,其他
勞動法令與管理實務應用訓練班第06期,臺北市大安區新生南路１段155號5樓,2022/11/24,2022/12/24,在職,行政與管理
不動產經紀人複訓12班第01期,臺北市中山區民權東路２段206號7樓,2022/11/21,2022/12/21,在職,其他
證券期貨交易訓練班第06期,臺北市松山區基隆路1段8號6樓之一,2022/11/20,2022/12/20,在職,其他
流行嘻哈韓風KPOP訓練班第02期,臺北市中山區興安街112號2樓之5 (興安花園社區第1棟大樓),2022/11/20,2022/12/20,在職,其他
Excel辦公室實務應用進階班第04期,臺北市內湖區環山路一段56號,2022/11/18,2022/12/18,在職,其他
企業人資法令管理實務班第01期,臺北市中正區南海路1號4樓,2022/11/18,2022/12/18,在職,行政與管理
綠色電力與低碳路徑能力培訓班,臺北市中山區中山北路３段26號10樓之1,2022/11/18,2022/12/18,在職,其他
新多益聽力與閱讀技巧實戰班,臺北市大同區長安西路33號8樓,2022/11/16,2022/12/16,在職,其他
健康管理師培訓班 第01期,臺北市,2022/11/14,2022/12/22,職前,醫療保健
唐草皮雕實作基礎班,臺北市大安區新生南路１段155號5樓,2022/11/13,2022/12/13,在職,其他
資金配置與選股投資實務班第01期,臺北市大安區復興南路１段390號6樓,2022/11/13,2022/12/13,在職,其他
不動產稅制及交易實務班第02期,臺北市大同區長安西路45-1號2樓之3,2022/11/11,2022/12/11,在職,其他
日語實務進階班第02期,臺北市大同區昌吉街55號2樓211室,2022/11/11,2022/12/11,在職,其他
產業分析應用實務訓練班,臺北市大安區基隆路４段43號,2022/11/10,2022/12/10,在職,其他
PMP國際專案管理訓練班第01期,臺北市中山區民權東路２段206號5樓,2022/11/10,2022/12/10,在職,行政與管理
環保布製品手作班,臺北市中正區愛國西路9號4樓之9,2022/11/10,2022/12/10,在職,其他
保險法逐條解釋與判決評議案例分析班,臺北市中正區羅斯福路1段28號5樓,2022/11/10,2022/12/10,在職,其他
外貿實務英文精進訓練班第01期,臺北市文山區汀州路４段88號,2022/11/10,2022/12/10,在職,其他
生活職場越南語班第01期,臺北市大安區敦化南路２段2號3樓之2,2022/11/09,2022/12/09,在職,其他
電子商務與行銷應用班,臺北市大同區長安西路33號8樓,2022/11/09,2022/12/09,在職,電子商務與網上交易
儲能系統技術基礎訓練班,臺北市內湖區民權東路６段109號6樓,2022/11/09,2022/12/09,在職,其他
中小企業主及財會人員成長實務班第01期,臺北市大安區忠孝東路４段142號8樓之七,2022/11/08,2022/12/08,在職,其他
財務會計與稅務申報實務班,臺北市大同區長安西路33號8樓,2022/11/08,2022/12/08,在職,金融與會計
嘻哈搖擺爵士舞應用訓練班第01期,臺北市中山區興安街112號2樓之5 (興安花園社區第1棟大樓),2022/11/08,2022/12/08,在職,其他
中式烘焙伴手禮班第02期,臺北市大同區南京西路163號2樓之85,2022/11/06,2022/12/06,在職,其他
台股與台指期貨交易策略實務專班第09期,臺北市松山區基隆路1段8號6樓之一,2022/11/06,2022/12/06,在職,其他
期貨選擇權技術分析實務班第05期,臺北市松山區基隆路1段8號6樓之一,2022/11/05,2022/12/05,在職,其他
商業談判與問題協商技巧班第01期,臺北市大安區復興南路一段390號11樓,2022/11/04,2022/12/04,在職,綜合商業與管理
工筆彩繪創作班第01期,臺北市士林區中山北路６段200號2樓,2022/11/04,2022/12/04,在職,其他
人事管理應用實務班第02期,臺北市大安區忠孝東路３段1號,2022/11/04,2022/12/04,在職,行政與管理
GA + Power BI大數據行銷分析實作班,臺北市大安區建國南路２段231號,2022/11/04,2022/12/04,在職,其他
跨境電商平台暨Google廣告投放及GA數據分析實務班第01期,臺北市松山區基隆路1段8號6樓之1(CEO教室),2022/11/04,2022/12/04,在職,廣告與市場營銷
越南語會話初級班第01期,臺北市松山區基隆路1段8號6樓之1(CEO教室),2022/11/03,2022/12/03,在職,其他
國際貿易人才培訓班第05期,臺北市大安區復興南路１段390號6樓,2022/11/03,2022/12/03,在職,其他
共有土地處分實務班第02期,臺北市大同區長安西路45-1號2樓之3,2022/11/03,2022/12/03,在職,其他
新世代魅力簡報技巧暨口語表達訓練班第01期,臺北市中山區長安東路１段27號2樓,2022/11/03,2022/12/03,在職,其他
稅務會計申報實務班第03期,臺北市大安區建國南路２段231號,2022/11/03,2022/12/03,在職,金融與會計
技術客服人員訓練班 第01期,臺北市,2022/11/03,2022/11/14,職前,其他
教務行政人員訓練班教務行政人員訓練班 第01期,臺北市,2022/11/03,2022/11/14,職前,行政與管理
室內設計概論及裝修法規與施工實務班第01期,臺北市中正區羅斯福路1段28號5樓,2022/11/02,2022/12/02,在職,法律與法律服務
危老建築暨財務分析與實務班,臺北市中正區羅斯福路1段28號5樓,2022/11/01,2022/12/01,在職,建築與工程
iPAS初級資訊安全人員訓練班,臺北市中正區博愛路80號3樓,2022/11/01,2022/12/01,在職,安全與緊急應變
Excel試算表實務應用班,臺北市中正區愛國西路9號4樓之8,2022/10/30,2022/11/29,在職,其他
英語多益培訓中階班,臺北市中正區羅斯福路１段28號5樓,2022/10/30,2022/11/29,在職,其他
Excel進階資料處理與VBA自動化應用班第03期,臺北市大安區敦化南路２段2號3樓之2,2022/10/29,2022/11/28,在職,其他
傳統整復推拿實務B班第01期,臺北市中正區南昌路２段42巷16號1樓,2022/10/28,2022/11/27,在職,其他
銀飾品創作設計基礎班,臺北市大安區新生南路１段155號5樓,2022/10/28,2022/11/27,在職,藝術與設計
人力資源管理與就業服務應用班第01期,臺北市大安區復興南路一段390號11樓,2022/10/28,2022/11/27,在職,行政與管理
股票數據爬蟲與分析實務班第01期,臺北市中正區濟南路１段321號,2022/10/28,2022/11/27,在職,其他
勞資爭議調解職災勞檢案例解析班第02期,臺北市大同區昌吉街55號2樓211室,2022/10/27,2022/11/26,在職,其他
響應式網頁設計建置班,臺北市中正區濟南路１段321號,2022/10/27,2022/12/03,在職,藝術與設計
Python人工智慧影像辨識班,臺北市大安區基隆路四段43號,2022/10/27,2022/11/26,在職,科技與資訊技術
不動產地政士業務訓練-民法與土地法班第01期,臺北市中山區民權東路２段206號7樓,2022/10/25,2022/11/24,在職,其他
投資理財實戰應用班,臺北市中正區愛國西路9號4樓之8,2022/10/24,2022/11/23,在職,其他
新南向國家穆斯林文化與旅遊班第01期,臺北市中正區許昌街42-1號4樓,2022/10/24,2022/11/23,在職,旅遊與款待
GA網站數據分析暨GAds關鍵字廣告投放班第01期,臺北市中正區愛國西路9號4樓之9,2022/10/24,2022/11/23,在職,科技與資訊技術
咖啡感官訓練班,臺北市中正區愛國西路9號4樓之9,2022/10/23,2022/11/22,在職,其他
職場英文實務會話班,臺北市中正區愛國西路9號4樓之9,2022/10/22,2022/11/21,在職,其他
Excel 進階 + Power BI 數據分析實務班第08期,臺北市中山區中山北路３段40號(大同大學),2022/10/21,2022/11/20,在職,其他
Linux Container 入門實務班第02期,臺北市中山區中山北路3段40號(大同大學),2022/10/21,2022/11/20,在職,其他
人體裝飾花藝精選班,臺北市中正區愛國西路9號4樓之8,2022/10/21,2022/11/20,在職,其他
傳統整復推拿初級技術員職能基準單元課程班第01期,臺北市中山區南京東路二段11號3樓,2022/10/21,2022/11/20,在職,其他
PMP專案管理流程實務班第07期,臺北市中正區忠孝西路１段72號8樓之14,2022/10/21,2022/11/20,在職,行政與管理
咖啡豆烘焙班,臺北市中正區愛國西路9號4樓之9,2022/10/21,2022/11/20,在職,其他
3D室內空間設計與居家風水格局班第2期,臺北市大同區長安西路33號8樓,2022/10/20,2022/11/19,在職,藝術與設計
提升財務數字力實務班第01期,臺北市大同區承德路二段81號B1,2022/10/20,2022/11/19,在職,其他
陰宅風水實務應用班第01期,臺北市大安區忠孝東路４段147巷1號9樓,2022/10/20,2022/11/19,在職,其他
Power BI 商務流程自動化與資料視覺化應用實務班,臺北市中正區濟南路１段321號,2022/10/20,2022/11/19,在職,其他
UI UX 原型設計與產品規劃班,臺北市中正區博愛路80號3樓,2022/10/20,2022/11/20,在職,藝術與設計
iOS 行動裝置程式設計進階班第01期,臺北市中山區大直街70號,2022/10/19,2022/11/19,在職,科技與資訊技術
不動產經紀人複訓11班第01期,臺北市中山區民權東路２段206號7樓,2022/10/18,2022/11/17,在職,其他
不動產營業員複訓11班第01期,臺北市中山區民權東路２段206號7F,2022/10/17,2022/11/16,在職,其他
就業服務專業人員實務應用班第01期,臺北市大安區敦化南路２段2號3樓之2,2022/10/14,2022/11/13,在職,其他
用手機鏡頭說故事導演先修班,臺北市大安區建國南路二段,2022/10/14,2022/11/13,在職,其他
職場溝通表達軟實力實戰班,臺北市大安區基隆路4段43號,2022/10/13,2022/11/12,在職,其他
Python 網路爬蟲與資料分析實務班第07期,臺北市中山區中山北路3段40號(大同大學),2022/10/13,2022/11/19,在職,科技與資訊技術
企業財務與帳務管理實務班第01期,臺北市大安區忠孝東路３段1號,2022/10/13,2022/11/12,在職,行政與管理
公共服務助理實務訓練班第01期,臺北市中正區青島東路5號2樓之2,2022/10/13,2022/12/03,在職,其他
飯店從業人員訓練班 第01期,臺北市,2022/10/13,2022/11/14,職前,其他
雙語科技教育師資培訓班 第01期,臺北市,2022/10/13,2022/11/03,職前,教育
MarTech大數據數位行銷班 第01期,臺北市,2022/10/13,2022/12/12,職前,其他
企業上市、融資、併購、經營權實務班第01期,臺北市中正區南海路1號4樓,2022/10/12,2022/11/11,在職,其他
Python AI深度學習應用實務班第03期,臺北市中正區濟南路１段321號7樓(台北商業大學承曦樓707教室),2022/10/12,2022/11/13,在職,教育
日文N3中級會話班第02期,臺北市中山區長安東路１段27號2樓,2022/10/11,2022/11/10,在職,其他
IFRS 公報實務班第01期,臺北市大安區忠孝東路４段142號8樓之七,2022/10/09,2022/11/08,在職,其他
問題解決與說話溝通技巧班第01期,臺北市大安區復興南路１段390號6樓,2022/10/09,2022/11/08,在職,其他
中古屋室內整修工法與估算班第01期,臺北市信義區忠孝東路５段524巷3弄12號1樓,2022/10/09,2022/11/08,在職,其他
勞動法令及案例實務解析班第04期,臺北市大安區復興南路１段390號6樓,2022/10/08,2022/11/07,在職,其他
數位轉型電子商務行銷策略班第03期,臺北市大安區復興南路１段390號6樓,2022/10/08,2022/11/08,在職,電子商務與網上交易
地政士土地法土地稅與土地登記實務班第01期,臺北市松山區八德路４段678號3樓之1,2022/10/07,2022/11/06,在職,其他
PMP專案管理實務應用班第03期,臺北市松山區基隆路１段8號6樓之1,2022/10/07,2022/11/06,在職,行政與管理
不動產與民法應用班第01期,臺北市大同區長安西路45-1號2樓之3,2022/10/07,2022/11/06,在職,其他
企業會計準則實務剖析班第01期,臺北市大安區忠孝東路４段142號8樓之七,2022/10/06,2022/11/05,在職,金融與會計
幸福午茶甜點班第02期,臺北市大同區南京西路163號2樓之85,2022/10/06,2022/11/05,在職,其他
商用多益英語實務班第08期,臺北市大安區敦化南路２段2號3樓之2,2022/10/06,2022/11/05,在職,其他
藍染工藝蠟染實務班,臺北市信義區忠孝東路5段524巷3弄12號1樓,2022/10/06,2022/11/05,在職,其他
韓語基礎生活會話應用班第01期,臺北市大同區長安西路45-1號2樓之3,2022/10/06,2022/11/05,在職,其他
房地產交易實務班第04期,臺北市大同區長安西路45-1號2樓之3,2022/10/06,2022/11/05,在職,房地產與房屋
創新管理理論與實務班第01期,臺北市大安區復興南路一段390號11樓1101教室,2022/10/06,2022/11/05,在職,行政與管理
水域場域管理暨營運作業實務班,臺北市萬華區西藏路213號,2022/10/06,2022/11/05,在職,行政與管理
新多益聽力與閱讀能力提升班,臺北市大同區長安西路33號8樓,2022/10/06,2022/11/05,在職,其他
商業智慧：數位行銷營運分析與操作實務班第01期,臺北市中山區大直街70號,2022/10/05,2022/11/12,在職,綜合商業與管理
ESG:永續能源及碳管理培訓班第01期,臺北市中山區大直街70號,2022/10/05,2022/11/05,在職,行政與管理
智能行銷之數據分析模組建立與實作班第02期,臺北市中山區大直街70號,2022/10/05,2022/11/05,在職,其他
顧客關係經營應用班,臺北市大安區忠孝東路４段270號15樓,2022/10/04,2022/11/03,在職,其他
新媒體社群行銷班第01期,臺北市大安區基隆路4段43號,2022/10/04,2022/11/03,在職,媒體與娛樂
行動通訊電子商務實務班第05期,臺北市大安區復興南路１段390號6樓,2022/10/03,2022/12/22,在職,電子商務與網上交易
客房房務人員訓練班 第01期,臺北市,2022/10/03,2022/10/24,職前,其他
從EXCEL VBA到Python程式設計班,臺北市中正區博愛路80號3樓,2022/10/02,2022/11/01,在職,科技與資訊技術
平面設計 Illustrator運用解析班,臺北市中正區羅斯福路１段28號5樓,2022/10/02,2022/11/01,在職,藝術與設計
土木施工管理班第02期,臺北市中山區長安東路１段25號10樓,2022/10/02,2022/11/01,在職,行政與管理
手感烘焙實務班第02期,臺北市中山區龍江路96號3樓,2022/10/02,2022/11/01,在職,其他
風味醬料暨料理實作班,臺北市文山區景福街267號1樓,2022/10/02,2022/11/01,在職,其他
交通事故重建與肇事原因分析班第01期,臺北市中正區忠孝西路1段50號13樓之35,2022/10/02,2022/11/01,在職,汽車與交通
超輕紙黏土花藝設計製作班,臺北市中正區忠孝西路１段41號15樓之9,2022/10/02,2022/11/01,在職,藝術與設計
不動產共有、繼承、拆屋還地及抵押權相關法令實務班第01期,臺北市中正區忠孝西路１段72號10樓之12,2022/10/02,2022/11/01,在職,其他
股市自動化交易系統實務班第04期,臺北市中正區福州街10號2樓,2022/10/01,2022/11/01,在職,其他
物聯網技術應用實務班第01期,臺北市士林區基河路130號4樓J409教室,2022/10/01,2022/11/01,在職,其他
SEO搜尋引擎優化與網站健診應用班第01期,臺北市中正區濟南路1段321號,2022/09/30,2022/10/30,在職,科技與資訊技術
英文簡報技巧學士學分班第01期,臺北市內湖區文湖街81巷5號2樓,2022/09/30,2022/10/30,在職,其他
Amazon亞馬遜跨境電商經營與實作班第05期,臺北市中山區長安東路１段27號2樓,2022/09/30,2022/10/30,在職,其他
鐘錶維修技術專業班,臺北市中正區愛國西路9號4樓之8,2022/09/29,2022/10/29,在職,其他
自媒體行銷企劃入門班第01期,臺北市松山區基隆路１段8號6樓之1,2022/09/29,2022/12/10,在職,媒體與娛樂
美髮從業人員就業班 第01期,臺北市,2022/09/29,2022/10/11,職前,其他
Python程式設計應用實務班第03期,臺北市士林區基河路130號5樓,2022/09/29,2022/10/29,在職,科技與資訊技術
GA資料數據分析實務班第01期,臺北市中山區南京東路三段219號5樓,2022/09/29,2022/11/19,在職,其他
商業美髮就業班 第02期,臺北市,2022/09/28,2022/10/12,職前,綜合商業與管理
行銷科技 MarTech 暨數位轉型人才培訓班-第2梯,臺北市士林區基河路130號3-6樓,2022/09/26,2022/11/14,青年,其他
全方位數位行銷暨社群網紅人才培訓班-第3梯,臺北市士林區基河路130號3-6樓,2022/09/26,2022/11/16,青年,其他
金融股市投資實戰訓練班第17期,臺北市松山區基隆路1段8號6樓之一,2022/09/25,2022/10/25,在職,金融與會計
不動產投資與實務訓練班,臺北市中山區民權東路２段206號7F,2022/09/25,2022/10/25,在職,其他
連鎖加盟總部經營管理實務班第03期,臺北市中山區中山北路１段82號3樓,2022/09/25,2022/10/25,在職,行政與管理
MV舞蹈音樂劇應用班第01期,臺北市中山區興安街112號2樓之5 (興安花園社區第1棟大樓),2022/09/25,2022/10/25,在職,音樂與表演藝術
嘻哈踼踏爵士舞教學應用班第01期,臺北市中山區興安街112號2樓之5 (興安花園社區第1棟大樓),2022/09/24,2022/10/24,在職,教育
金融科技自動交易訓練班第09期,臺北市中正區福州街10號2樓,2022/09/24,2022/10/24,在職,金融與會計
響應式網頁APP速成班,臺北市大安區基隆路四段43號,2022/09/23,2022/11/13,在職,其他
皮革製品洗染護理班第01期,臺北市中山區中山北路１段92號11樓之1,2022/09/23,2022/10/23,在職,醫療保健
微商攝影暨行銷企劃斜槓實戰班,臺北市大安區基隆路４段43號,2022/09/23,2022/10/23,在職,其他
商務談判與溝通說服技巧特訓班第01期,臺北市大安區復興南路一段390號11樓1103教室,2022/09/23,2022/10/23,在職,其他
人力資源管理實務班第01期,臺北市松山區基隆路１段8號6樓之1,2022/09/23,2022/10/23,在職,行政與管理
MongoDB資料庫巨量資料儲存實務班第02期,臺北市中山區大直街70號,2022/09/23,2022/11/06,在職,科技與資訊技術
企業永續ESG管理人才養成班第01期,臺北市大安區基隆路４段43號,2022/09/22,2022/10/22,在職,行政與管理
美容專業設計圖與彩妝造型進階班,臺北市中正區愛國西路9號4樓之9,2022/09/22,2022/10/22,在職,藝術與設計
烘焙實務班第01期,臺北市中山區龍江路96號3樓,2022/09/22,2022/10/22,在職,其他
日文N3應用實務學士學分班,臺北市大安區金華街199巷5號,2022/09/22,2022/12/31,在職,其他
通信技術光纖實務進階班,臺北市北投區學園路2號,2022/09/22,2022/10/22,在職,電信與通信
股權規劃與團隊經營權之設計實務班第01期,臺北市中正區南海路1號4樓,2022/09/22,2022/10/22,在職,藝術與設計
心智圖商業文案製作實務班第02期,臺北市松山區基隆路１段8號6樓之1,2022/09/22,2022/10/22,在職,綜合商業與管理
Kubernetes 企業最佳應用典範實戰班第01期,臺北市士林區基河路130號4樓J409教室,2022/09/22,2022/10/22,在職,其他
香氛蠟燭與手工皂設計班,臺北市大同區長安西路33號8樓,2022/09/21,2022/10/21,在職,藝術與設計
編織從業人員之鉤針技巧實務與創作應用培訓進階班,臺北市中正區羅斯福路１段28號5樓,2022/09/20,2022/10/20,在職,其他
淡水河流域傳統建築與文化導覽入門班第01期,臺北市大同區承德路1段17號4樓,2022/09/20,2022/10/20,在職,建築與工程
投資理財實戰應用班,臺北市中正區愛國西路9號4樓之8,2022/09/19,2022/10/19,在職,其他
離心機新機試俥調整及年度保養先修班第01期,臺北市南港區興中路29號,2022/09/19,2022/10/19,在職,其他
銷售與溝通管理技巧班第02期,臺北市松山區基隆路１段8號6樓之1,2022/09/19,2022/10/19,在職,行政與管理
常見疾病知識暨基礎醫學檢驗判讀班,臺北市中正區忠孝西路１段50號13樓之36,2022/09/19,2022/10/19,在職,其他
傳統建築與廟宇文化台語導覽解說班第02期,臺北市中山區中山北路3段40號,2022/09/18,2022/10/18,在職,建築與工程
前瞻半導體設計製造與應用班,臺北市中正區博愛路80號3樓,2022/09/18,2022/10/18,在職,藝術與設計
新聞稿撰寫實務班第01期,臺北市松山區基隆路１段8號6樓之1,2022/09/17,2022/10/17,在職,其他
影音資料庫網站開發實戰班第01期,臺北市士林區基河路130號4樓J409教室,2022/09/17,2022/10/17,在職,科技與資訊技術
Kubernetes DevOps 企業實戰班第01期,臺北市士林區基河路130號4樓J409教室,2022/09/16,2022/10/16,在職,其他
皮革動物圖樣雕刻實務班,臺北市大安區新生南路１段155號5樓,2022/09/16,2022/10/16,在職,其他
企業財務會計管理實務班第01期,臺北市大安區復興南路一段390號11樓,2022/09/16,2022/10/16,在職,金融與會計
漢方芳療精油運動按摩實務技法班第02期,臺北市中正區忠孝西路１段41號8樓之11,2022/09/16,2022/10/16,在職,運動與健身
人力資源管理實務班第02期,臺北市大安區新生南路３段30號,2022/09/16,2022/10/16,在職,行政與管理
使用Spring框架建構資訊安全的RWD網站應用程式班,臺北市大安區基隆路4段43號,2022/09/16,2022/10/16,在職,科技與資訊技術
商品攝影設計實作班第02期,臺北市文山區興隆路３段56號,2022/09/15,2022/10/15,在職,藝術與設計
保險從業人員理賠實務班,臺北市中正區羅斯福路1段28號5樓,2022/09/15,2022/10/15,在職,其他
理財規劃實務班第10期,臺北市大安區復興南路１段390號6樓,2022/09/15,2022/10/15,在職,其他
傳統整復推拿實務B班第09期,臺北市中正區忠孝東路一段１５０號2樓,2022/09/15,2022/10/15,在職,其他
自媒體經營與社群直播應用班第02期,臺北市松山區民權東路３段140巷15號4樓,2022/09/15,2022/10/15,在職,媒體與娛樂
經絡調理手技與牛角輔具應用課程班第01期,臺北市中山區南京東路二段11號3樓,2022/09/15,2022/10/15,在職,其他
傳統整復推拿實務A班第01期,臺北市中正區南昌路２段42巷16號1樓,2022/09/15,2022/10/15,在職,其他
IPMA國際專案管理實務應用實戰班第01期,臺北市中山區中山北路三段26號10樓之1,2022/09/14,2022/10/15,在職,行政與管理
績效發展制度建置實務班第01期,臺北市大安區復興南路一段390號11樓,2022/09/14,2022/10/15,在職,其他
物業管理經理人精業實務班第03期,臺北市大安區金華街199巷5號,2022/09/14,2022/10/15,在職,行政與管理
公寓大廈事務管理服務人員技能培訓班第01期,臺北市大安區金華街199巷5號,2022/09/14,2022/11/12,在職,行政與管理
企業主管經營問題分析與管理技巧實務班第01期,臺北市松山區基隆路１段8號6樓之1,2022/09/14,2022/11/24,在職,行政與管理
國際貿易人才實務班第09期,臺北市大安區復興南路１段390號6樓,2022/09/14,2022/10/14,在職,其他
商品攝影與數位影像處理訓練班,臺北市大同區長安西路33號8樓,2022/09/14,2022/10/14,在職,其他
營造業甲種職業安全衛生業務主管培訓班,臺北市中正區羅斯福路一段28號5樓,2022/09/14,2022/10/14,在職,安全與緊急應變
人力資源管理與勞動法令班,臺北市大同區長安西路33號8樓,2022/09/13,2022/10/13,在職,行政與管理
品牌數位行銷實務應用班,臺北市大同區長安西路33號8樓,2022/09/13,2022/11/02,在職,其他
不動產營業員複訓10班第01期,臺北市中山區民權東路２段206號7F,2022/09/13,2022/10/13,在職,其他
智能客服機器人Chatflow建置實務班,臺北市大安區忠孝東路４段270號15樓,2022/09/12,2022/10/12,在職,其他
租稅規劃與實務分析班第01期,臺北市大安區忠孝東路４段142號8樓之七,2022/09/11,2022/10/11,在職,其他
Excel試算表實務應用班第02期,臺北市中正區愛國西路9號4樓之8,2022/09/11,2022/10/11,在職,其他
輕食料理班第01期,臺北市中山區龍江路96號3樓,2022/09/07,2022/10/07,在職,其他
