地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間,各地短期補習班數量
臺東縣政府,臺東縣私立快樂文理短期補習班,,,外語類,臺東市開封街699號,2007-10-11,100
臺東縣政府,臺東縣私立小博士文理才藝短期補習班,,qoo4377scrng@gmail.com,文理類,臺東市中興路五段9號,2002-04-02,100
臺東縣政府,臺東縣私立亞諾文理短期補習班,,,文理類,臺東市正氣路478號,2008-04-21,100
臺東縣政府,臺東縣私立大樹美語文理短期補習班,,,文理類,臺東市新社三街81號,2021-08-25,100
臺東縣政府,臺東縣私立銘仁文理短期補習班,,,文理類,臺東市台東市文化街62號,2006-05-11,100
臺東縣政府,臺東縣私立廣學教育中心短期補習班,,,文理類,臺東市仁二街251號,2015-06-24,100
臺東縣政府,臺東縣私立翔騰學園短期補習班,,,文理類,臺東市正氣北路339巷128弄10號1樓,2011-08-01,100
臺東縣政府,臺東縣私立鄔老師文理短期補習班,,vickyenglishclassroom@gmail.com,文理類,台東縣關山鎮公園路50號,2014-03-04,100
臺東縣政府,臺東縣私立林老師文理短期補習班,,linwayrong@yahoo.com.tw,文理類,臺東縣大武鄉民族街57號,2019-07-17,100
臺東縣政府,臺東縣私立昇達文理短期補習班,,pbpasserby@gmail.com,文理類,臺東市徐州街302巷1號1樓暨2樓,2015-02-09,100
臺東縣政府,臺東縣私立陳老師教室短期補習班,,ivy.mj@msa.hinet.net,文理類,臺東市更生北路287號,2004-05-18,100
臺東縣政府,臺東縣私立全能文理技藝短期補習班,,,文理類,臺東市知本路三段141號,2007-11-07,100
臺東縣政府,臺東縣私立康橋文理短期補習班,,,文理類,臺東市民航路999號,2017-05-17,100
臺東縣政府,臺東縣私立尚舞蹈學苑短期補習班,,cat_381@yahoo.com.tw,音樂、舞蹈類,臺東市中興路二段37號,2017-03-09,100
臺東縣政府,臺東縣私立三合院樂學園文理短期補習班,,,文理類,臺東市臺東市豐盛路12號,2019-10-22,100
臺東縣政府,臺東縣私立費歐娜美語短期補習班,,iamfionalee@gmail.com,外語類,臺東市長安街72之1號,2009-07-03,100
臺東縣政府,臺東縣私立貓頭鷹作文ｅ學苑短期補習班,,,文理類,臺東市仁二街8-1號,2014-08-13,100
臺東縣政府,臺東縣私立蘇菲亞文理短期補習班,,,外語類,臺東市新生路641巷16弄12號,2013-10-28,100
臺東縣政府,臺東縣私立馬蘭國際文理技藝短期補習班,,mieschooltaitung@gmail.com,外語類,臺東市更生路689巷16弄1號,2019-05-24,100
臺東縣政府,臺東縣私立神算文理短期補習班,,,文理類,臺東市長沙街336號,1992-12-30,100
臺東縣政府,臺東縣私立凱琳美語短期補習班,,a0908029339@gmail.com,外語類,臺東市北平街7號,2004-11-10,100
臺東縣政府,臺東縣私立竑學文理短期補習班,,yiying26902690@yahoo.com.tw,文理類,臺東市長沙街170巷7弄12號1樓,2018-05-21,100
臺東縣政府,臺東縣私立文達短期補習班,,b0937397207@gmail.com,文理類,臺東市南昌街102巷36號,2014-04-18,100
臺東縣政府,臺東縣私立KEEP舞蹈教室短期補習班,,,音樂、舞蹈類,臺東市新生里23鄰傳廣路438號2樓,2015-12-07,100
臺東縣政府,臺東縣私立何家濂畫室短期補習班,,,美術、書法、攝影、美工設計、圍棋類,臺東市漢中街194號1樓,2013-09-15,100
臺東縣政府,臺東縣私立黃詠盛專業數理家教班短期補習班,,,文理類,臺東市漢陽南路55號,2011-04-11,100
臺東縣政府,臺東縣私立橘園兒童藝術短期補習班,,donna188998@yahoo.com.tw,美術、書法、攝影、美工設計、圍棋類,臺東市開封街702巷60號,2015-11-23,100
臺東縣政府,臺東縣私立溫蒂文理教育中心短期補習班,,pichun0213@gmail.com,文理類,臺東縣太麻里鄉外環路62號,2015-07-07,100
臺東縣政府,臺東縣私立開卷田美語短期補習班,,,外語類,臺東市勝利街72-1號,2000-11-02,100
臺東縣政府,臺東縣私立柯老師文理短期補習班,,,文理類,臺東市上海街32巷14號,2012-10-09,100
臺東縣政府,臺東縣私立耕園語文短期補習班,,girl10284@gmail.com,文理類,臺東市四維路一段480號,2007-04-30,100
臺東縣政府,臺東縣私立安俐美語短期補習班,,,外語類,臺東市正氣北路255巷106號,2015-05-20,100
臺東縣政府,臺東縣私立英才文理短期補習班,,,文理類,臺東市台東市泰安街39號,2006-05-26,100
臺東縣政府,臺東縣私立德慧文理短期補習班,,,文理類,臺東市馬蘭里8鄰中興路一段543巷12號,2016-01-19,100
臺東縣政府,臺東縣私立A+文理短期補習班,,aplus238052@gmail.com,文理類,臺東市台東市新生路718號,2006-06-30,100
臺東縣政府,臺東縣私立阿坤數學教室短期補習班,,,文理類,臺東市強國街178-1號1樓,2012-10-09,100
臺東縣政府,臺東縣私立昌恆數理短期補習班,,,文理類,臺東縣成功鎮中華路56號2樓,2008-02-12,100
臺東縣政府,臺東縣私立小茉莉探索學園短期補習班,,molly960914@gmail.com,文理類,臺東市豐盛路26巷67號,2013-03-12,100
臺東縣政府,臺東縣私立長頸鹿美語短期補習班,,daniel88888848@yahoo.com.tw,外語類,臺東市更生路576之1號,1996-12-17,100
臺東縣政府,臺東縣私立KHH物理文理短期補習班,,aristophnia@hotmail.com,文理類,臺東市信義路190號,2016-08-11,100
臺東縣政府,臺東縣私立德訓文理短期補習班,,,文理類,臺東市徐州街282號,2014-07-24,100
臺東縣政府,臺東縣私立安吉利美語短期補習班,,genjihuang@gmail.com,外語類,臺東市東海里長沙街137號,2010-12-31,100
臺東縣政府,臺東縣私立中華文理短期補習班,,,文理類,臺東市大同路92號,1985-10-02,100
臺東縣政府,臺東縣私立維多利亞文理學苑短期補習班,,,文理類,臺東市信義路347號,2017-07-26,100
臺東縣政府,臺東縣私立韋勝音樂工作室短期補習班,,shiizzer@gmail.com,音樂、舞蹈類,臺東市開封街253號,2017-05-16,100
臺東縣政府,臺東縣私立微笑文理短期補習班,,Saint1727@gmail.com,文理類,臺東市漢中街52號,2012-11-26,100
臺東縣政府,臺東縣私立梯梯塔音樂藝術學苑短期補習班,,kou112252@gmail.com,外語類,臺東市常德路67巷9號,2016-01-04,100
臺東縣政府,臺東縣私立謝老師英語教室短期補習班,,,外語類,臺東市台東市中正路392巷13號,2004-12-03,100
臺東縣政府,臺東縣私立艾爾琳美語短期補習班,,,外語類,臺東市洛陽街318號,2013-07-23,100
臺東縣政府,臺東縣私立小鳳老師學園短期補習班,,,文理類,臺東市長沙街390巷11號,2011-08-27,100
臺東縣政府,臺東縣私立吉尼爾美語短期補習班臨潼分班,,geniea520@hotmail.com,文理類,臺東市臨潼街42巷13號,2014-01-28,100
臺東縣政府,臺東縣私立天使文理短期補習班,,amphiemor@gmail.com,文理類,臺東市新生路379號,2019-01-30,100
臺東縣政府,臺東縣私立向日葵ABC短期補習班,,,外語類,臺東市博愛路458號,1999-11-30,100
臺東縣政府,臺東縣私立倫比美語短期補習班開封分校,,,外語類,臺東市開封街652號,2014-01-15,100
臺東縣政府,臺東縣私立尬數理工文理短期補習班,,johansoros@gmail.com,文理類,臺東市更生路573巷65號,2020-08-12,100
臺東縣政府,臺東縣私立資優數學短期補習班,,,文理類,臺東市博愛路434巷9號,1990-06-19,100
臺東縣政府,臺東縣私立今日英語會話短期補習班,,,外語類,臺東市更生路187號,1988-03-09,100
