地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間,各地短期補習班數量
苗栗縣政府,苗栗縣私立好好共學文理技藝短期補習班,,,文理類,苗栗縣頭份市文化街7號1-4樓,2021-07-16,300
苗栗縣政府,苗栗縣私立巧聯文理技藝短期補習班,153,zeroehuang@gmail.com,文理類,苗栗縣頭份市民族里東民路85號1-3樓,2007-12-19,300
苗栗縣政府,苗栗縣私立文華文理短期補習班,,jfflora0113@gmail.com,文理類,苗栗縣苗栗市文山里國華路 899號1-3樓,2019-07-26,300
苗栗縣政府,大鴻海文化有限公司附設大東海法商文理短期補習班（苗栗班）,100,,文理類,苗栗縣苗栗市站前2號1-3F,2006-12-29,300
苗栗縣政府,苗栗縣私立芝麻街文理短期補習班,,,文理類,苗栗市中正路204號4樓、5樓之2,1996-05-23,300
苗栗縣政府,苗栗縣私立拉曼文理短期補習班,,lingotreetoufen01@gmail.com,文理類,苗栗縣頭份市信中路1號1-4樓,2022-11-18,300
苗栗縣政府,苗栗縣私立探索國際村文理短期補習班,,,文理類,苗栗縣苗栗市文山里24鄰正發路208號1樓,2022-10-24,300
苗栗縣政府,苗栗縣私立樂童教育文理短期補習班,,,文理類,苗栗縣頭份市育英街19巷7號1-2樓,2022-10-24,300
苗栗縣政府,苗栗縣私立喬仁文理短期補習班,454,,文理類,苗栗縣苑裡鎮苑南里10鄰南興路160號3F,2012-05-21,300
苗栗縣政府,苗栗縣私立樂天文理短期補習班,,stmarco981@gmail.com,文理類,苗栗縣頭份市德義路65號1樓,2020-11-09,300
苗栗縣政府,苗栗縣私立薪格音樂技藝短期補習班（頭份班）,254,,音樂、舞蹈類,苗栗縣頭份市自強里12鄰信東路142號1F,2010-03-15,300
苗栗縣政府,苗栗縣私立茱莉亞文理短期補習班,,mimi207256@yahoo.com.tw,文理類,苗栗縣竹南鎮營盤里大營路256-1號1樓、256-2號1F,2006-07-18,300
苗栗縣政府,苗栗縣私立奇葳文理短期補習班,,,文理類,苗栗縣頭份市信東路256號1-2樓,2020-03-24,300
苗栗縣政府,苗栗縣私立Hugo語果共學中心文理短期補習班,426,,外語類,苗栗縣竹南鎮照南里25鄰華東街76號2F,2014-06-23,300
苗栗縣政府,苗栗縣私立妮可文理短期補習班,354,,文理類,苗栗縣苗栗市上苗里12鄰社寮街145之3號1-2F,2012-04-20,300
苗栗縣政府,苗栗縣私立凱禾文理短期補習班,364,sabina690528@gamil.com,文理類,苗栗縣竹南鎮營盤里15鄰建國路317號1F,2012-06-25,300
苗栗縣政府,苗栗縣私立紅豆文理技藝短期補習班,,carolhuang1103@gmail.com,文理類,苗栗縣頭份市中興里建國路二段306號1樓,2021-05-11,300
苗栗縣政府,苗栗縣私立群英文理短期補習班,,chen.shin085@gmail.com,文理類,苗栗縣竹南鎮中正路351號1樓,2019-04-04,300
苗栗縣政府,苗栗縣私立皇鼎文理技藝短期補習班,417,k0938255135@gmail.com,文理類,苗栗縣苑裡鎮苑南里5鄰南興路88號2樓之3,2009-04-29,300
苗栗縣政府,苗栗縣私立慧昌美語音樂技藝短期補習班,116,ch_weihui@yahoo.com.tw,外語類,苗栗縣苗栗市文山里15鄰祥發街17號2-3F,2007-03-27,300
苗栗縣政府,苗栗縣私立上弘文理短期補習班,582,,文理類,苗栗縣苑裡鎮苑北里中山路265之1號2樓,2000-09-06,300
苗栗縣政府,苗栗縣私立佳音英語文理短期補習班,,bc054@joy.com.tw,文理類,苗栗縣苑裡鎮苑南里和平路26號,2015-12-29,300
苗栗縣政府,苗栗縣私立華威文理短期補習班,,,外語類,苗栗縣苗栗市中正路631號2樓,2000-08-07,300
苗栗縣政府,苗栗縣私立青年文理短期補習班,719,,文理類,苗栗縣苑裡鎮客庄里23鄰客庄77之70號2樓,2004-07-26,300
苗栗縣政府,苗栗縣私立姍姍舞蹈技藝短期補習班,,ss@337318.com,音樂、舞蹈類,苗栗縣苗栗市精武街16號,1993-09-06,300
苗栗縣政府,苗栗縣私立金和絃音樂技藝短期補習班,167,,音樂、舞蹈類,苗栗縣苗栗市文山里自治路326號1-2F,2008-04-03,300
苗栗縣政府,苗栗縣私立劉老師文理短期補習班,,,文理類,苗栗縣通霄鎮平元里12鄰平新一路96號1-3樓,2016-12-29,300
苗栗縣政府,苗栗縣私立文昌思考教育文理短期補習班,,we.sun@msa.hinet.net,文理類,苗栗縣竹南鎮大營路101號1樓,2021-12-06,300
苗栗縣政府,苗栗縣私立楊明哲璦美語聯盟文理短期補習班,,jamesyangabc@gmail.com,文理類,苗栗縣苗栗市建功里33鄰大埔街43號1樓,2021-10-27,300
苗栗縣政府,苗栗縣私立特色文教文理短期補習班,,,文理類,苗栗縣苗栗市文山里16鄰正發路177巷50號1-3樓,2022-06-20,300
苗栗縣政府,苗栗縣私立在勝文理短期補習班,,,文理類,苗栗縣通霄鎮崇仁路11號1樓,2022-01-07,300
苗栗縣政府,萬德福國際有限公司附設苗栗縣私立奇毅文理短期補習班,,qqamandalin@hotmail.com,文理類,苗栗縣頭份市文化里6鄰文化街49號1-3樓,2022-04-29,300
苗栗縣政府,苗栗縣私立康柏文理短期補習班,302,,文理類,苗栗縣苑裡鎮客庄里11鄰客庄133-20號1F,2011-06-09,300
苗栗縣政府,苗栗縣私立愛卡爾文理短期補習班,,,文理類,苗栗縣頭份市文化里11鄰文化街68號1-2樓,2021-07-13,300
苗栗縣政府,苗栗縣私立愛瑞卡美語技藝短期補習班,286,,外語類,苗栗縣頭份市忠孝里8鄰信東路272號1F,2011-02-01,300
苗栗縣政府,苗栗縣私立東昇文理短期補習班,219,d0937429996@gmail.com,文理類,苗栗縣公館鄉鶴岡村5鄰200之5號1F,2009-05-25,300
苗栗縣政府,苗栗縣私立立昇文理短期補習班,412,ls037597413@gmail.com,文理類,苗栗縣頭份市建國里三民街68號1-2F,2013-11-08,300
苗栗縣政府,苗栗縣私立教詳文理技藝短期補習班,,,文理類,苗栗縣苗栗市建功里6鄰中正路204號2樓,2021-07-19,300
苗栗縣政府,苗栗縣私立小瓢蟲文理短期補習班,395,m867689@yahoo.com.tw,文理類,苗栗縣苑裡鎮客庄里20鄰世界路2段立華巷8號1F,2013-05-14,300
苗栗縣政府,苗栗縣私立翰林文理短期補習班,453,,文理類,苗栗縣竹南鎮中華里17鄰環市路2段95號2-3F,2012-02-16,300
苗栗縣政府,苗栗縣私立薇風文理短期補習班,,world.focus0414@gmail.com,文理類,苗栗縣頭份市頭份里12鄰中正路342號1樓,2022-05-25,300
苗栗縣政府,苗栗縣私立知新學苑文理短期補習班,,ntnxveping@gmail.com,文理類,苗栗縣頭份市昌隆一街25號1樓,2022-05-23,300
苗栗縣政府,苗栗縣私立薪格音樂技藝短期補習班（竹南班）,149,sakic.a472992@msa.hinet.net,音樂、舞蹈類,苗栗縣竹南鎮正南里15鄰福德路37號1F,2007-11-21,300
苗栗縣政府,苗栗縣私立彩田美術技藝短期補習班,124,kao869429@gmail.com,美術、書法、攝影、美工設計、圍棋類,苗栗縣苑裡鎮客庄里15鄰117之32號1F,2007-06-23,300
苗栗縣政府,苗栗縣私立晨星文理短期補習班,377,,文理類,苗栗縣苗栗市文山里20鄰自治路467-2號2F,2012-12-17,300
苗栗縣政府,苗栗縣私立小太陽文理短期補習班,392,12pillar@gmail.com,文理類,苗栗縣公館鄉館東村6鄰館東93-8號1-2樓,2013-04-25,300
苗栗縣政府,苗栗縣私立科堤文理短期補習班,,kumon686341@gmail.com,文理類,苗栗縣頭份市成功里忠孝一路314號1樓,2021-11-09,300
苗栗縣政府,苗栗縣私立加舜文理短期補習班,123,bayhe.t666517@msa.hinet.net,文理類,苗栗縣頭份市蟠桃里自立街52號1-2F,2007-06-23,300
苗栗縣政府,苗栗縣私立芝麻村文理短期補習班,,zipzz2101@gmail.com,文理類,苗栗縣頭份市翠亨路138號,2021-09-11,300
苗栗縣政府,苗栗縣私立卓冠文理短期補習班,333,,文理類,苗栗縣頭份市文化里8鄰翠亨路22巷15號2-4F,2012-01-02,300
苗栗縣政府,苗栗縣私立泰龍文理短期補習班,,cpchen0505@yahoo.com.tw,文理類,苗栗縣頭份市蟠桃里7鄰華美街18號1-2樓,2021-03-14,300
苗栗縣政府,苗栗縣私立育林文理短期補習班,276,,文理類,苗栗縣公館鄉館中村仁愛路2段124號1樓,2010-11-22,300
苗栗縣政府,苗栗縣私立好學生文理短期補習班,,,文理類,苗栗縣通霄鎮福德路38號1樓,1996-08-08,300
苗栗縣政府,苗栗縣私立育苗文理短期補習班,, ttc0425@hotmail.com,商類：珠算、心算、會計,苗栗縣竹南鎮佳興里11鄰忠勇街8號,2001-07-09,300
苗栗縣政府,苗栗縣私立耶魯外語文理短期補習班,398,mlyale888@yahoo.com.tw,外語類,苗栗縣苗栗市縣府路152號1-3F,2013-05-28,300
苗栗縣政府,苗栗縣私立大樹美語技藝短期補習班,012,toptree.school@gmail.com,外語類,苗栗縣苑裡鎮客庄里信義路8號,2005-04-11,300
苗栗縣政府,苗栗縣私立伊頓文理技藝短期補習班,,,文理類,苗栗縣通霄鎮通東里1鄰中正路3之5號1樓,2019-01-02,300
苗栗縣政府,苗栗縣私立聯合文理短期補習班,725,m996@kimo.com,文理類,苗栗縣三義鄉廣盛村14鄰八股路36之2號1-2F,2004-09-10,300
苗栗縣政府,苗栗縣私立小羊畫室技藝短期補習班,,ytc6435a@gmail.com,美術、書法、攝影、美工設計、圍棋類,苗栗市文山里18鄰自治路482號1樓,2018-07-13,300
苗栗縣政府,苗栗縣私立育碩文理短期補習班,096,,文理類,苗栗縣後龍鎮大庄里17鄰光華路486、488號1F,2006-10-26,300
苗栗縣政府,苗栗縣私立毅霖文理短期補習班,119,,文理類,苗栗縣頭份市後庄里建民街58號1樓,2007-05-03,300
苗栗縣政府,苗栗縣私立佑冠文理短期補習班,280,,文理類,苗栗縣苗栗市玉苗里民生街36號1樓,2004-07-30,300
苗栗縣政府,社團法人中國青年救國團附設苗栗縣私立救國團文理技藝短期補習班,,,文理類,苗栗縣苗栗市中正路382號1樓,2017-10-11,300
苗栗縣政府,苗栗縣私立真正文理短期補習班,,hawdy1118@yahoo.com.tw,文理類,苗栗縣頭份市中正路292號1樓,1995-07-25,300
苗栗縣政府,苗栗縣私立學品文理短期補習班,279,,文理類,苗栗縣頭份市忠孝里1鄰建國路91號1F,2010-12-27,300
苗栗縣政府,苗栗縣私立貓頭鷹文理短期補習班,390,wiseowlabcd@gmail.com,文理類,苗栗縣苗栗市北苗里29鄰蕉嶺街16號1-2F,2013-04-12,300
苗栗縣政府,苗栗縣私立林淑娟語文技藝短期補習班,322,,外語類,苗栗縣竹南鎮忠義街91號、99號,2011-11-07,300
苗栗縣政府,苗栗縣私立文昌文理短期補習班,433,we.sun@msa.hinet.net,文理類,苗栗縣頭份市忠孝里忠孝一路242號,2014-09-03,300
苗栗縣政府,苗栗縣私立祐群文理短期補習班,074,,商類：珠算、心算、會計,苗栗縣後龍鎮北龍里3鄰田心9號,2006-06-29,300
苗栗縣政府,苗栗縣私立毅利特文理短期補習班,217,avon6682@yahoo.com.tw,文理類,苗栗縣竹南鎮正南里3鄰環市路1段152號1-3F,2009-05-14,300
苗栗縣政府,苗栗縣私立小荳荳文理技藝短期補習班新南分班,,sdoudou126@gmail.com,文理類,苗栗縣竹南鎮新南里22鄰新南街126號1-2樓,2021-04-15,300
苗栗縣政府,苗栗縣私立徐老師文理短期補習班,735,,外語類,苗栗縣苗栗市玉清里13鄰育英街70-1號1-2樓,2004-11-20,300
苗栗縣政府,苗栗縣私立芝蔴園文理短期補習班,,,文理類,苗栗縣竹南鎮福德路181號,2000-01-20,300
苗栗縣政府,苗栗縣私立立達文理短期補習班,344,liu582@yahoo.com.tw,外語類,苗栗縣卓蘭鎮新厝里9鄰仁愛路24號1F,2012-02-16,300
苗栗縣政府,苗栗縣私立青青文理短期補習班,415,,文理類,苗栗縣苑裡鎮新興街35巷31號1-3F,2014-01-16,300
苗栗縣政府,苗栗縣私立家偉文理短期補習班,424,,文理類,苗栗縣頭份市建國路52號、62號,2014-06-09,300
苗栗縣政府,苗栗縣私立e學園文理短期補習班,263,,外語類,苗栗縣卓蘭鎮新厝里9鄰仁愛路26號1-2F,2010-07-04,300
苗栗縣政府,苗栗縣私立21世紀文理短期補習班,572,21st851311@gmail.com,文理類,苗栗縣苑裡鎮客庄里30鄰77巷10號1F,2000-07-07,300
苗栗縣政府,苗栗縣私立瑞斯英語文理短期補習班,,ricky_7787@hotmail.com,文理類,苗栗市苗栗縣苗栗市正發路33號1-2樓,2021-01-19,300
苗栗縣政府,苗栗縣私立岑毅文理短期補習班,131,,文理類,苗栗縣頭份市后庄里5鄰信義路660號1-2F,2007-08-10,300
苗栗縣政府,苗栗縣私立揚名文理短期補習班,401,,文理類,苗栗縣苗栗市福麗里至公路208號2F,2011-02-08,300
苗栗縣政府,苗栗縣私立古老師文理短期補習班,086,,文理類,苗栗縣苗栗市福麗里饒平街87號1-3F,2006-08-21,300
苗栗縣政府,苗栗縣私立偉文文理短期補習班,195,miaoliwaywin@gmail.com,文理類,苗栗縣苗栗市恭敬里華岡28號1F,2008-12-19,300
苗栗縣政府,苗栗縣私立偲恩思文理短期補習班,212,,文理類,苗栗縣苑裡鎮客庄里中正路11鄰1段13號1-2F,2009-04-09,300
苗栗縣政府,苗栗縣私立慕夏美術技藝短期補習班,452,,美術、書法、攝影、美工設計、圍棋類,苗栗縣竹南鎮新南里東平路75號1-2F,2013-01-21,300
苗栗縣政府,苗栗縣私立愛尼爾文理短期補習班,387,,文理類,苗栗縣大湖鄉大湖村中山路2號1-2F,2013-03-05,300
苗栗縣政府,苗栗縣私立宥成文理短期補習班,376,youcheng301513@gmail.com,文理類,苗栗縣苗栗市建功里31鄰和平路103號2F,2012-12-10,300
苗栗縣政府,苗栗縣私立傑生美語技藝短期補習班,102,shiauhs@yahoo.com.tw,外語類,苗栗縣頭份市中山路290號1-3F,2006-12-29,300
苗栗縣政府,苗栗縣私立艾佳文理短期補習班,238,,文理類,苗栗縣苗栗市維新里新東街155之1號1-2F,2009-10-06,300
苗栗縣政府,苗栗縣私立采玥文理技藝短期補習班,,,文理類,苗栗縣竹南鎮立達街116號1樓,2021-07-07,300
苗栗縣政府,苗栗縣私立倍斯特美語技藝短期補習班,326,tinachiang0609@gmail.com,外語類,苗栗縣頭份市後庄里6鄰建民街82號1F,2011-11-16,300
苗栗縣政府,苗栗縣私立凱薩琳文理短期補習班,,katherineenglishschool@gmail.com,文理類,苗栗縣竹南鎮自強街57號2樓,2018-01-18,300
苗栗縣政府,苗栗縣私立頂尖文理短期補習班,337,janeis.lee@msa.hinet.net,外語類,苗栗縣公館鄉館東村大東路85號1-2F、83號1-3F,2012-01-20,300
苗栗縣政府,苗栗縣私立大數文理短期補習班,,b601@ms13.hinet.net,文理類,苗栗縣苗栗市長安街99號1樓,2020-07-10,300
苗栗縣政府,苗栗縣私立GE菁英文理短期補習班,,,文理類,苗栗縣苗栗市自治路82巷2號1樓,2020-02-17,300
苗栗縣政府,苗栗縣私立彤美術技藝短期補習班,185,,美術、書法、攝影、美工設計、圍棋類,苗栗縣苗栗市建功里府前路155號2F,2008-09-19,300
苗栗縣政府,苗栗縣私立易威文理短期補習班,,stephen356357@gmail.com,文理類,苗栗縣苗栗市建功里饒平街26號3樓,2020-12-01,300
苗栗縣政府,苗栗縣私立慧朋文理短期補習班,,,文理類,苗栗縣苑裡鎮客庄里世界路一段14鄰91-18號1-2樓,2021-05-19,300
苗栗縣政府,苗栗縣私立辰功教育機構文理短期補習班,,,文理類,苗栗縣頭份市中央路92號,2021-05-11,300
苗栗縣政府,易群文教事業有限公司附設苗栗縣私立易群文理技藝短期補習班,,,文理類,苗栗縣頭份市建國里6鄰三民街21號1-2樓,2020-05-21,300
苗栗縣政府,苗栗縣私立大業文理短期補習班,,,文理類,苗栗縣竹南鎮大業街72號1-2樓,2020-06-02,300
苗栗縣政府,苗栗縣私立快樂窩文理短期補習班,365,,外語類,苗栗縣竹南鎮中港里15鄰新生路106巷16弄3號1F,2012-06-26,300
苗栗縣政府,苗栗縣私立新識文理短期補習班,164,dick5675039@hotmail.com,文理類,苗栗縣竹南鎮大營路138號1-3F,2008-03-27,300
苗栗縣政府,苗栗縣私立琅琅美語技藝短期補習班,176,meitsutang@yahoo.com,外語類,苗栗縣造橋鄉大西村尖豐路176號1-2F,2008-07-01,300
苗栗縣政府,苗栗縣私立學文文理短期補習班,,,文理類,苗栗縣銅鑼鄉中正路234之1號2樓,1997-05-08,300
苗栗縣政府,苗栗縣私立穆西克技藝短期補習班,,bp821152285@hotmail.com,音樂、舞蹈類,苗栗縣苗栗市自治路387號1-2樓,2016-03-29,300
苗栗縣政府,苗栗縣私立愛彌兒美語技藝短期補習班,397,,外語類,苗栗縣苗栗市北苗里19鄰香格25號1F,2013-05-17,300
苗栗縣政府,苗栗縣私立愛迪生文理短期補習班,188,,文理類,苗栗縣竹南鎮山佳里龍山路3段231號1-2F,2008-10-15,300
苗栗縣政府,苗栗縣私立佳大文理短期補習班,391,sugar11084@gmail.com,文理類,苗栗縣竹南鎮山佳里龍山路3段211號,2013-05-06,300
苗栗縣政府,苗栗縣私立連科文理短期補習班,183,,文理類,苗栗縣苗栗市文山里自治路321號1-2F,2008-09-04,300
苗栗縣政府,苗栗縣私立優生文理短期補習班,184,akiomaxhsu@gmail.com,文理類,苗栗縣苑裡鎮客庄里30鄰客庄90-18號1F,2008-09-12,300
苗栗縣政府,苗栗縣私立博學園文理短期補習班,179,,外語類,苗栗縣苗栗市上苗里社寮街147-3號1F,2008-07-30,300
苗栗縣政府,苗栗縣私立九年文理短期補習班,330,ok480550@yahoo.com.tw,文理類,苗栗縣竹南鎮中正路97、99號2F,2011-12-28,300
苗栗縣政府,苗栗縣私立育昇文理短期補習班,211,yusheng9522edu@yahoo.com.tw,文理類,苗栗縣竹南鎮佳興里明禮街95巷22號1-4F,2009-04-01,300
苗栗縣政府,苗栗縣私立桐樂文理技藝短期補習班,,,文理類,苗栗縣竹南鎮開元里3鄰平等街一段50、52號1樓,2017-05-31,300
苗栗縣政府,苗栗縣私立首席珠心算美語技藝短期補習班,045,shanezhunan@gmail.com,外語類,苗栗縣竹南鎮大厝里15鄰環市路1段305巷10弄1號1-3F/苗栗縣竹南鎮大厝里15鄰環市路1段305巷10弄18號,2005-11-22,300
苗栗縣政府,苗栗縣私立小精靈文理短期補習班,420,mir98166@ms13.hinet.net,文理類,苗栗縣銅鑼鄉銅鑼村2鄰文化街58號2樓,2014-04-16,300
苗栗縣政府,苗栗縣私立龍門文理短期補習班,340,,文理類,苗栗縣後龍鎮中山路296號1F,2012-02-08,300
苗栗縣政府,苗栗縣私立三之三文理短期補習班,410,yes33chiou@gmail.com,文理類,苗栗縣苗栗市文山里自治路16鄰328號1-4F,2013-10-17,300
