地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間,各地短期補習班數量
雲林縣政府,格蘭事業股份有限公司附設雲林縣私立格蘭英語短期補習班,AD056,hp@gram.com.tw,外語類,虎尾鎮和平路1號2樓,2000-08-21,365
雲林縣政府,私立樂學文理短期補習班,AF003,a0919050096@gmail.com,文理類,雲林縣東勢鄉東勢西路185號(1樓)及東勢西路187巷1號(1-2樓),2017-06-23,365
雲林縣政府,私立孩子國文理短期補習班,AD078,jing0612@hotmail.com,文理類,虎尾鎮民族路46號(1-2樓),2019-06-14,365
雲林縣政府,私立哆啦ㄟ夢文理短期補習班,AJ147,six0688@gmail.com,文理類,雲林縣斗六市溪洲里竹圍路18-2號(1樓),2020-06-05,365
雲林縣政府,雨非思文教事業有限公司附設雲林縣私立雨非思文理短期補習班,AJ149,linyy16898@gmail.com,文理類,雲林縣斗六市中華路495號(1-2樓),2020-09-14,365
雲林縣政府,私立展群作文天地語文短期補習班,AD082,monica31349@gmail.com,文理類,雲林縣虎尾鎮北平路243巷7、9及237號(1樓),2021-01-06,365
雲林縣政府,私立優勝者文理技藝短期補習班,AJ150,liao@ffg.com.tw,文理類,雲林縣斗六市民生路268號(1-2樓),2021-08-06,365
雲林縣政府,私立育群英語文理短期補習班虎尾分班,AD084,shane.yul@mail.com,文理類,雲林縣虎尾鎮自強街81號(1-3樓),2021-09-03,365
雲林縣政府,私立愛學館文理短期補習班,AJ151,penguin19cs@gmail.com,文理類,雲林縣斗六市文化路260號(1-2樓),2021-11-10,365
雲林縣政府,私立漢聲心算美語短期補習班,AN020,jacklee5707@yahoo.com.tw,外語類,西螺鎮光明西路316、318號(1-2樓),1999-04-01,365
雲林縣政府,私立新立行文理短期補習班,AM010,hlse.cathy@msa.hinet.net,文理類,莿桐鄉延平路151號(1-3樓),2001-11-29,365
雲林縣政府,私立小丸子文理短期補習班,AP023,2018yalingling@gmail.com,文理類,雲林縣北港鎮文仁路92之2號(1-2樓),2003-12-29,365
雲林縣政府,私立勵學奭文理短期補習班,AN028,,文理類,西螺鎮東南路249號1-2樓,2018-10-31,365
雲林縣政府,私立學成文理短期補習班,AN022,,文理類,雲林縣西螺鎮延平路209號,1989-10-17,365
雲林縣政府,私立小豆豆舞蹈短期補習班,AJ117,arsn112426@yahoo.com.tw,音樂、舞蹈類,斗六市中山路234號2樓,1997-10-17,365
雲林縣政府,私立勵亘文理短期補習班,AJ077,li.hsuan16@gmail.com,文理類,雲林縣斗六市幸福街16號1-2樓,2003-11-12,365
雲林縣政府,私立威美文理短期補習班,AJ141,wemay122@gmail.com,文理類,雲林縣斗六市莊敬路122號1-2樓,2018-01-22,365
雲林縣政府,私立春暉文理短期補習班,AJ102,chhuy007@yahoo.com.tw,文理類,斗六市公正街176號,2001-03-19,365
雲林縣政府,私立招文文理短期補習班,AJ098,luckysanmpm@yahoo.com.tw,文理類,斗六市田單街38號,2001-11-27,365
雲林縣政府,私立成功文理短期補習班,AJ108,CC.C38@msa.hinet.net,文理類,斗六市自由路38號,2000-01-05,365
雲林縣政府,高點教育科技股份有限公司附設雲林縣私立高點文理短期補習班,AJ009,,文理類,雲林縣斗六市和平路10號1樓,2013-05-31,365
雲林縣政府,私立朵拉森林文理短期補習班,AD085,dorateach2016@gmail.com,文理類,雲林縣虎尾鎮立仁里13鄰立仁街37號(1-3樓),2022-02-07,365
雲林縣政府,私立中興文理短期補習班,AJ110,m367277@yahoo.com.tw,文理類,斗六市鎮北路93號,1999-07-02,365
雲林縣政府,私立華恩文理短期補習班,AM004,hwaen19750920@gmail.com,文理類,莿桐鄉中山路76之1號,2005-07-12,365
雲林縣政府,私立奇瓦迪美語短期補習班,AM011,stellatsai232@yahoo.com.tw,外語類,莿桐鄉中山路32之6號,2001-10-30,365
雲林縣政府,私立安儨兒文理短期補習班,AM009,angelpo2468@gmail.com,文理類,莿桐鄉莿桐村中正路212號,2003-05-05,365
雲林縣政府,私立安安文理短期補習班,AD053,saramei@hotmail.com,文理類,虎尾鎮新吉里新吉79號1樓,2001-01-03,365
雲林縣政府,私立優良文理短期補習班,AD030,a0982637502@gmail.com,文理類,虎尾鎮北平路305號,2006-07-05,365
雲林縣政府,私立樹人文理短期補習班,AQ005,ginger_9986@pchome.com.tw,文理類,水林鄉新興南路68號,2006-07-24,365
雲林縣政府,私立正大文理短期補習班,AB006,roland06@ms14.hinet.net,文理類,大埤鄉中山路5之6號,1990-04-04,365
雲林縣政府,私立先優文理短期補習班,AB003,,文理類,大埤鄉自立街50號1-2樓,2006-09-01,365
雲林縣政府,私立橙品技藝短期補習班,AD002,,美術、書法、攝影、美工設計、圍棋類,虎尾鎮新吉里復興路233號2樓,2014-02-18,365
雲林縣政府,私立文欽文理短期補習班,AH007,,文理類,雲林縣崙背鄉南陽村仁愛街97號1-2樓,2004-04-26,365
雲林縣政府,私立快樂文理短期補習班,AJ119,fusujen@yahoo.com.tw,文理類,斗六市延平路133號,1997-03-27,365
雲林縣政府,私立貓頭鷹英文短期補習班,AP018,tc5d000@yahoo.com.tw,外語類,北港鎮民治路26號,2005-04-21,365
雲林縣政府,私立小丸子文理短期補習班文仁分班,AP017,671004@yahoo.com.tw,文理類,北港鎮文仁路72號,2006-01-20,365
雲林縣政府,私立建穎文理短期補習班,AP002,s81242242006@yahoo.com.tw,文理類,北港鎮新街里穎寧街12-1號,2014-03-17,365
雲林縣政府,私立諾兒文理短期補習班,AI020,ludwiglewis@gmail.com,文理類,雲林縣麥寮鄉麥豐村泰順路229號1-2樓,2005-04-11,365
雲林縣政府,私立凱薩琳英語短期補習班,AJ051,,外語類,雲林縣斗六市鎮東路46-1號1-3樓,2006-08-14,365
雲林縣政府,私立坤華文理短期補習班,AS001,ccutebear5888tw@yahoo.com.tw,文理類,雲林縣四湖鄉四湖村關聖路22巷2弄9號1-2樓,2009-12-15,365
雲林縣政府,私立佳音英語短期補習班,AD064,tony@huweijoy.com,外語類,雲林縣虎尾鎮光復路609號1-2樓,1993-10-12,365
雲林縣政府,私立高盛文理短期補習班,AH015,,文理類,崙背鄉大同路150巷36號1-2樓,2019-06-13,365
雲林縣政府,私立敦暉文理短期補習班,AN029,jkw5003@yahoo.com.tw,文理類,雲林縣西螺鎮光明西路292號1-2樓,2020-01-30,365
雲林縣政府,私立炵炵舞蹈短期補習班,AJ148,,音樂、舞蹈類,雲林縣斗六市公正里中正一街18號,2020-09-14,365
雲林縣政府,吳爾夫國際文教有限公司附設雲林縣私立吳爾夫英文文理短期補習班大成分班,AD016,wolfenglish01@gmail.com,文理類,雲林縣虎尾鎮平和里大成街301號2-3樓,2013-06-13,365
雲林縣政府,私立優多龍文理短期補習班,AN003,,文理類,西螺鎮西興南路101號1-2樓,2010-08-05,365
雲林縣政府,私立上稚文理短期補習班,AD032,,文理類,雲林縣虎尾鎮立仁里立仁街25號,2006-03-16,365
雲林縣政府,私立小牛津文理短期補習班,AJ080,lise601120@seed.net.tw,文理類,斗六市七賢街8號,2003-06-09,365
雲林縣政府,私立皇家文理短期補習班,AJ067,juliep222@hotmail.com,文理類,斗六市宏德街47號1-3樓,2004-10-12,365
雲林縣政府,私立愛迪亞文理短期補習班,AJ084,lovebj100@yahoo.com.tw,文理類,雲林縣斗六市民立街82、86、88號(1樓),2003-02-20,365
雲林縣政府,私立新勵學文理短期補習班,AI005,b0983871787@gmail.com,文理類,雲林縣麥寮鄉麥津村明德街101號,2011-11-01,365
雲林縣政府,私立金陵文理短期補習班,AP008,multibeautifulday@yahoo.com.tw,文理類,北港鎮新街里新南路92號1-3樓,2010-08-13,365
雲林縣政府,私立清華文理短期補習班,AD008,,文理類,虎尾鎮弘道路55號1-4樓,2015-12-15,365
雲林縣政府,私立晨曦文理短期補習班,AJ016,,文理類,斗六市太平里城頂街36-2號1-3樓,2012-06-21,365
雲林縣政府,私立旭邦兒童圍棋文理技藝短期補習班,AJ030,a0924097888@gmail.com,外語類,雲林縣斗六市鎮東里民生路328號2樓,2009-12-08,365
雲林縣政府,私立牛津英語會話短期補習班,AP035,zee10102@yahoo.com.tw,外語類,北港鎮民族路43號,1990-06-28,365
雲林縣政府,私立小太陽文理短期補習班,AS007,,文理類,雲林縣四湖鄉四湖村環湖東路275號,2020-09-07,365
雲林縣政府,私立凱西萊恩文理短期補習班,AD083,,文理類,雲林縣虎尾鎮民主路14-12號,2021-02-19,365
雲林縣政府,私立唯頓文理短期補習班忠孝分班,AH016,weitun5583@yahoo.com.tw,文理類,雲林縣崙背鄉忠孝街72號,2020-11-06,365
雲林縣政府,美學苑有限公司附設雲林縣私立美學苑技藝短期補習班,AJ152,a61142002@hotmail.com,美容、美髮理髮類,雲林縣斗六市雲林路二段425號(1-2樓),2022-01-19,365
雲林縣政府,私立宏豪文理短期補習班,AQ004,b0937294092@gmail.com,文理類,雲林縣水林鄉水南村東平街28號(1-2樓),2007-03-01,365
雲林縣政府,財團法人雲林縣私立維多利亞國民小學附設維多利亞外語短期補習班,AJ046,personnel@victoria.ylc.edu.tw,外語類,雲林縣斗六市鎮南路1110號,2007-03-08,365
雲林縣政府,私立培根文理短期補習班,AA014,thf581217@yahoo.com.tw,文理類,雲林縣斗南鎮長安路二段177號,2003-06-17,365
雲林縣政府,私立建科文理短期補習班,AT004,e8562.brenda@msa.hinet.net,文理類,元長鄉中山路20之3號,2005-11-07,365
雲林縣政府,私立師成文理短期補習班,AO005,wen5791@kimo.com,文理類,二崙鄉油車村文化路374、374之1號1樓,2003-02-20,365
雲林縣政府,私立青山書院文理短期補習班,AP030,mt34186@gmail.com,文理類,北港鎮文仁路74號1-4樓,1999-06-24,365
雲林縣政府,私立耕讀文理短期補習班,AF002,,文理類,東勢鄉東南村懷恩街17號,2007-08-09,365
雲林縣政府,私立朵拉教學文理短期補習班,AI022,dorateach2016@gmail.com,文理類,雲林縣麥寮鄉中興路74號3樓,2016-10-14,365
雲林縣政府,私立數理文理短期補習班,AN015,ab5875672@yahoo.com.tw,文理類,西螺鎮文昌路58號,2000-12-04,365
雲林縣政府,私立柏凱文理短期補習班,AP021,sesameenglish101@hotmail.com.tw,文理類,北港鎮華勝里吉祥路136號,2005-03-03,365
雲林縣政府,私立大埔美語短期補習班,AL003,aaangels_0622@yahoo.com.tw,外語類,雲林縣古坑鄉朝陽村文淵路134號,2003-12-09,365
雲林縣政府,私立昱明文理短期補習班,AJ035,veeffeh@gmail.com,文理類,雲林縣斗六市榴中里7鄰南仁路25號,2008-12-17,365
雲林縣政府,私立童心園文理短期補習班,AJ032,z00649@yahoo.com.tw,文理類,雲林縣斗六市鎮北里育英北街111巷43號1-2樓,2009-04-20,365
雲林縣政府,私立貝思特文理短期補習班,AR001,op23140626@gmail.com,文理類,雲林縣口湖鄉崙東村民生路79巷12-19號,2012-11-13,365
雲林縣政府,私立貝思特文理短期補習班下崙分班,AR006,op23140626@gmail.com,文理類,雲林縣口湖鄉崙中村民生路42號,2016-08-17,365
雲林縣政府,私立聰明文理短期補習班,AJ058,m0933279123@gmail.com,文理類,雲林縣斗六市中華路453號(1-4樓),2005-06-20,365
雲林縣政府,私立鍬形蟲文理短期補習班,AI012,cana_alice@icloud.com,文理類,雲林縣麥寮鄉橋頭村仁德路247號,2007-10-11,365
雲林縣政府,私立張鈞文理短期補習班,AJ042,chuchia2524@hotmail.com,文理類,斗六市三平里西平路266號,2007-12-20,365
雲林縣政府,私立艾向英語文理短期補習班,AJ143,rait1022@gmail.com,文理類,雲林縣斗六市明德北路二段85號1-2樓,2018-09-18,365
雲林縣政府,私立三冠文理短期補習班,AI001,zax1130@hotmail.com,文理類,麥寮鄉麥豐村華興路27號1-3樓,2013-03-12,365
雲林縣政府,百宸文教事業有限公司附設雲林縣私立加音文理短期補習班,AI002,cute12260602@gmail.com,文理類,雲林縣麥寮鄉華興路20巷1弄1號1-3樓,2012-10-03,365
雲林縣政府,私立葉老師文理短期補習班,AJ049,woods54star@gmail.com,文理類,斗六市鎮東路354號,2006-08-24,365
雲林縣政府,私立斗六三元文理短期補習班,AJ014,5503dollars@gmail.com,文理類,斗六市武昌路125號,2012-10-22,365
雲林縣政府,私立冠橋文理短期補習班,AJ028,,文理類,雲林縣斗六市鎮東里8鄰育英北街13號1-2樓,2010-02-10,365
雲林縣政府,私立佑華文理短期補習班,AJ021,wu301655@yahoo.com.tw,文理類,斗六市崙中路25號1樓,2011-04-18,365
雲林縣政府,私立學霖文理短期補習班,AJ018,lin997@gmail.com,文理類,斗六市鎮東里文化路222號1-3樓,2011-08-23,365
雲林縣政府,雲林縣私立斐陶斐文理短期補習班,AI003,iris000@hotmail.com.tw,文理類,麥寮鄉麥津村福德街16號,2012-01-16,365
雲林縣政府,私立貝斯特美語短期補習班,AJ043,winonacheng@yahoo.com.tw,外語類,斗六市鎮東里內環路800號1-3樓,2007-09-11,365
雲林縣政府,私立愛德堡文理短期補習班,AJ025,alderber@yahoo.com.tw,文理類,斗六市三平里西平路157號1樓,2010-09-06,365
雲林縣政府,私立聯峸電腦有限公司附設雲林縣私立聯成電腦短期補習班,AJ019,s98603131@lccnet.com.tw,資訊類,雲林縣斗六市信義里民生路199號1-3樓,2011-07-21,365
雲林縣政府,雲林縣私立大美加文理短期補習班,AI007,yushimeow@gmail.com,文理類,麥寮鄉復興路75號,2011-06-14,365
雲林縣政府,雲林縣私立鴻勝文理短期補習班,AI006,ab091522@yahoo.com.tw,文理類,麥寮鄉麥豐村泰順路196號1-2樓,2011-09-21,365
雲林縣政府,私立品致文理短期補習班,AN025,tcmi3ily@gmail.com,文理類,西螺鎮大同路3巷76號1-2樓,2016-10-20,365
雲林縣政府,私立蕭老師文理短期補習班,AI008,llimit.abc@msa.hinet.net,文理類,麥寮鄉麥豐村5鄰光復南路318號,2011-02-14,365
雲林縣政府,私立小玉美術技藝短期補習班,AH002,vioiv931119@gmail.com,美術、書法、攝影、美工設計、圍棋類,崙背鄉南陽村信義路16巷11號1-2樓,2012-07-02,365
雲林縣政府,私立凱英文理短期補習班,AH003,,文理類,崙背鄉南陽村七鄰南光路1-10號2樓,2008-07-09,365
雲林縣政府,私立育文文理短期補習班,AN026,,文理類,西螺鎮光復西路8號1-2樓,2018-02-06,365
雲林縣政府,私立全方位文理短期補習班,AN002,g9821807@yuntech.org.tw,文理類,西螺鎮廣福里光復西路11-6號1-2樓,2012-11-07,365
雲林縣政府,私立小林文理短期補習班,AO005,super-key@hotmail.com,文理類,二崙鄉中興路32巷74號,2015-12-08,365
雲林縣政府,私立佳軒文理短期補習班,AF001,tiber818@gmail.com,文理類,東勢鄉東南村東勢東路116號,2008-10-22,365
雲林縣政府,私立智揚文理短期補習班,AO002,smallp.liao@gmail.com,文理類,二崙鄉崙東村中興路32巷34號,2007-04-16,365
雲林縣政府,私立蔡雅慧文理短期補習班,AE002,,文理類,褒忠鄉中勝路11-1號1-2樓,2010-03-16,365
雲林縣政府,私立人領文理短期補習班,AD073,learning6365699@gmail.com,文理類,虎尾鎮德興里北平路98號1-2樓,2018-01-18,365
雲林縣政府,私立王堉文理短期補習班,AP006,t0953886081@pksh.ylc.edu.tw,文理類,北港鎮新街里37鄰愛國街62號,2010-11-30,365
雲林縣政府,私立花園美語短期補習班,AD048,gardenenglish@gmail.com,外語類,虎尾鎮公安路308號2樓,2012-09-12,365
雲林縣政府,私立DoReMi音樂教室技藝文理短期補習班,AD075,a0963310416@gmail.com,文理類,虎尾鎮復興路169號 1樓,2018-03-30,365
雲林縣政府,私立大可文理短期補習班,AP007,,文理類,北港鎮大同里太平路18巷21號1-2樓,2010-09-29,365
雲林縣政府,私立耘成文理短期補習班,AP009,,文理類,北港鎮民享路35-2號1-2樓,2010-08-13,365
雲林縣政府,私立畢卡索藝術教育中心技藝短期補習班,AD069,picasso5559@gmail.com,美術、書法、攝影、美工設計、圍棋類,虎尾鎮新吉里工專路190號1-2樓,2016-05-24,365
雲林縣政府,私立偉傑文理短期補習班,AD013,edyd327@gmail.com,文理類,虎尾鎮西屯里257-6號,2011-09-29,365
雲林縣政府,私立佩思技藝短期補習班,AP036,lidajhs@gmail.com,音樂、舞蹈類,北港鎮文星路56號1-2樓,2016-05-27,365
雲林縣政府,私立新右文理短期補習班,AD014,ivybruce1207@yahoo.com.tw,文理類,虎尾鎮新興里新生路153-9號1-3樓,2011-02-14,365
雲林縣政府,私立勤耕文理短期補習班,AD011,a0933422608@gmail.com,文理類,虎尾鎮民主路14-1號1-2樓,2017-09-11,365
雲林縣政府,私立聯合文理短期補習班,AP013,b00b02032@ntu.edu.tw,文理類,雲林縣北港鎮民享路76號,2008-12-04,365
雲林縣政府,私立東東舞蹈短期補習班,AD010,dondondance@yahoo.com.tw,音樂、舞蹈類,雲林縣虎尾鎮德興里27鄰北平路157號1-2樓,2012-04-09,365
雲林縣政府,私立河馬文理短期補習班,AP012,yehhippo1207@gmail.com,文理類,北港鎮華興街43號,2008-12-22,365
雲林縣政府,私立博愛文理短期補習班,AD001,rachel470721@gmail.com,文理類,虎尾鎮公安里光復路570號1-2樓,2014-10-15,365
雲林縣政府,格蘭事業股份有限公司附設雲林縣私立格蘭林森文理短期補習班,AD019,h2@gram.com.tw,文理類,虎尾鎮林森路2段369、371號4樓,2009-11-30,365
雲林縣政府,私立登群文理短期補習班,AP001,ellen705@yahoo.com.tw,文理類,雲林縣北港鎮共榮里9鄰褒新街12號,2014-03-21,365
雲林縣政府,私立育璽文理短期補習班,AD077,b0982161317@gmail.com,文理類,虎尾鎮文科路1213號,2019-03-18,365
雲林縣政府,私立精通文理短期補習班,AD072,lisa9425374@yahoo.com.tw,文理類,雲林縣虎尾鎮東仁里東明路195號1-2樓,2017-12-05,365
雲林縣政府,私立捷盈文理短期補習班,AP003,ella121312@yahoo.com.tw,文理類,北港鎮光復里15鄰生產路240號,2013-05-07,365
雲林縣政府,私立格林文理短期補習班,AQ001,082091@gmail.com,文理類,水林鄉水林路57號,2011-07-08,365
雲林縣政府,私立贏家文理短期補習班,AB001,nicoleric123@gmail.com,文理類,大埤鄉中山路14-2號2-3樓,2010-12-03,365
雲林縣政府,私立瑪利亞英文短期補習班,AQ002,vince15562000@gmail.com,外語類,水林鄉水林路129巷6-10號1-2樓,2010-04-26,365
雲林縣政府,私立常春藤文理短期補習班,AH005,58135rb@giraffe.com,文理類,崙背鄉南陽村大成路96號,2007-03-07,365
雲林縣政府,私立育丞文理短期補習班,AA033,S67065918213@yahoo.com.tw,文理類,雲林縣斗南鎮僑真里14鄰南昌西路197號,2021-08-09,365
雲林縣政府,私立育群英語文理短期補習班,AD068,shane.yn1@gmail.com,文理類,虎尾鎮自強街125號,2016-02-23,365
雲林縣政府,私立宜梧文理短期補習班,AR004,cina0905@yahoo.com.tw,文理類,雲林縣口湖鄉梧南村興農路23-9號,2011-10-18,365
雲林縣政府,私立小騏仕文理短期補習班,AD071,zebra04299@gmail.com,美術、書法、攝影、美工設計、圍棋類,雲林縣虎尾鎮明正東路46號1、3樓,2016-12-22,365
雲林縣政府,私立新優生文理技藝短期補習班,AT002,congo0722@gmail.com,文理類,雲林縣元長鄉長南村元西路17-2號,2007-11-30,365
雲林縣政府,私立適華文理短期補習班,AH009,,文理類,崙背鄉南陽村信義路92號,2003-09-08,365
雲林縣政府,私立張淑惠英文短期補習班,AL002,b5821851@yahoo.com.tw,外語類,雲林縣古坑鄉永光村文昌路13號,2004-10-07,365
雲林縣政府,私立陳瓊淇文理短期補習班,AL004,swan.b3280@msa.hinet.net,文理類,雲林縣古坑鄉東和村文化路139之7號,2002-09-17,365
雲林縣政府,私立新格文理短期補習班,AJ105,easchool663@gmail.com,文理類,斗六市成功路233號,2000-05-02,365
雲林縣政府,私立模範生文理短期補習班,AK005,ammy5108@gmail.com,文理類,林內鄉中正路40號1樓,2000-01-10,365
雲林縣政府,私立威尼爾文理短期補習班,AD042,,文理類,虎尾鎮林森路一段416巷27、29號1樓,2004-08-12,365
雲林縣政府,私立羅傑美語短期補習班,AE008,power55255@yahoo.com.tw,外語類,褒忠鄉三民路147巷43之3號,2002-05-27,365
