地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間,各地短期補習班數量
臺北市政府,臺北市私立鐵斯汀英語短期補習班,3535,black_jay_chang@hotmail.com,外語類,信義區忠孝東路5段1之3號3樓,1999-11-01,2611
臺北市政府,林瀚英語教育訓練有限公司附設臺北市私立林瀚英語文理短期補習班,7237,,文理類,大同區承德路3段58號2樓之2,2014-03-03,2611
臺北市政府,臺北市私立華理文理短期補習班西園分班,7325,uni.wang@hotmail.com,文理類,萬華區西園路2段109號3樓,2014-10-31,2611
臺北市政府,臺北市私立華理文理短期補習班雙園分班,7753,uni.wang@hotmail.com,文理類,萬華區西園路2段109號4樓,2018-09-05,2611
臺北市政府,臺北市私立華理文理短期補習班,3675,uni.wang@hotmail.com,文理類,萬華區西園路2段109號1樓、2樓,1976-07-01,2611
臺北市政府,臺北市私立小書包技藝文理短期補習班松山分班,8233,sandyccwang@gmail.com,文理類,延壽街330巷7弄9號1樓及13號1樓,2022-12-06,2611
臺北市政府,臺北市私立群偀文理短期補習班,6451,,文理類,大同區敦煌路82號1樓,2009-11-01,2611
臺北市政府,臺北市私立專業張老師畫室美術短期補習班,7131,Artschool1234@gmail.com,美術、書法、攝影、美工設計、圍棋類,文山區樟新街48巷3號1樓,2013-05-01,2611
臺北市政府,臺北市私立文山語文短期補習班,4229,hs2122@hess.com.tw,外語類,文山區羅斯福路6段130之1號1樓,2002-08-01,2611
臺北市政府,臺北市私立心夢想文理短期補習班文山分班,8244,captain680330@yahoo.com.tw,文理類,文山區羅斯福路6段234之1號4樓,2022-12-29,2611
臺北市政府,權倫國際藝術有限公司附設臺北市私立權倫國際藝術文理美術技藝短期補習班,7693,quanlunart@gmail.com,文理類,萬華區萬大路423巷42號1樓,2018-02-02,2611
臺北市政府,臺北市私立寶仁文理短期補習班西松分班,5757,unclefries@gmail.com,文理類,松山區南京東路5段123巷4弄18號1樓,2006-11-01,2611
臺北市政府,臺北市私立亞曼瑞舞蹈技藝短期補習班,7492,service@arthurmurraytw.com,音樂、舞蹈類,大安區忠孝東路4段293號9樓,2016-03-17,2611
臺北市政府,臺北市私立水木文理短期補習班,7976,liyi@mx.nthu.edu.tw,文理類,中正區羅斯福路1段50號3樓,2020-10-08,2611
臺北市政府,臺北市私立梧月文理短期補習班,7863,hayashisya108@gmail.com,文理類,士林區忠誠路2段52號2樓,2019-09-26,2611
臺北市政府,名星社會責任有限公司附設臺北市私立建名教育文理短期補習班,5408,agrifirm.travel@gmail.com,文理類,松山區富錦街501號1樓,2005-11-01,2611
臺北市政府,臺北市私立倍斯特文理短期補習班,5353,,外語類,士林區延平北路6段368巷25號1樓,2005-09-01,2611
臺北市政府,臺北市私立維格文理短期補習班延平分班,8070,,文理類,中正區延平南路230巷6號1樓,2021-07-16,2611
臺北市政府,臺北市私立小蕃薯文理短期補習班,3750,jadeyu441001@gmail.com,外語類,北投區明德路255號2樓、2樓之1,2000-12-01,2611
臺北市政府,臺北市私立冠博文理短期補習班信義分班,8299,gbmath101@gmail.com,文理類,中正區信義路2段257號3樓,2023-06-01,2611
臺北市政府,臺北市私立萬芳文理短期補習班,8310,,文理類,文山區興隆路3段100號2樓,2023-07-10,2611
臺北市政府,浩學私塾股份有限公司附設臺北市私立新貴介壽文理短期補習班,8312,georgehandsome19911219@gmail.com,文理類,松山區延壽街408號1樓,2023-07-10,2611
臺北市政府,臺北市私立頂赫文理短期補習班,7835,phyllisfu45@gmail.com,文理類,中正區銅山街7之1號1樓,2019-07-02,2611
臺北市政府,來智教育股份有限公司附設臺北市私立來智文理短期補習班,5920,lz27596262@gmail.com,文理類,信義區福德街268巷7弄1號1樓,2007-07-30,2611
臺北市政府,臺北市私立李庫語文短期補習班,4708,auderyfan@yahoo.com.tw,外語類,士林區中山北路6段350號2樓,2003-11-01,2611
臺北市政府,臺北市私立愛爾發國際語文文理技藝短期補習班,3400,auderyfan@yahoo.com.tw,商類：珠算、心算、會計,信義區虎林街164巷60弄6號1樓,1999-01-01,2611
臺北市政府,臺北市私立愛爾發國際雙語文理技藝短期補習班,4504,auderyfan@yahoo.com.tw,文理類,信義區虎林街164巷60弄3號1樓,2003-05-01,2611
臺北市政府,臺北市私立主人文理短期補習班港墘分班,7107,hcf451@gamil.com,文理類,內湖區內湖路1段737巷99號1樓及地下1樓,2013-02-20,2611
臺北市政府,臺北市私立上笙語文文理技藝短期補習班,5921,c520320000@yahoo.com.tw,文理類,文山區忠順街1段25、27號1樓,2007-08-03,2611
臺北市政府,志光教育科技股份有限公司附設臺北市私立志光文理法商公職證照短期補習班許昌二分班,8165,lotto7695@gmail.com,文理類,中正區許昌街42之1號2樓之1,2022-05-24,2611
臺北市政府,志光教育科技股份有限公司附設臺北市私立志光文理法商公職證照短期補習班許昌一分班,8153,lotto7695@gmail.com,文理類,中正區許昌街42之1號2樓,2022-04-11,2611
臺北市政府,臺北市私立中光文理短期補習班,7304,shibulaken@yahoo.com.tw,文理類,信義區忠孝東路5段625號3樓,2014-09-18,2611
臺北市政府,臺北市私立吳興文理短期補習班,2459,manager11@kojen-els.com.tw,文理類,信義區松仁路253巷3弄10號1樓、松仁路235號1樓、松仁路253巷3弄7號1樓及松仁路241號1樓,1991-07-01,2611
臺北市政府,臺北市私立蘇珊文理短期補習班中央分班,7757,,文理類,北投區中央北路1段193號2樓之1、195號1樓,2018-09-11,2611
臺北市政府,臺北市私立育苗資優文理短期補習班福林分班,7162,ericlee01234@gmail.com,文理類,北投區中央北路1段113號2樓115號2樓,2013-08-01,2611
臺北市政府,臺北市私立時代國際語文短期補習班館前二分班,6292,rachel.chen@language-world.com.tw,外語類,中正區館前路34號8樓,2009-02-23,2611
臺北市政府,財團法人天主教會台北教區附設臺北市私立聖欣文理短期補習班,4835,ss25537821@yahoo.com.tw,文理類,大同區民生西路247之1號2 樓、3樓,2004-05-01,2611
臺北市政府,財團法人天主教會台北教區附設臺北市私立聖馨文理技藝短期補習班,7788,ss25537821@yahoo.com.tw,文理類,大同區民生西路247之1號4樓,2019-01-11,2611
臺北市政府,龍軒文教股份有限公司附設臺北市私立龍益文理短期補習班,6722,nina.ge@sinotact.com,文理類,大安區信義路4段1號3樓之3至之8,2011-01-01,2611
臺北市政府,臺北市私立聚賢文理短期補習班,2498,may19lee@yahoo.com.tw,文理類,南港區玉成街190巷5號1樓、7號1樓,1976-07-01,2611
臺北市政府,臺北市私立聚賢文理短期補習班忠孝分班,5991,greatshare99@gmail.com,文理類,南港區中坡南路49巷3號(1層)、5號(1層),2007-11-09,2611
臺北市政府,艾鍗科技有限公司附設臺北市私立艾思程式技藝文理短期補習班,8087,,文理類,松山區延壽街131號1樓,2021-09-06,2611
臺北市政府,艾鍗科技有限公司附設臺北市私立艾思程式技藝文理短期補習班安和分班,8306,tzuchun@ittraining.com.tw,文理類,大安區安和路1段112巷15號1樓,2023-06-26,2611
臺北市政府,躍動生命文創股份有限公司附設臺北市私立躍動生命文理短期補習班,8218,angel@actionlife.com.tw,文理類,中山區復興北路156號5樓,2022-10-31,2611
臺北市政府,臺北市私立怡童園文理技藝短期補習班,2981,janus@happykids.taipei,外語類,大安區信義路4段96、98號3樓,1996-01-01,2611
臺北市政府,臺北市私立時代國際語文短期補習班館前分班,5159,rachel.chen@language-world.com.tw,外語類,中正區館前路20號6樓,2005-03-01,2611
臺北市政府,臺北市私立時代國際語文短期補習班,4801,rachel.chen@language-world.com.tw,外語類,中正區漢口街1段3、5、9、11號3樓,2004-04-01,2611
臺北市政府,臺北市私立固德文理短期補習班,6879,a7000988@ms38.hinet.net,外語類,大安區新生南路1段139巷17號1樓,2011-10-13,2611
臺北市政府,志光教育科技股份有限公司附設臺北市私立志聖公職證照文理短期補習班,5632,tpcs@public.com.tw,文理類,中正區許昌街42之1號6樓、館前路2號7樓、許昌街42之1號3樓之1,1976-07-01,2611
臺北市政府,智慧樹教育出版股份有限公司附設臺北市私立磐索文理短期補習班幸安分班,8237,,文理類,中正區仁愛路2段98號5樓,2022-12-13,2611
臺北市政府,臺北市私立孔云文教興業文理短期補習班,8172,roosevelt.tp@eagletw.com,文理類,中正區福州街1號5樓之1,2022-06-13,2611
臺北市政府,臺北市私立清海文理短期補習班景豐分班,6146,chinghai1987@gmail.com,文理類,文山區興隆路2段65號1樓、69號1樓、景豐街1號1樓,2008-07-01,2611
臺北市政府,臺北市私立雅興文理技藝短期補習班,4672,xingya.kids@gmail.com,文理類,信義區基隆路1段37巷5號1層,2003-10-01,2611
臺北市政府,臺北市私立昇陽語文短期補習班,3644,leeshansam@gmail.com,外語類,內湖區麗山街338巷24號1樓,2000-07-01,2611
臺北市政府,臺北市私立育光美語技藝短期補習班,4202,mei715@yahoo.com,外語類,萬華區德昌街235巷26號1樓,2002-07-01,2611
臺北市政府,臺北市私立樂學樂斈文理技藝短期補習班,7917,happylearning520@gmail.com,文理類,大安區和平東路1段87-1號5樓,2020-03-06,2611
臺北市政府,臺北市私立吉光文理短期補習班仁愛分班,7707,maudgonne67@gmail.com,文理類,大安區敦化南路1段295巷52號1樓,2018-03-26,2611
臺北市政府,臺北市私立探索家文理短期補習班,8311,amanda1214@kimo.com,文理類,內湖區大湖山莊街195號1樓,2023-07-10,2611
臺北市政府,臺北市私立劉益禾文理短期補習班,4411,liu30268@ms77.hinet.net,文理類,南港區研究院路2段20號2樓、2段34巷4號1樓,2003-02-01,2611
臺北市政府,遠見知識科技股份有限公司附設臺北市私立美利堅文理短期補習班行善分班,8296,zhenwang2799@gmail.com,文理類,內湖區行善路258號1樓,2023-05-30,2611
臺北市政府,遠見知識科技股份有限公司附設臺北市私立美利堅文理短期補習班潭美分班,8297,zhenwang2799@gmail.com,文理類,內湖區行善路256號1樓,2023-05-30,2611
臺北市政府,臺北市私立天華文理圍棋短期補習班,5983,,文理類,士林區天母東路55號2樓,2007-11-02,2611
臺北市政府,水獺教育有限公司附設臺北市私立水獺小屋技藝文理短期補習班,8265,otterhouse2022@gamil.com,文理類,中山區北安路458巷47弄10號1樓,2023-03-03,2611
臺北市政府,臺北市私立愛莉兒舞蹈技藝短期補習班,8250,arieldancedance@gmail.com,音樂、舞蹈類,中山區明水路672巷21號1樓,2023-01-05,2611
臺北市政府,臺北市私立旭廣學習空間短期補習班蘭雅分班,8239,lilian19860418@yahoo.com.tw,文理類,士林區忠誠路二段50巷17號,2022-12-15,2611
臺北市政府,臺北市私立小朋友創意文理短期補習班,8295,Eyeleveldazhi@gmail.com,文理類,中山區明水路397巷7弄25號1樓,2023-05-25,2611
臺北市政府,臺北市私立瑩俐文理短期補習班,8284,vivyo0719@yahoo.com,文理類,士林區中山北路7段123號1樓、2樓,2023-04-27,2611
臺北市政府,學旅文創有限公司附設臺北市私立舞動世界忠誠技藝短期補習班,8277,,音樂、舞蹈類,士林區德行東路109巷110號2樓,2023-03-30,2611
臺北市政府,臺北市私立佑威文理短期補習班百齡分班,8249,,文理類,士林區福港街221號1樓,2023-01-10,2611
臺北市政府,臺北市私立好玩音樂技藝短期補習班,8280,elisahsu46@gmail.com,音樂、舞蹈類,士林區忠誠路二段140巷18弄5號1樓、2樓,2023-04-10,2611
臺北市政府,臺北市私立悠米復星文理技藝短期補習班,8293,,文理類,松山區民權東路3段106巷21弄22號2樓,2023-05-25,2611
臺北市政府,臺北市私立荃真文理短期補習班,8281,maggiechang16@gmail.com,文理類,松山區八德路2段447號2樓,2023-04-24,2611
臺北市政府,藝勤有限公司附設臺北市私立兒童國際文理技藝短期補習班,8298,taipeikidsacademy@gmail.com,文理類,信義區仁愛路4段520號1樓及2樓,2023-05-31,2611
臺北市政府,臺北市私立立心文理短期補習班,8290,austin.english.mm@gmail.com,文理類,松山區民生東路4段55巷32號,2023-05-16,2611
臺北市政府,臺北市私立朵朵老師文理短期補習班,4017,clairechiang1229@gmail.com,外語類,中山區北安路630巷25弄9號1樓,2001-12-01,2611
臺北市政府,臺北市私立育君文理短期補習班,6951,paoyuanwang@gmail.com,文理類,信義區虎林街164巷60弄5號1樓,2012-03-28,2611
臺北市政府,臺北市私立自在空間文理技藝短期補習班,7357,yingyingchiu0922@gmail.com,文理類,士林區天母東路47號2樓,2015-01-23,2611
臺北市政府,臺北市私立童學文理短期補習班,8305,brilliantchap@gmail.com,文理類,大安區和平東路1段274號2樓,2023-06-26,2611
臺北市政府,臺北市私立育辰文理短期補習班,6423,globe73102@gmail.com,文理類,萬華區東園街73巷102號1樓、104號1樓及夾層,2009-10-01,2611
臺北市政府,臺北市私立迦南美地文理短期補習班,8182,knowledge28363099@gmail.com,文理類,南港區舊莊街1段3巷40號1樓,2022-07-07,2611
臺北市政府,功學社音樂中心股份有限公司附設臺北市私立永德音樂技藝短期補習班,8210,acc6@khsmusic.com,音樂、舞蹈類,南港區忠孝東路6段118號3樓,2022-10-05,2611
臺北市政府,臺北市私立威爾文理技藝短期補習班,4095,chrisfang0808@gmail.com,外語類,信義區松仁路234巷1號1樓,2002-03-01,2611
臺北市政府,臺北市私立新潮家政技藝短期補習班,2141,,美容、美髮理髮類,中正區館前路6號8樓803室、804室,1988-06-15,2611
臺北市政府,臺北市私立第一心算短期補習班,3486,28961768@yahoo.com.tw,文理類,北投區中央北路1段138號2樓、2樓之1,1999-08-01,2611
臺北市政府,臺北市私立鴻仁文理短期補習班,5857,rhchild@ms56.hinet.net,文理類,文山區忠順街1段48巷5弄2號及6號1樓,2007-05-10,2611
臺北市政府,臺北市私立贏家文理短期補習班,7553,winners.educenter@gmail.com,文理類,信義區松德路26號4樓、10號1樓及2樓,2016-09-21,2611
臺北市政府,臺北市私立芮秋英文文理短期補習班,7844,rachelliao725@gmail.com,文理類,信義區基隆路1段29號1樓,2019-08-08,2611
臺北市政府,臺北市私立芝麻開門語文短期補習班,3688,JC@opsesame.com,外語類,中正區新生南路1段138之1號2樓、2樓之1,2000-09-01,2611
臺北市政府,陳立教育事業股份有限公司附設臺北市私立陳立文理短期補習班內湖分班,3324,hrdata@chenliedu.com,文理類,內湖區成功路3段174巷15號3樓之1及2樓,1998-08-01,2611
臺北市政府,臺北市私立老外國際美語文理短期補習班,7933,,文理類,大安區復興南路1段137號8樓之1,2020-05-18,2611
臺北市政府,臺北市私立孩想創造美學空間技藝短期補習班,8303,haixiancreate@gmail.com,音樂、舞蹈類,松山區八德路4段666號2樓之3,2023-06-20,2611
臺北市政府,臺北市私立仁和文理短期補習班,8271,laurenchien0724@gmail.com,文理類,文山區忠順街1段48巷5弄2號2樓、6號2樓,2023-03-14,2611
臺北市政府,臺北市私立巧斯文理技藝短期補習班,8289,q6881080@yahoo.com.tw,文理類,文山區溪口街121號1樓,2023-05-12,2611
臺北市政府,臺北市私立加能文理短期補習班,8242,casey917@gmail.com,文理類,文山區萬隆街47之2號1樓,2022-12-22,2611
臺北市政府,小小鼓手股份有限公司附設臺北市私立小小鼓手技藝短期補習班,8207,hq@youngsoulmusic.org,音樂、舞蹈類,大安區忠孝東路4段177號6樓,2022-09-26,2611
臺北市政府,臺北市私立何傢仁語文文理短期補習班,8184,hs2071@hess.com.tw,文理類,南港區興華路18號、20號、22號(1樓、2樓)、24號2樓,2022-07-21,2611
臺北市政府,臺北市私立林瀚語文文理短期補習班,7930,,文理類,中正區羅斯福路2段14號3樓,2020-04-28,2611
臺北市政府,彭博國際文教股份有限公司附設臺北市私立彭博之文理短期補習班,7677,connie.chang@alika.cc,文理類,士林區中山北路5段508號7樓,2017-12-14,2611
臺北市政府,臺北市私立敦煌音樂短期補習班,6871,,音樂、舞蹈類,中山區建國北路2段1號2樓、2樓之1,2011-09-28,2611
臺北市政府,臺北市私立康靜文理短期補習班,8308,Lucy7771120@gmail.com,文理類,大安區復興南路2段151巷8號2樓之5,2023-07-04,2611
臺北市政府,臺北市私立湖畔語文文理短期補習班金湖分班,8309,lakesideschoolneihu@gmail.com,文理類,內湖區民權東路6段483號2樓,2023-07-04,2611
臺北市政府,臺北市私立集樂府文理技藝短期補習班,7329,q25173961@yahoo.com.tw,文理類,中山區龍江路367號2樓,2014-11-07,2611
臺北市政府,臺北市私立書誼文理技藝短期補習班,8278,suyee@suyee.org.tw,文理類,文山區羅斯福路6段142巷20弄15號,2023-03-30,2611
臺北市政府,臺北市私立群學文理短期補習班,5831,wendy113@hotmail.com,文理類,大同區民生西路78號2樓之2,2007-03-26,2611
臺北市政府,讀家數位文化股份有限公司附設臺北市私立讀家法律商業技藝文理短期補習班,7688,service@readerplace.com.tw,文理類,中正區館前路8號4樓,2018-01-29,2611
臺北市政府,臺北市私立艾爾城堡文理短期補習班景美分班,8255,castle_lin1979@yahoo.com.tw,文理類,文山區羅斯福路6段258號2樓,2023-01-17,2611
臺北市政府,臺北市私立弘達文理短期補習班,3795,,文理類,信義區福德街288號1樓,2001-03-01,2611
臺北市政府,臺北市私立安吉拉文理才藝短期補習班,6124,asc161@yahoo.com.tw,文理類,內湖區大湖山莊街187號1樓,2008-06-01,2611
臺北市政府,臺北市私立瑪莉阿布文理語文技藝短期補習班,8160,lynn7609@gmail.com,文理類,南港區研究院路2段34巷7號1樓,2022-04-29,2611
臺北市政府,台北市私立昱強電腦短期補習班,3095,guaiguai3821@gmail.com,資訊類,中正區詔安街171號1樓,1997-02-21,2611
臺北市政府,臺北市私立大衛美語文理短期習班,3515,fs@david.com.tw,外語類,松山區南京東路3段260號3樓,1999-09-01,2611
臺北市政府,徠馥文理技藝補習班,3879,life6666@ms35.hinet.net,文理類,松山區八德路4段765號3樓、3樓之1及3樓之4,2001-06-01,2611
臺北市政府,臺北市私立巨星文理短期補習班木柵分班,8266,,文理類,文山區秀明路一段70號2樓,2023-03-03,2611
臺北市政府,臺北市私立音樂國技藝短期補習班木柵分班,8279,m86619926@gmail.com,美術、書法、攝影、美工設計、圍棋類,文山區木柵路3段75號2樓、2樓之1,2023-04-12,2611
臺北市政府,茂榞科技股份有限公司附設臺北市私立以馬內利語文文理短期補習班內湖分班,6573,ieaneihustaff1@gmail.com,外語類,內湖區港華街129、131、137、139、141號、143號1樓,2010-06-01,2611
臺北市政府,臺北市私立飛哥文理短期補習班,4980,faigo4034240342@gmail.com,文理類,中正區衡陽路51號4樓之1、之2、之3、之4、7樓、8樓、2樓,2004-09-01,2611
臺北市政府,臺北市私立璟欣音樂文理技藝短期補習班,6418,music24212868@gmail.com,音樂、舞蹈類,內湖區東湖路43巷26弄3號1樓,2009-09-01,2611
臺北市政府,易禧創意科技股份有限公司附設臺北市私立易禧創意設計短期補習班,6884,angela_acc@ecgroup.com.tw,資訊類,中正區重慶南路1段66之1號9樓,2011-10-25,2611
臺北市政府,臺北市私立達霖文理短期補習班,5228,darling_dreamworks@yahoo.com.tw,文理類,中正區羅斯福路1段28號4樓之1,2005-05-01,2611
臺北市政府,卡比貿易有限公司附設臺北市私立卡比音樂技藝短期補習班,7578,caby.sound@msa.hinet.net,音樂、舞蹈類,士林區中山北路5段622號1樓(含夾層),2016-12-05,2611
臺北市政府,賽凡娛樂股份有限公司附設臺北市私立賽凡技藝短期補習班,8016,sciencevocalstudio@gmail.com,音樂、舞蹈類,中正區桃源街1號3樓,2021-01-04,2611
臺北市政府,臺北市私立敦修文理短期補習班,7064,info@bestgroup3202.com,文理類,內湖區康樂街72巷17弄1號1樓,2012-11-08,2611
臺北市政府,臺北市私立全方位才藝文理短期補習班,7008,masterjudy1129@yahoo.com.tw,文理類,內湖區東湖路113巷95弄149號1樓,2012-07-31,2611
臺北市政府,臺北市私立承漵技藝文理短期補習班,3092,isaacsr0131@gmail.com,文理類,萬華區東園街73巷82號1樓、地下樓,1997-01-01,2611
臺北市政府,臺北市私立承洺文理短期補習班,3741,isaacsr0131@gmail.com,文理類,萬華區東園街73巷80號1樓、地下1樓,2000-11-01,2611
臺北市政府,臺北市私立橙實文理短期補習班,8307,hobemath@gmail.com,文理類,北投區中央北路1段180巷2號2樓,2023-06-28,2611
臺北市政府,小樹苗家庭教育股份有限公司附設臺北市私立威斯特屋文理短期補習班,7566,housetree7566@gmail.com,文理類,信義區信安街52號1樓,2016-11-02,2611
臺北市政府,臺北市私立贏禾文理短期補習班,8286,tina325325@gmail.com,文理類,大同區民族西路172號2樓,2023-05-02,2611
