地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間,各地短期補習班數量
新竹市政府,新竹市私立新竹汽車客運股份有限公司汽車駕駛修護短期職業補習班,文02號,hcbustds@ms32.hinet.net,電機、汽車修護、建築、工藝、製圖類,新竹市明湖路484號,1971-12-23,459
新竹市政府,新竹市私立品勵文理短期補習班,文1005號(換),bar5316522@gmail.com,文理類,新竹市民權路260號1樓至4樓,2014-10-09,459
新竹市政府,新竹市私立興隆珠心算技藝短期補習班,文1380號,mtj120010001@yahoo.com.tw,商類：珠算、心算、會計,新竹市新竹市東區博愛街86號1至2樓,2022-10-27,459
新竹市政府,新竹市私立皇家音樂短期補習班,文1274號(換),,外語類,新竹市金竹路136號1樓,2013-10-04,459
新竹市政府,新竹市私立東大佳音英語文理短期補習班,文730號(換)文1297(換),coco3727@gmail.com,文理類,新竹市東大路二段228號1-4樓、東大路二段226號1-3樓,2006-03-31,459
新竹市政府,新竹市私立子用精實文理短期補習班,文972號(換),,文理類,新竹市光復路一段268巷30弄32號1樓至2樓,2015-02-09,459
新竹市政府,新竹市私立俋升文理短期補習班,,pyp1031@gmail.com,文理類,新竹市關東路139號1-2樓,2020-04-10,459
新竹市政府,新竹市私立金欣文理短期補習班,文1422號 (換),franky7700@gmail.com,文理類,新竹市東門街62號2樓、7樓、9樓及75號3樓,2010-06-24,459
新竹市政府,新竹市私立多傑文理語文短期補習班,,duojie2021@yahoo.com,文理類,新竹市食品路540號2樓之1,2021-10-06,459
新竹市政府,新竹市私立千韻文理短期補習班,文417號 (換),clchenb@gmail.com,文理類,新竹市大庄路56-7號1-4樓,2001-01-31,459
新竹市政府,新竹市私立鐵人文理短期補習班,文917號,alphajim@gmail.com,文理類,新竹市民族路25號4樓,2015-04-07,459
新竹市政府,新竹市私立木林森素養教育文理技藝短期補習班,文1421號,,文理類,新竹市東區埔頂一路252號1樓及1樓夾層、256號1樓及1樓夾層,2023-06-29,459
新竹市政府,希格瑪文教事業股份有限公司附設新竹市私立希格瑪文理短期補習班,文1232號(換),bright30090@gmail.com,文理類,新竹市東區民族路34號4樓及8樓,2004-06-03,459
新竹市政府,新竹市私立杜克美語文理短期補習班埔頂分班,文1360號,dukeinfo2017@gmail.com,文理類,新竹市東區埔頂一路161巷26號1樓至4樓,2020-08-26,459
新竹市政府,新竹市私立喬安文理短期補習班,文1305號(換),chioucy.0911@gmail.com,外語類,新竹市北區四維路100號1至4樓,2008-12-01,459
新竹市政府,新竹市私立晨星學院文理短期補習班,文1330號(換),msa400598@hotmail.com,文理類,新竹市牛埔里東華路103號1-4樓,2002-03-19,459
新竹市政府,舞藝學文創有限公司附設新竹市私立舞藝學技藝短期補習班新竹分校,文1361號(換),whoward1231@gmail.com,音樂、舞蹈類,新竹市東區自由路69號3樓之1,2021-11-12,459
新竹市政府,新竹市私立草湖書苑短期補習班,1368號,tsaohuschool@gmail.com,文理類,新竹市東區明湖路1231之21號1樓至4樓,2022-09-14,459
新竹市政府,新竹市私立小博士園地英語文短期補習班,文1419(換),ww5351805@gmail.com,外語類,新竹市明湖路231號1樓至3樓,2006-01-23,459
新竹市政府,新竹市私立可洛音樂短期補習班,文1109號,,音樂、舞蹈類,新竹市東區博愛街22巷3號1樓、26號1樓,2018-10-11,459
新竹市政府,新竹市私立林老師文理短期補習班,文1176號,oldmgue@gmail.com,文理類,新竹市光華一街34-2號,2019-09-26,459
新竹市政府,儀潔文教事業有限公司附設新竹市私立儀瑾文理短期補習班,文1158號,,文理類,新竹市食品路214號,2019-07-05,459
新竹市政府,新竹市私立赫樸美術技藝短期補習班,文1331號,,美術、書法、攝影、美工設計、圍棋類,新竹市北區中正路180號3樓之1,2021-12-21,459
新竹市政府,新竹市私立脈動音樂短期補習班,文1385號,pulsemusiccenter@gmail.com,音樂、舞蹈類,新竹市東區東門里東門街166號1樓至2樓,2022-11-23,459
新竹市政府,新竹市私立華盛頓文理短期補習班,文929號(換),was_hsinchu@yahoo.com,文理類,新竹市綠水路59、61號1樓,2004-11-29,459
新竹市政府,弋果文化事業股份有限公司附設新竹市私立旗艦美語短期補習班,文807號（換）,angel.liang.eaglespl@gmail.com,外語類,新竹市金山六街5號,2000-01-01,459
新竹市政府,新竹市私立艾學爾文理短期補習班頂埔分班,文1371(換),,文理類,新竹市頂埔路18號1-3樓、20號1-4樓,2018-07-31,459
新竹市政府,新竹市私立全能文理短期補習班,文601號,ussophiatseng@gmail.com,文理類,新竹市民享街134號1-2樓,2009-10-02,459
新竹市政府,新竹市私立辰林英語學苑文理短期補習班,,,文理類,新竹市北區鐵道路三段141.143號1樓,2020-06-10,459
新竹市政府,新竹市私立傑尼爾竹風分班短期補習班,文1344號(換),f5300199@yahoo.com.tw,文理類,新竹市香山區牛埔東路209號2-4樓,2008-01-02,459
新竹市政府,新竹市私立優學文理短期補習班,文1096號,uz0932937712@gmail.com,文理類,新竹市東區仁愛街18巷3號1樓,2018-07-12,459
新竹市政府,維豐文化有限公司附設新竹市私立維豐美語文理技藝短期補習班,文1350號(換),,文理類,新竹市東大路二段107號5-6樓,2020-04-07,459
新竹市政府,新竹市私立德川語文短期補習班站前分班,文891號(換),hsinchu@jp-school.com.tw,外語類,新竹市中正路22號3樓,2007-11-09,459
新竹市政府,新竹市私立奧林匹克文理短期補習班,文1399號(換),100/01/28 申設,文理類,新竹市民富街101號2樓,2011-03-03,459
新竹市政府,新竹市私立聖立文理短期補習班,文793號,chenhanyu79@gmail.com,文理類,新竹市東區光復路1段607巷3弄8號1樓至2樓,2012-09-13,459
新竹市政府,巨匠電腦股份有限公司新竹中華分公司附設私立中華電腦短期補習班,文三八四號,eb_mailbox@pcschool.com.tw,資訊類,新竹市中華路2段391號1-3樓、393號1-2樓,2006-08-14,459
新竹市政府,新竹市私立學順文教國語文短期補習班,文604號,pearlyang1969@gmail.com,文理類,新竹市牛埔路14巷6弄19-16號1樓,2009-10-30,459
新竹市政府,新竹市私立聯合文理短期補習班,三號,uf5269516@gmail.com,文理類,新竹市東區東門街34巷3號1-4樓,1989-04-22,459
新竹市政府,新竹市私立橘籽文理短期補習班,,annieclassroom01@gmail.com,文理類,新竹市東區龍山西路136號1至2樓,2020-04-14,459
新竹市政府,新竹市私立臆數文理短期補習班,文1414號,,文理類,新竹市北區東大路二段1號3樓之1及3樓之2,2023-05-22,459
新竹市政府,新竹市私立雲飛語文文理短期補習班慈雲分班,1190,,文理類,新竹市東區慈雲路118號14樓之6,2020-02-17,459
新竹市政府,極上教育諮詢股份有限公司附設新竹市私立巨拓文理短期補習班,文1390號(換),wei720b@hotmail.com,文理類,新竹市東區民生路128號1樓,2019-01-04,459
新竹市政府,新竹市私立哲哲學苑文理技藝短期補習班,,wisdom.hct@gmail.com,外語類,新竹市東區光復路一段649號1-2樓,2020-06-19,459
新竹市政府,驅勢文教事業有限公司附設新竹市私立驅勢語文短期補習班,文1266(換),service@wkedu.com.tw,外語類,新竹市東區中華路二段417號2-3樓,2009-01-16,459
新竹市政府,極上教育諮詢股份有限公司附設新竹市私立科拓文理短期補習班,文1392號(換),wei720b@hotmail.com,文理類,新竹市東區關新路233號1樓至2樓,2016-08-25,459
新竹市政府,新竹市私立恩聿文理短期補習班,文1216號,pi4whale5640286@gmail.com,文理類,新竹市東區光復路一段89巷139號1樓,2020-06-10,459
新竹市政府,小小科學家教育事業股份有限公司附設新竹市私立科學家教育文理短期補習班,文1211號 (文1295號)換,,文理類,新竹市東區光復路一段485巷6弄27、29號1-2樓,2020-05-20,459
新竹市政府,愛瘋運動有限公司附設新竹市私立愛瘋外國語文理技藝短期補習班,文1251(換),5227222isports@gmail.com,文理類,新竹市北大路307號5樓之3、4,2020-07-23,459
新竹市政府,新竹市私立菲芸蒙特梭利文理短期補習班,1366號,feiyun968@gmail.com,文理類,新竹市東區龍山里長春街150巷2號1樓及2樓,2022-08-30,459
新竹市政府,新竹市私立A1智慧教室文理短期補習班,文1056號,inyou82325@gmail.com,文理類,新竹市光復路一段268巷13號1樓,2017-11-11,459
新竹市政府,新竹市私立沙善文理短期補習班,文1175號(換),hljhlj10710@gmail.com,文理類,新竹市北區金竹路90號1樓及2樓,2018-06-22,459
新竹市政府,新竹市私立蘋果籽語文短期補習班,,annieclassroom01@gmail.com,外語類,新竹市東區龍山西路169號1樓至3樓,2015-08-20,459
新竹市政府,新竹市私立華新文理短期補習班,文1031,huahsin5335001@gmail.com,文理類,新竹市北區光華北街29號1樓至3樓,2017-04-21,459
新竹市政府,新竹市私立喬立文理短期補習班, 文1271號(換),jjas0601@gmail.com,文理類,新竹市民富街183號1-4樓,2012-01-12,459
新竹市政府,新竹市私立小博士文理短期補習班,文419號，1303號(換),ja0936635233@yahoo.com.tw,文理類,新竹市中正路284巷4號1-2樓,2007-01-18,459
新竹市政府,新竹市私立威成文理短期補習班,文519號,,文理類,新竹市香山區內湖路107巷9號1-2樓,2008-06-27,459
新竹市政府,弋果文化事業股份有限公司附設新竹市私立弋果美語文理短期補習班關新分班,文1407號,,文理類,新竹市東區關新路225號2樓,2023-05-09,459
新竹市政府,新竹市私立超優文理短期補習班,文986號(換)文1298(換),,文理類,新竹市香山區香北一路111號1-3樓及51號1樓至4樓,2006-11-08,459
新竹市政府,新竹市私立超優文理短期補習班香北分班,文1083號,,文理類,新竹市香山區香北一路158巷5號1樓至3樓,2018-05-16,459
新竹市政府,新竹市私立傑尼爾短期補習班,文1292(換),f5300199@yahoo.com.tw,文理類,新竹市香山區香北路250號,1997-10-07,459
新竹市政府,新竹市私立江藝術工作室短期補習班,文797號,J220356022@gmail.com,美術、書法、攝影、美工設計、圍棋類,新竹市光華東一街19號,2012-10-04,459
新竹市政府,新竹市私立知言文理短期補習班,文1257號(換),amity.yen@gmail.com,文理類,新竹市自由路69號3樓之2,2015-12-23,459
新竹市政府,新竹市私立愛迪標文理短期補習班,文792號,wanchiliuliu@gmail.com,文理類,新竹市光復路二段298巷7弄16號1樓,2012-09-06,459
新竹市政府,新竹市私立中正音樂短期補習班,,cdwwsu@ms7.hinet.net,音樂、舞蹈類,新竹市中正路482巷4號1-2樓,1986-04-10,459
新竹市政府,新竹市私立卓見電腦美語文理短期補習班,文二三二號,vincent_lin1966@yahoo.com.tw,外語類,新竹市經國路一段379巷21號、經國路一段379巷19號2樓,2003-08-18,459
新竹市政府,新竹市私立愛尼華短期補習班,文158,f5300199@yahoo.com.tw,外語類,新竹市東華路66號1、2樓,2000-07-21,459
新竹市政府,新竹市私立博釋文理短期補習班,,amberimail@gmail.com,文理類,新竹市東區關新東路168號1-3樓,2020-07-09,459
新竹市政府,琴絃社音樂有限公司附設新竹市私立琴絃社音樂短期補習班,文894號(換),yamahapub@gmail.com,音樂、舞蹈類,新竹市東區三民路20號2樓至4樓,2011-10-21,459
新竹市政府,新竹市私立王浩文理短期補習班,文1402號,,文理類,新竹市新竹市東區自由路95巷16-1號1樓至2樓,2023-04-10,459
新竹市政府,新竹市私立岱岢文理短期補習班,文1134號,ckw919@hotmail.com,文理類,新竹市北區民富街175號1-4樓,2019-03-27,459
新竹市政府,新竹市私立亞果文理短期補習班,文1173號(換),ckw919@hotmail.com,文理類,新竹市香山區頂埔路8號1樓至4樓、新竹市頂埔路17號1樓至4樓,2014-04-02,459
新竹市政府,新竹市私立育碩文理短期補習班,文1389號(換),yschildren@gmail.com,文理類,新竹市民富街155、157、159號1樓,2002-06-13,459
新竹市政府,新竹市私立潔恩文理技藝短期補習班,文1288,m4au394su3@yahoo.com.tw,文理類,新竹市湳中里湳中街22巷82號1-3樓,2021-05-13,459
新竹市政府,新竹市私立新虹燕舞蹈短期補習班,文三三○號(換),ninichen23@gmail.com,音樂、舞蹈類,新竹市北大路158號2樓,1993-08-31,459
新竹市政府,極上教育諮詢股份有限公司附設新竹市私立極上塾光武文理短期補習班,文1396號(換),wei720b@hotmail.com,文理類,新竹市光復路一段495號1樓、1樓夾層、2樓及新竹市光復路一段497號1樓、1樓夾層、2樓,2022-02-17,459
新竹市政府,極上教育諮詢股份有限公司附設新竹市私立極上塾三民文理短期補習班   ,文1395號(換),wei720b@hotmail.com,文理類,新竹市自由路67號1樓,2021-11-12,459
新竹市政府,極上教育諮詢股份有限公司附設新竹市私立關拓文理短期補習班,文1393(換),wei720b@hotmail.com,文理類,新竹市東區慈濟路13號1-3樓,2020-02-21,459
新竹市政府,極上教育諮詢股份有限公司附設新竹市私立極上塾培英文理短期補習班,文1391號（換）,wei720b@hotmail.com,文理類,新竹市學府路75號1-4樓,2019-12-05,459
新竹市政府,新竹市私立知言文理短期補習班培英教室,文1378號,wonderland.shinchu@gmail.com,文理類,新竹市東區培英街14號1樓,2022-10-05,459
新竹市政府,新竹市私立伊頓美語短期補習班,文三八九號(換),phee_chao0916@yahoo.com.tw,外語類,新竹市北區光華南街67號2樓,2002-03-01,459
新竹市政府,新竹市私立國壽文理短期補習班,,gwoso3737@gmail.com,文理類,新竹市北區延平路一段214巷108號1樓,1996-06-10,459
新竹市政府,新竹市私立育林文理短期補習班,文1409號,,文理類,新竹市新竹市香山區經國路三段78巷23號1樓,2023-05-05,459
新竹市政府,新竹市私立學好文理短期補習班,文1321號,fc3004601zsym@gmail.com,文理類,新竹市北區中山路40巷25-6號1樓,2021-11-23,459
新竹市政府,新竹市私立哇美語文理技藝短期補習班,文1388號,ny6020003@gmail.com,文理類,新竹市東區龍山東路258號1樓,2023-01-06,459
新竹市政府,新竹市私立精英兒童美語短期補習班,文201,aa008408@gmail.com,外語類,新竹市東區園後街94、98號1樓,2001-06-05,459
新竹市政府,新竹市私立山熊升大文理短期補習班,文1408號,,文理類,新竹市東區科學園路107巷2號地下1樓,2023-05-10,459
新竹市政府,新竹市私立傑優美語短期補習班,文822號(換),a0936051360@gmail.com,文理類,新竹市南大路567巷43號1樓,2009-10-23,459
新竹市政府,新竹市私立禾豐文理短期補習班,文1084號,nono1993517@gmail.com,文理類,新竹市內湖路88巷1號1樓至2樓,2018-05-25,459
新竹市政府,新竹市私立璞心藝術短期補習班,文1275號(換),tsai.peiching.ching@gmail.com,文理類,新竹市園後街67巷5號1樓,2009-11-12,459
新竹市政府,新竹市私立勝成文理短期補習班,文1018號,chuan620711@gmali.com,文理類,新竹市香山區延平路二段95之4號1樓至3樓,2017-01-18,459
新竹市政府,新竹市私立英倫英語短期補習班,文901號(換),hc2.shane@gmail.com,外語類,新竹市東區博愛街85號1樓至2樓、95號1樓至2樓,2004-01-16,459
新竹市政府,新竹市私立嘉禾文理技藝短期補習班,文1169號,gavotte.edustudio@gmail.com,文理類,新竹市東區埔頂一路147號1-2樓,2019-08-19,459
新竹市政府,新竹市私立薩姆爾美語短期補習班,文692號(換),shanice_wei@yahoo.com.tw,外語類,新竹市東區公園路227巷15號1樓,2010-02-08,459
新竹市政府,新竹市私立琳達文理短期補習班,文520號,lindaenglish@hotmail.com.tw,文理類,新竹市光復路一段268巷17號1樓,2008-06-27,459
新竹市政府,新竹市私立哈佛英數文理短期補習班,文876號(換),hafoares@gmail.com,文理類,新竹市東區東南街225號1樓至2樓,1995-06-15,459
新竹市政府,新竹市私立富華機電短期補習班,工伍號,service@fuhhwa.com.tw,電機、汽車修護、建築、工藝、製圖類,新竹市東區田美三街22巷6弄17號1-4樓,1994-11-29,459
新竹市政府,新竹市私立山熊科學文理短期補習班,文1183號(換),bear6667360@gmail.com,文理類,新竹市東區科學園路107巷1號、新竹市東區光復路一段607巷17及19號,2012-02-23,459
新竹市政府,高點教育科技股份有限公司附設新竹市私立高點文理短期補習班,文1372號(換),niki@mail.get.com.tw,文理類,新竹市東區民族路7號4、5樓,2013-12-23,459
新竹市政府,新竹市私立英維文理短期補習班,文990號(換),neurolinkhc1@gmail.com,外語類,新竹市北區四維路90號1-4樓,2001-08-19,459
新竹市政府,新竹市私立巧園美語文理短期補習班,文1041號(換),hoho510329@yahoo.com.tw,文理類,新竹市東大路三段518號1樓至2樓,1998-01-12,459
新竹市政府,新竹市私立班生文理短期補習班,文487號,wenyaoh30@gmail.com,文理類,新竹市體育街30號1樓,2007-11-29,459
新竹市政府,新竹市私立鴻揚文理短期補習班,文950號(換),,文理類,新竹市牛埔東路199號1-4樓及牛埔東路198號1-2樓,1992-04-14,459
新竹市政府,新竹市私立香翰文理技藝短期補習班,文751號,tina035309041@gmail.com,文理類,新竹市香北一路186號1樓至2樓,2012-03-02,459
新竹市政府,新竹市私立種子英語短期補習班,,acornenglishkf@gmail.com,外語類,新竹市光復路一段485巷6弄7號1-2樓,2004-12-29,459
新竹市政府,新竹市私立劍橋短期補習班,文一九二,ckkid.castle@msa.hinet.net,外語類,新竹市東區光復路一段322號二樓,2001-02-19,459
新竹市政府,新竹市私立喬太文理短期補習班,文161號,elite000006e@yahoo.com.tw,文理類,新竹市經國路一段379巷41號3樓,2000-11-22,459
新竹市政府,新竹市私立鳴典文理短期補習班,文1405號(換),alvis.alvis@ms.ahinet.net,文理類,新竹市學府路147號1樓至5樓,2015-11-09,459
新竹市政府,新竹市私立樂學文理短期補習班,文1135號,jekg.ting@msa.hinet.net,文理類,新竹市大學路81巷3弄37號1-2樓,2019-02-25,459
新竹市政府,新竹市私立迪克森文理短期補習班,文1021號(換),dicksonamy6201@gmail.com,文理類,新竹市高翠路327巷4弄34號1-3樓,2009-06-03,459
新竹市政府,新竹市私立親安文理技藝短期補習班,,,文理類,新竹市四維路21巷28號3樓至4樓,2015-09-02,459
新竹市政府,新竹市私立英達文理短期補習班,文1161號,lindaenglish168@gmail.com,文理類,新竹市光復路一段354巷1弄2號1-2樓,2019-07-22,459
新竹市政府,新竹市私立慈愛文理短期補習班,文890號,herng7719@yahoo.com.tw,文理類,新竹市中華路六段226巷6弄20號1樓至4樓,2014-09-15,459
新竹市政府,新竹市私立南瓜田美語經國分部文理短期補習班,文976號,pumpkin.pgls@gmail.com,文理類,新竹市經國路一段479巷1弄2號3樓至4樓,2016-05-17,459
新竹市政府,新竹市私立雲門三民才藝短期補習班,文一八四號,sm13319535@gmail.com,音樂、舞蹈類,新竹市民族路205號2樓,2001-11-08,459
新竹市政府,新竹市私立英語花園美語短期補習班,文1296號(換),mhkuo198@gmail.com,外語類,新竹市綠水里綠水路51號,2012-05-25,459
新竹市政府,新竹市私立良育文理短期補習班,文1306號(換),,文理類,新竹市中華路五段648巷118弄2號1-3樓,2008-11-17,459
新竹市政府,新竹市私立陽陞文理短期補習班,文257號,,文理類,新竹市東大路三段467巷30號,2004-05-17,459
新竹市政府,新竹市私立青庭美語短期補習班,文1034號,xiangshan@sesamevillage.tw,外語類,新竹市中華路四段226巷12號2樓及3樓,2017-06-06,459
新竹市政府,新竹市私立畊讀文理短期補習班,文494號(補),gendo5356311@gmail.com,文理類,新竹市光華南街82之1號1至4樓,2008-10-28,459
新竹市政府,新竹市私立華星文理短期補習班,文910號,winging2002@gmail.com,文理類,新竹市東山街32巷8號1樓,2015-03-02,459
新竹市政府,新竹市私立愛學文理短期補習班,文1301號,,文理類,新竹市東區建功路26號3樓之1之2,2021-09-08,459
新竹市政府,新竹市私立享藝學院技藝短期補習班,文1299號,,音樂、舞蹈類,新竹市東區立鵬路105號1樓,2021-09-01,459
新竹市政府,艾學爾國際有限公司附設新竹市私立艾學爾文理短期補習班金雅分班,文1334號,,文理類,新竹市北區金農路12號1-3樓,2021-12-30,459
新竹市政府,新竹市私立春禾外語短期補習班,文1323號(換),nancy09022000@yahoo.com.tw,外語類,新竹市光華北街85之2號1-2樓,2021-09-29,459
新竹市政府,新竹市私立愛德華美語短期補習班,文1342號,,外語類,新竹市中正路13號3樓,2022-05-19,459
新竹市政府,新竹市私立皇冠文理短期補習班,文1355號,,文理類,新竹市新竹市民族路255號2樓之1,2022-07-14,459
新竹市政府,新竹市私立潘老師文理短期補習班,文1300號,samonlinesuper.tw@gmail.com,文理類,新竹市高翠路221巷2弄20號1-2號,2021-09-08,459
新竹市政府,新竹市私立中外烹飪短期補習班,文1353號,,家政、插花、烹飪類,新竹市東區南大路473巷13弄2號1樓,2022-07-21,459
新竹市政府,新竹市私立貝爾實驗書苑文理技藝短期補習班,1382號,,文理類,新竹市和平路86巷20號1樓,2022-10-28,459
新竹市政府,新竹市私立旭霖文理短期補習班,文1367號,woeilin670818@gmail.com,文理類,新竹市北區南勢里6鄰延平路一段406巷15號3樓,2022-09-06,459
新竹市政府,新竹市私立群益菁英二號文理短期補習班,文1394號,,文理類,新竹市新竹市東區建華里學府路33號1樓至2樓,2023-02-01,459
新竹市政府,新竹市私立朗朗文理技藝短期補習班,,,文理類,新竹市綠水里17鄰博愛街81號1樓至2樓,2023-02-22,459
新竹市政府,文聯塾教育股份有限公司附設新竹市私立文城文理短期補習班,文1290號,wm5223168@gmail.com,文理類,新竹市民族路31號9樓,2021-06-01,459
新竹市政府,新竹市私立瑪格瑞特美語短期補習班,文583號(換),nico.h@yahoo.com.tw,外語類,新竹市武陵路266號、266號2樓之1、2樓之2、2樓之3,2001-05-19,459
新竹市政府,新竹市私立民族文理短期補習班,文1137,fateacher253@yahoo.com.tw,文理類,新竹市民族路257號1-2樓,2019-03-06,459
新竹市政府,新竹市私立米羅語文短期補習班,文420號(換),miro.kids@msa.hinet.net,外語類,新竹市建中路42號、48號1樓、建功一路202、206號1-3樓,2004-12-01,459
新竹市政府,新竹市私立東盟外語短期補習班,文1268號(換),a01889026@gmail.com,外語類,新竹市建美路67號1樓至2樓,2013-08-28,459
新竹市政府,新竹市私立閎儒文理短期補習班,文1249號(換),godpapa0415@yahoo.com.tw,文理類,新竹市新莊街258號1樓至2樓,2016-10-03,459
新竹市政府,真鑫教育有限公司附設新竹市私立丹尼互動美語文理技藝短期補習班,文1401號(換),hsinchuguangfu@gmail.com,文理類,新竹市東區光復路一段593號1樓至3樓,2016-05-19,459
新竹市政府,新竹市私立艾學爾文理短期補習班,文851號,ishareenglishschool@gmail.com,文理類,新竹市林森路169號地下1樓（辦公室）、1樓至4樓,2013-10-28,459
新竹市政府,新竹市私立佳美英語短期補習班,文383號(換),joy0825a@yahoo.oom.tw,外語類,新竹市西門街252號1-2樓,2004-09-09,459
新竹市政府,新竹市私立育光美語短期補習班,文591號,a13998415@gmail.com,外語類,新竹市光復路一段576巷6號1-2樓,2009-07-08,459
新竹市政府,新竹市私立康乃爾外語中心短期補習班,文171號,cornellh@ms52.hinet.net,外語類,新竹市中華路二段316號1樓至2樓,2001-04-03,459
新竹市政府,新竹市私立哲元文理短期補習班,文1019號,mpm5340494@gmail.com,文理類,新竹市民權路56巷2號1樓,2017-03-03,459
新竹市政府,新竹市私立華盛頓短期補習班學府分校,文1029號,was_hsinchu@yahoo.com,文理類,新竹市學府路31號1樓,2017-03-29,459
新竹市政府,新竹市私立高陞文理技藝短期補習班,文1167號(換),,文理類,新竹市民富街179號1-2樓,2019-04-09,459
新竹市政府,新竹市私立向日葵語文短期補習班,文764號(換),sunflower2000168@gmail.com,外語類,新竹市福德街45號1樓-3樓,2000-04-24,459
新竹市政府,新竹市私立向日葵向陽文理短期補習班,文1024號,sunflower2000168@gmail.com,文理類,新竹市四維路50號3樓,2017-02-20,459
新竹市政府,希格瑪文教事業股份有限公司附設新竹市私立大無限文理短期補習班,文1231號(換),bright30090@gmail.com,文理類,新竹市民族路34號9樓,2008-09-02,459
新竹市政府,大無限雲端股份有限公司附設新竹市私立大無限1號文理短期補習班,文857號，文1302號( 換),bright30090@gmail.com,文理類,新竹市民族路34號5樓,2013-12-16,459
新竹市政府,財團法人台灣基督長老教會聖經學院附設新竹市私立築聖仁光文理技藝短期補習班,文1374號(換),,文理類,新竹市高峰路56號2樓,2019-07-24,459
新竹市政府,新竹市私立奕維美語短期補習班,文1247號(換),aceschia01@gmail.com,外語類,新竹市自由路67號3樓之1,2015-03-12,459
新竹市政府,新竹市私立實一文理短期補習班,文1320號,sus1341834@gmail.com,文理類,新竹市東區光復路一段268巷11-1號1樓至3樓,2021-11-18,459
新竹市政府,新竹市私立蘇老師文理短期補習班,文660號,5317049@gmail.com,文理類,新竹市光華街81號1樓至4樓,2010-09-10,459
