課程名稱,上課地點,開放報名,開課日期,性質,職業分類
電動機車診斷維護實務技能班第三梯次,苗栗縣苗栗市聯大2號,2022/07/20,2022/09/02,青年,行政與管理
新媒體經營暨電商數位行銷培訓班,苗栗縣造橋鄉談文村學府路168號,2022/07/15,2022/11/01,青年,餐飲業
照顧服務員職前訓練專班 第01期,苗栗縣,2022/07/11,2022/09/13,職前,行政與管理
CNC電腦數值控制銑床專班第01期,苗栗縣苗栗市文聖里文發路833巷77號,2022/07/07,2022/08/07,在職,建築與工程
Solidworks 3D電腦輔助製圖班第01期,苗栗縣苗栗市文聖里文發路833巷77號,2022/06/23,2022/07/23,在職,科技與資訊技術
服裝工業打版設計製作班 第01期,苗栗縣,2022/06/05,2022/08/29,職前,藝術與設計
電腦輔助機械繪圖(AutoCAD&SolidWorks)(苗栗) 第01期,苗栗縣,2022/05/29,2022/09/22,職前,科技與資訊技術
月子照護及月子餐人員班第01期,苗栗縣竹南鎮中正路98號熱食部2樓保201教室,2022/05/26,2022/06/26,在職,行政與管理
茶葉感官品評與生活茶美學班第02期,苗栗縣苗栗市聯大1號,2022/05/23,2022/06/23,在職,行政與管理
銀髮世代多元職場技能培訓班(高齡專班) 第01期,苗栗縣,2022/05/23,2022/09/05,職前,行政與管理
家事清潔人員基礎班第01期,苗栗縣苗栗市文發路833巷77號,2022/05/12,2022/06/12,在職,行政與管理
咖啡飲品實作訓練班第01期,苗栗縣苗栗市文發路833巷77號,2022/05/11,2022/06/11,在職,行政與管理
甲種業務主管暨急救人員安全衛生教育訓練班第16期,苗栗縣竹南鎮福德路1號,2022/05/09,2022/06/09,在職,行政與管理
AutoCAD電腦輔助製圖班第02期,苗栗縣竹南鎮大營路211號,2022/04/30,2022/05/31,在職,科技與資訊技術
泰安原鄉織藝商品經營人才訓練班 第01期,苗栗縣,2022/04/25,2022/06/23,職前,行政與管理
111年照顧服務員專班訓練 第01期,苗栗縣,2022/04/25,2022/08/01,職前,行政與管理
泰安後山原住民模板鋼筋工程施作管理實務班 第01期,苗栗縣,2022/04/25,2022/07/04,職前,行政與管理
AutoCAD電腦輔助製圖班第01期,苗栗縣苗栗市文發路833巷77號,2022/04/23,2022/05/23,在職,科技與資訊技術
堆高機操作人員訓練班第15期,苗栗縣竹南鎮福德路1號,2022/04/23,2022/05/23,在職,行政與管理
時尚美甲護膚舒壓班(新住民專班) 第01期,苗栗縣,2022/04/18,2022/07/15,職前,行政與管理
皮雕設計創作實務應用班第01期,苗栗縣苗栗市府前路46號,2022/04/15,2022/05/15,在職,藝術與設計
111年照顧服務員專班訓練在職假日班 第01期,苗栗縣,2022/04/11,2022/06/12,職前,行政與管理
實用拼貼手作訓練班第01期,苗栗縣苗栗市文發路833巷77號,2022/04/09,2022/05/09,在職,藝術與設計
行動美容師培訓班 第01期,苗栗縣,2022/04/08,2022/09/13,職前,行政與管理
專業內部講師職能培訓班第01期,苗栗縣苗栗市文發路833巷77號,2022/04/07,2022/05/07,在職,行政與管理
人資勞動法令實務應用訓練班第01期,苗栗縣苗栗市府前路46號,2022/04/07,2022/05/07,在職,行政與管理
陌生業務開發技巧訓練班第01期,苗栗縣苗栗市文發路833巷77號,2022/04/06,2022/05/06,在職,行政與管理
有機作物栽培與加工應用班 第01期,苗栗縣,2022/04/06,2022/09/01,職前,行政與管理
瑜珈人員訓練班第01期,苗栗縣苗栗市饒平街26號2樓,2022/04/05,2022/05/05,在職,行政與管理
客家服飾百搭帽藝製作班 第01期,苗栗縣,2022/03/23,2022/06/02,職前,藝術與設計
花藝美學及多肉植栽設計班第01期,苗栗縣苗栗市府前路46號,2022/03/21,2022/04/20,在職,藝術與設計
食品加工經典應用班 第01期,苗栗縣,2022/03/16,2022/06/06,職前,行政與管理
照顧服務員職前訓練專班 第01期,苗栗縣,2022/03/14,2022/07/25,職前,行政與管理
財務會計職場實務運用班第01期,苗栗縣苗栗市文發路833巷77號,2022/03/13,2022/04/13,在職,行政與管理
嬰幼兒活動與教具設計班第01期,苗栗縣竹南鎮中正路98號熱食部2樓保201教室,2022/03/10,2022/04/10,在職,藝術與設計
現代護膚彩妝DIY訓練班第01期,苗栗縣苗栗市文發路833巷77號,2022/03/09,2022/05/14,在職,科技與資訊技術
實用手工皂和保養品班第01期,苗栗縣苗栗市府前路46號,2022/03/09,2022/04/09,在職,科技與資訊技術
勞資爭議調處專業技能提昇班第01期,苗栗縣苗栗市府前路46號,2022/03/09,2022/04/09,在職,行政與管理
111年度照顧服務員職業訓練班 第01期,苗栗縣,2022/03/03,2022/04/06,職前,行政與管理
111年度照顧服務員訓練專班(職前假日班) 第01期,苗栗縣,2022/03/02,2022/04/02,職前,行政與管理
手感人氣烘焙飲料實務(西點蛋糕)(苗栗) 第01期,苗栗縣,2022/03/02,2022/06/28,職前,餐飲業
111年度照顧服務員訓練 第01期,苗栗縣,2022/03/01,2022/05/16,職前,行政與管理
CNC數控工具機實務技能班第四梯次,苗栗縣苗栗市聯大路2號,2022/03/01,2022/06/27,青年,建築與工程
活力中式餐點製作(苗栗) 第01期,苗栗縣,2022/03/01,2022/06/29,職前,餐飲業
早午餐輕食實務(苗栗) 第01期,苗栗縣,2022/03/01,2022/06/27,職前,餐飲業
服飾袋包商品打版設計製作技能班 第01期,苗栗縣,2022/02/21,2022/04/06,職前,藝術與設計
照顧服務員訓練專班 第01期,苗栗縣,2022/02/21,2022/04/06,職前,行政與管理
傳統整復推拿保健班第01期,苗栗縣苗栗市恭敬里聯大1號,2022/02/19,2022/03/19,在職,行政與管理
運動舞蹈訓練中級班第01期,苗栗縣苗栗市饒平街26號2樓,2022/02/19,2022/03/19,在職,藝術與設計
拉丁舞中級班第01期,苗栗縣頭份市中華路922號2樓之6,2022/02/15,2022/03/15,在職,科技與資訊技術
東方舞魅力實務班第02期,苗栗縣頭份市中華路922號2樓之6,2022/02/11,2022/03/11,在職,科技與資訊技術
浪漫拉丁舞中級班第02期,苗栗縣頭份市中華路922號2樓之6,2022/02/11,2022/03/11,在職,科技與資訊技術
生活陶創意製作班第03期,苗栗縣苗栗市府前路46號2樓,2022/02/11,2022/03/11,在職,藝術與設計
表演人才標準舞訓練班第01期,苗栗縣苗栗市饒平街26號2樓,2022/02/10,2022/03/10,在職,行政與管理
爆汗有氧瑜珈人才訓練班第01期,苗栗縣頭份市中華路922號2樓之6,2022/02/09,2022/03/09,在職,行政與管理
瑜珈從業人員實務班第01期,苗栗縣頭份市中華路922號2樓之6,2022/01/28,2022/03/08,在職,行政與管理
活力瑜珈人才中級班第02期,苗栗縣苗栗市饒平街26號2樓,2022/01/27,2022/03/07,在職,行政與管理
烘焙實務班第01期,苗栗縣後龍鎮溪洲里砂崙湖79-9號,2022/01/26,2022/03/06,在職,餐飲業
數位轉型電商人才實作班第01期,苗栗縣苗栗市文發路833巷77號,2022/01/24,2022/03/05,在職,行政與管理
芳香照護實務應用班第01期,苗栗縣苗栗市府前路46號,2022/01/22,2022/03/03,在職,行政與管理
植萃皂與保養品調製班第01期,苗栗縣苗栗市府前路46號2樓,2022/01/22,2022/03/02,在職,科技與資訊技術
觀光旅遊韓國語會話入門班第01期,苗栗縣苗栗市府前路46號,2022/01/22,2022/02/22,在職,藝術與設計
手作布藝實務班第02期,苗栗縣苗栗市府前路46號2樓,2022/01/22,2022/03/03,在職,藝術與設計
生活實用日語班第02期,苗栗縣苗栗市府前路46號2樓,2022/01/21,2022/03/01,在職,行政與管理
針線創作拼布班第01期,苗栗縣苗栗市府前路46號,2022/01/21,2022/02/21,在職,藝術與設計
時尚美甲美睫美容班(新住民專班) 第02期,苗栗縣,2022/01/05,2022/05/05,職前,行政與管理
時尚美甲美睫美容班(新住民專班) 第01期,苗栗縣,2022/01/05,2022/03/02,職前,行政與管理
電腦輔助機械繪圖(AutoCAD) (苗栗) 第01期,苗栗縣,2022/01/01,2022/04/26,職前,科技與資訊技術
電腦輔助機械製造班(苗栗)(產訓合作) 第01期,苗栗縣,2021/12/10,2022/05/26,職前,建築與工程
嬰幼兒按摩瑜珈班第02期,苗栗縣苗栗市站前1號16樓之1,2021/11/18,2021/12/18,在職,科技與資訊技術
最新勞動法令修法與爭議案例班第01期,苗栗縣苗栗市府前路46號,2021/11/18,2021/12/25,在職,行政與管理
PMP國際專案管理訓練班第01期,苗栗縣苗栗市文發路833巷77號,2021/11/14,2021/12/14,在職,行政與管理
堆高機操作人員訓練班第01期,苗栗縣竹南鎮福德路1號,2021/11/06,2021/12/06,在職,行政與管理
咖啡飲品實作訓練班第02期,苗栗縣苗栗市文發路833巷77號,2021/11/04,2021/12/04,在職,行政與管理
好客文創商品設計製作班 第01期,苗栗縣,2021/09/24,2021/10/27,職前,藝術與設計
航拍技術及操作培訓班第02期,苗栗縣苗栗市文發路833巷77號,2021/09/17,2021/12/19,在職,行政與管理
超實用紓壓芳療行動美容訓練班第02期,苗栗縣苗栗市文發路833巷77號,2021/09/16,2021/12/04,在職,餐飲業
電動機車診斷維護實務技能班第二梯次,苗栗縣苗栗市聯大路2號,2021/09/10,2021/10/08,青年,行政與管理
家事清潔人員基礎班第01期,苗栗縣苗栗市文發路833巷77號,2021/09/06,2021/11/28,在職,行政與管理
工廠生產品質管理實務訓練班第01期,苗栗縣苗栗市文發路833巷77號,2021/09/01,2021/12/10,在職,行政與管理
國際商品設計行銷企劃班,苗栗縣苗栗市新苗里中正路825號,2021/08/15,2021/12/15,青年,行政與管理
營建基礎工程暨職業安全衛生訓練班 第01期,苗栗縣,2021/08/01,2021/12/27,職前,行政與管理
3D美睫造型美甲美膚班(苗栗市) 第01期,苗栗縣,2021/06/29,2022/09/26,職前,科技與資訊技術
照顧服務員專班職前訓練 第01期,苗栗縣,2021/06/21,2021/08/10,職前,行政與管理
電腦輔助機械繪圖(AutoCAD&SolidWorks)(苗栗) 第01期,苗栗縣,2021/06/01,2021/09/23,職前,科技與資訊技術
凝膠美甲美睫美容班(新住民專班) 第01期,苗栗縣,2021/05/19,2021/10/12,職前,建築與工程
新式挽臉美容舒壓班(新住民專班) 第01期,苗栗縣,2021/05/19,2021/07/28,職前,行政與管理
電動機車診斷維護實務技能班,苗栗縣苗栗市聯大路2號,2021/05/10,2021/08/02,青年,行政與管理
CNC數控工具機實務技能班-第三梯次,苗栗縣苗栗市聯大路2號,2021/05/10,2021/07/19,青年,建築與工程
110年度照顧服務員訓練 第01期,苗栗縣,2021/05/03,2021/10/19,職前,行政與管理
苗栗在地青年無人機應用發展培訓班,苗栗縣卓蘭鎮老庄里161號(卓蘭高中),2021/05/01,2021/08/09,青年,行政與管理
CNC數控工具機實務技能班-第二梯次,苗栗縣苗栗市聯大路2號,2021/04/30,2021/06/15,青年,建築與工程
離岸風電產業風機巡檢應用之專業無人機飛手培育課程,苗栗縣苗栗市聯大路2號,2021/04/30,2021/07/14,青年,行政與管理
倉儲機械操作技術訓練班 第01期,苗栗縣,2021/04/27,2021/10/01,職前,行政與管理
110年照顧服務員專班訓練職前平日班 第01期,苗栗縣,2021/04/15,2021/08/09,職前,行政與管理
無人機專業飛手操作訓練班,苗栗縣造橋鄉學府路168號,2021/04/01,2021/06/16,青年,行政與管理
行動美容師技能訓練班 第01期,苗栗縣,2021/03/10,2021/07/13,職前,行政與管理
電子商務暨行銷人員專業技巧班,苗栗縣造橋鄉談文村學府路168號,2021/03/01,2021/06/15,青年,行政與管理
BIM智慧建築與空間設計人才培訓班,苗栗縣竹南鎮延平路110號,2021/03/01,2021/11/02,青年,建築與工程
異國西餐料理實務 (苗栗) 第01期,苗栗縣,2021/02/18,2021/08/04,職前,行政與管理
活力中式餐點製作(苗栗) 第01期,苗栗縣,2021/02/18,2021/08/03,職前,餐飲業
手感人氣烘焙飲料實務(西點蛋糕)(苗栗) 第01期,苗栗縣,2021/02/18,2021/07/13,職前,餐飲業
電腦影像美編設計(苗栗) 第01期,苗栗縣,2020/11/16,2021/03/22,職前,藝術與設計
原創袋包商品設計製作班(原住民專班訓練-苗栗縣) 第01期,苗栗縣,2020/10/30,2020/11/30,職前,建築與工程
藝術造型美甲暨時尚美睫培訓班 第01期,苗栗縣,2020/10/12,2020/12/18,職前,藝術與設計
手工藝開發設計人才培訓班(區域性-苗栗縣) 第01期,苗栗縣,2020/08/28,2020/11/09,職前,建築與工程
跨域電商平台經營人才養成班,苗栗縣造橋鄉談文村學府路168號,2020/08/28,2020/10/14,青年,行政與管理
跨域電商平台經營人才養成班,苗栗縣造橋鄉談文村學府路168號,2020/08/28,2020/12/15,青年,行政與管理
特色文創商品製作人才培訓班(區域性-苗栗縣) 第01期,苗栗縣,2020/08/27,2020/10/08,職前,行政與管理
美容美甲挽臉護膚班(區域性-苗栗市) 第01期,苗栗縣,2020/08/25,2020/10/07,職前,行政與管理
時尚美甲美容舒壓班(區域性-苗栗市) 第01期,苗栗縣,2020/08/25,2020/12/10,職前,行政與管理
照顧服務員專班職前訓練 第01期,苗栗縣,2020/08/24,2020/10/13,職前,行政與管理
中西式麵點與養生料理班 第01期,苗栗縣,2020/08/20,2020/09/15,職前,餐飲業
109年照顧服務員第1班 第01期,苗栗縣,2020/08/04,2020/09/14,職前,行政與管理
車縫染織技能培訓班(指定類組-苗栗縣) 第01期,苗栗縣,2020/07/24,2020/10/19,職前,建築與工程
美容美甲挽臉護膚班(新住民專班訓練-苗栗市) 第01期,苗栗縣,2020/07/06,2020/09/03,職前,建築與工程
109年度照顧服務員職前專班(平日班) 第01期,苗栗縣,2020/07/01,2020/08/10,職前,行政與管理
電腦輔助機械繪圖（Auto CAD＆Inventor）（政策性課程）（苗栗） 第01期,苗栗縣,2020/05/24,2020/09/14,職前,建築與工程
多元媒材製作人才培訓班 第01期,苗栗縣,2020/05/23,2020/08/03,職前,行政與管理
照顧服務員訓練 第01期,苗栗縣,2020/04/29,2020/06/06,職前,行政與管理
服飾設計管理及行銷管理 第01期,苗栗縣,2020/04/27,2020/06/15,職前,行政與管理
創意商品設計及行銷管理 第01期,苗栗縣,2020/04/27,2020/05/18,職前,行政與管理
109年照顧服務員訓練 第01期,苗栗縣,2020/04/22,2020/06/02,職前,行政與管理
在地觀光文創伴手禮製作班 第01期,苗栗縣,2020/04/10,2020/08/17,職前,餐飲業
食物製備暨食品加工班 第01期,苗栗縣,2020/04/08,2020/08/06,職前,行政與管理
物流機械操作訓練班 第01期,苗栗縣,2020/04/06,2020/06/30,職前,行政與管理
行動美甲專業人員培訓班 第01期,苗栗縣,2020/04/06,2020/08/14,職前,行政與管理
苗栗縣原住民電腦網路應用班 第01期,苗栗縣,2020/04/01,2020/07/01,職前,科技與資訊技術
109年照顧服務員訓練 第01期,苗栗縣,2020/04/01,2020/05/11,職前,行政與管理
氣體系統配管技術專 第01期,苗栗縣,2020/04/01,2020/07/06,職前,行政與管理
109年度照顧服務員職前班 第01期,苗栗縣,2020/03/27,2020/05/25,職前,行政與管理
照顧服務員術科專班 第01期,苗栗縣,2020/03/20,2020/06/22,職前,行政與管理
109托育人員職業訓練班（ 假日班） 第01期,苗栗縣,2020/03/16,2020/08/01,職前,行政與管理
手感人氣烘焙飲料實務(西點蛋糕) (苗栗) 第01期,苗栗縣,2020/03/08,2020/06/29,職前,餐飲業
活力中式餐點製作（苗栗） 第01期,苗栗縣,2020/03/05,2020/07/06,職前,餐飲業
異國西餐料理實務(苗栗) 第01期,苗栗縣,2020/03/03,2020/07/03,職前,行政與管理
時尚美容美甲造型班(新住民專班訓練-苗栗縣) 第01期,苗栗縣,2020/01/14,2020/03/27,職前,建築與工程
倉儲物流機械操作實務訓練班 第01期,苗栗縣,2019/10/14,2019/10/22,職前,行政與管理
手創點心烘焙實作班 第01期,苗栗縣,2019/10/01,2019/11/08,職前,餐飲業
精密機械設計製造實務班 第01期,苗栗縣,2019/10/01,2020/02/25,職前,藝術與設計
美容美甲實務設計班 第02期,苗栗縣,2019/09/19,2019/10/28,職前,藝術與設計
108年度照顧服務員職前專班(平日班)02 第02期,苗栗縣,2019/08/08,2019/09/11,職前,行政與管理
中餐烹飪暨月子料理培訓B班 第01期,苗栗縣,2019/08/01,2019/10/02,職前,餐飲業
觀光文創商品製作人才培訓班 第01期,苗栗縣,2019/07/25,2019/10/14,職前,行政與管理
服飾車縫打版技能培訓班(苗栗地區) 第01期,苗栗縣,2019/07/22,2019/09/30,職前,建築與工程
烘焙食品西點蛋糕實務 第01期,苗栗縣,2019/06/27,2019/07/16,職前,餐飲業
照顧服務員專班職前訓練 第01期,苗栗縣,2019/06/10,2019/07/15,職前,行政與管理
108年照顧服務員A班 第01期,苗栗縣,2019/06/01,2019/08/26,職前,行政與管理
中餐烹飪暨月子料理培訓A班 第01期,苗栗縣,2019/05/22,2019/08/01,職前,餐飲業
托育人員職業訓練班 第01期,苗栗縣,2019/05/13,2019/06/15,職前,行政與管理
108年度照顧服務員職前專班(平日班)04 第01期,苗栗縣,2019/05/02,2019/06/10,職前,行政與管理
苗栗縣原住民電腦網路應用班 第01期,苗栗縣,2019/04/25,2019/06/28,職前,科技與資訊技術
烘焙食品製作訓練班 第04期,苗栗縣,2019/04/23,2019/10/21,職前,餐飲業
烘焙食品製作訓練班 第03期,苗栗縣,2019/04/23,2019/07/29,職前,餐飲業
時尚飲品製作訓練班 第02期,苗栗縣,2019/04/23,2019/07/16,職前,行政與管理
複合式創易餐點培訓班 第01期,苗栗縣,2019/04/23,2019/06/11,職前,餐飲業
創意設計時裝技能班 第01期,苗栗縣,2019/04/22,2019/07/01,職前,藝術與設計
輕盈時尚機能服飾創作班 第01期,苗栗縣,2019/04/22,2019/06/03,職前,藝術與設計
多媒材手創藝品人才培訓班 第01期,苗栗縣,2019/04/17,2019/05/13,職前,藝術與設計
108年度照顧服務員職前專班(平日班)03 第01期,苗栗縣,2019/04/01,2019/05/13,職前,行政與管理
108年度照顧服務員職前專班(平日班)01 第01期,苗栗縣,2019/03/26,2019/04/08,職前,行政與管理
108年度照顧服務員職前專班(平日班)02 第01期,苗栗縣,2019/03/25,2019/04/22,職前,行政與管理
108年度照顧服務員在職專班(假日班)01 第01期,苗栗縣,2019/03/08,2019/04/20,職前,行政與管理
芥菜實作與產業加值班 第01期,苗栗縣,2019/03/04,2019/09/02,職前,行政與管理
休閒農場經營管理班 第01期,苗栗縣,2019/01/29,2019/08/05,職前,行政與管理
異國風味料理(苗栗) 第01期,苗栗縣,2019/01/23,2019/05/23,職前,餐飲業
原鄉特色帆布袋包實作班(其他類-原住民融合式訓練-苗栗縣) 第01期,苗栗縣,2019/01/18,2019/03/29,職前,建築與工程
電腦繪圖美編實務（苗栗） 第01期,苗栗縣,2019/01/16,2019/05/07,職前,科技與資訊技術
活力早午餐實務（苗栗） 第01期,苗栗縣,2018/10/01,2019/01/17,職前,行政與管理
電腦輔助工業繪圖(Inventor)(苗栗) 第01期,苗栗縣,2018/10/01,2019/01/18,職前,科技與資訊技術
釀漬米麵食設計班 第01期,苗栗縣,2018/04/20,2019/08/28,職前,藝術與設計
