課程名稱,上課地點,開放報名,開課日期,性質,職業分類
暮暮蒔花生活花藝班第15期,雲林縣斗六市雲林路2段559號,2022/08/16,2022/09/15,在職,藝術與設計
智慧物聯網程式設計實作訓練班,雲林縣虎尾鎮文化路64號(四期大樓-ATD0502電腦教室),2022/08/15,2022/10/17,青年,科技與資訊技術
智能交易實作碩士學分班第01期,雲林縣斗六市大學路３段123號,2022/08/09,2022/09/08,在職,行政與管理
園藝觀葉植物栽培班第01期,雲林縣斗六市中華路100號4樓,2022/08/07,2022/09/06,在職,行政與管理
中小企業稅務實用培訓班第01期,雲林縣斗六市嘉安五街71號,2022/08/07,2022/09/06,在職,行政與管理
PMP國際專案管理訓練班第10期,雲林縣斗六市雲林路二段225號11樓,2022/08/07,2022/09/06,在職,行政與管理
女裝外套打版與平車織品應用班第01期,雲林縣斗六市中華路100號4樓,2022/08/06,2022/09/05,在職,藝術與設計
手工西點下午茶點心班第01期,雲林縣斗六市北平路29號5樓,2022/08/05,2022/09/04,在職,餐飲業
和風時尚拼布製作實務班第04期,雲林縣斗六市永樂街35號5樓,2022/08/03,2022/08/21,在職,藝術與設計
美髮美甲靚亮玩色造型設計班第03期,雲林縣斗六市上海路289號3樓,2022/08/03,2022/09/02,在職,餐飲業
婚禮會場佈置創意班第08期,雲林縣斗六市永樂街35號5樓,2022/08/02,2022/08/23,在職,科技與資訊技術
國際標準舞蹈訓練班第03期,雲林縣斗南鎮大同路150號,2022/08/02,2022/09/01,在職,藝術與設計
烙畫設計訓練班第02期,雲林縣斗六市中華路100號4樓,2022/08/02,2022/09/01,在職,藝術與設計
婚禮風情手工皂暨芳香精油應用班第06期,雲林縣斗六市永樂街35號5樓,2022/08/01,2022/08/31,在職,藝術與設計
靚亮男士時尚剪燙染造型實務班第01期,雲林縣斗六市上海路289號3樓,2022/08/01,2022/08/23,在職,科技與資訊技術
國際行銷策略、電子商務與社群經營實務班,雲林縣斗六市大學路3段123號(國立雲林科技大學-設計學院二館2樓DC218教室),2022/08/01,2022/12/23,青年,行政與管理
綠色經濟、企業減碳永續發展及專案管理實務班,雲林縣斗六市大學路3段123號(國立雲林科技大學-未來學院1樓FB105教室),2022/08/01,2022/12/29,青年,行政與管理
時尚髮藝剪燙造型實務班第06期,雲林縣斗六市永樂街35號5樓,2022/07/31,2022/08/30,在職,藝術與設計
職場Excel函數活用效率提升班第01期,雲林縣斗六市雲林路二段225號11樓,2022/07/31,2022/08/30,在職,科技與資訊技術
花式美甲凝膠彩繪浮雕創意設計班第08期,雲林縣斗六市永樂街35號5樓,2022/07/30,2022/08/29,在職,藝術與設計
可愛造型點心班第14期,雲林縣虎尾鎮光明路171號,2022/07/29,2022/08/28,在職,餐飲業
喪禮服務應用班第01期,雲林縣斗六市上海路287號3樓,2022/07/29,2022/08/15,在職,行政與管理
坐月子服務人員訓練班第22期,雲林縣虎尾鎮光明路175號2樓,2022/07/29,2022/08/21,在職,行政與管理
中式麵點製作班第02期,雲林縣虎尾鎮林森路１段360巷128號,2022/07/29,2022/08/14,在職,餐飲業
多肉植栽與觀葉植物創意手作應用班第06期,雲林縣斗六市永樂街35號5樓,2022/07/28,2022/08/27,在職,藝術與設計
烘焙技能班第13期,雲林縣虎尾鎮林森路一段360巷128號,2022/07/28,2022/09/03,在職,餐飲業
囍樂陶陶玩藝班第11期,雲林縣虎尾鎮光明路171號,2022/07/28,2022/08/27,在職,科技與資訊技術
三菱可程式控制器PLC基礎應用技術培訓班第04期,雲林縣斗六市大學路３段123號,2022/07/28,2022/11/27,在職,科技與資訊技術
恰恰恰舞蹈訓練班第02期,雲林縣斗南鎮大同路150號,2022/07/27,2022/08/26,在職,科技與資訊技術
天然植萃精油入皂舒活班第18期,雲林縣斗六市雲林路２段559號,2022/07/27,2022/08/26,在職,科技與資訊技術
精油調配與經絡芳療保健進階班第11期,雲林縣斗六市永樂街35號5樓,2022/07/27,2022/08/26,在職,醫療保健
精品咖啡與飲品調製實務班第04期,雲林縣斗六市永樂街35號5樓,2022/07/26,2022/08/25,在職,行政與管理
國際凝膠指甲彩繪認證暨整體造型培訓班（新住民專班） 第01期,雲林縣,2022/07/12,2022/09/12,職前,建築與工程
伴手禮創業行銷班(新住民專班) 第01期,雲林縣,2022/06/27,2022/11/14,職前,行政與管理
Power BI大數據篩選分析與商業圖表設計實務班第01期,雲林縣斗六市大學路３段123號,2022/06/23,2022/08/06,在職,科技與資訊技術
職人咖啡飲品暨新潮歐風西點班(新住民專班) 第01期,雲林縣,2022/06/17,2022/10/17,職前,藝術與設計
室內空間漆作第02期,雲林縣,2022/06/17,2022/08/14,在職,藝術與設計
Python數據分析及網路爬蟲應用實作班第04期,雲林縣斗六市大學路３段123號,2022/06/16,2022/07/16,在職,科技與資訊技術
照顧服務員訓練(雲林職前) 第01期 第01期,雲林縣,2022/06/06,2022/07/04,職前,行政與管理
平車拷克暨女裝證照班 第01期,雲林縣,2022/06/02,2022/07/25,職前,藝術與設計
美容丙級證照技能培訓班 第01期,雲林縣,2022/06/01,2022/08/01,職前,行政與管理
美甲彩繪暨時尚理髮美髮設計班(新住民專班) 第01期,雲林縣,2022/05/30,2022/11/01,職前,行政與管理
證券投資實務碩士學分班第02期,雲林縣斗六市大學路３段123號,2022/05/25,2022/06/25,在職,行政與管理
不動產經紀營業員進階訓練B班第01期,雲林縣斗六市雲林路二段211號10樓,2022/05/20,2022/06/20,在職,行政與管理
辦公室事務人員常用軟體研習班 第01期,雲林縣,2022/05/17,2022/09/12,職前,行政與管理
美體經絡與芳療SPA乙級證照班 第01期,雲林縣,2022/05/16,2022/08/19,職前,科技與資訊技術
咖啡飲料調製證照暨創意點心班 第01期,雲林縣,2022/05/16,2022/08/02,職前,餐飲業
居家木作設計暨裝潢家飾製作班 第01期,雲林縣,2022/05/13,2022/06/28,職前,藝術與設計
園藝創意設計暨行銷實務班 第01期,雲林縣,2022/05/13,2022/09/05,職前,行政與管理
農產加工暨香氛手作應用技能班 第01期,雲林縣,2022/05/13,2022/08/01,職前,行政與管理
社交舞蹈中階班第19期,雲林縣斗南鎮大同路150號地下室1樓,2022/05/01,2022/06/01,在職,科技與資訊技術
星奇照顧服務員訓練職前班 第01期,雲林縣,2022/05/01,2022/07/25,職前,行政與管理
歐法麵包甜點班第04期,雲林縣虎尾鎮林森路１段360巷128號,2022/04/22,2022/05/22,在職,餐飲業
托育人員專業訓練班(職前班) 第04期,雲林縣,2022/04/20,2022/06/15,職前,行政與管理
托育人員專業訓練班(在職班) 第05期,雲林縣,2022/04/20,2022/09/16,職前,行政與管理
不動產經紀營業員專業訓練班第01期,雲林縣斗六市雲林路二段211號10樓,2022/04/16,2022/05/16,在職,行政與管理
烘焙技能班第12期,雲林縣虎尾鎮林森路一段360巷128號,2022/04/14,2022/05/14,在職,餐飲業
國際多益英語基礎實務訓練班第01期,雲林縣斗六市嘉安五街71號,2022/04/11,2022/05/11,在職,行政與管理
道教科儀應用與實務班第03期,雲林縣斗六市長安里萬年東路七二號二F,2022/04/08,2022/05/08,在職,藝術與設計
職場助理級人員資訊生產力提升實務班第02期,雲林縣斗六市雲林路二段225號11樓,2022/04/07,2022/05/07,在職,行政與管理
智慧農業植保機應用班第05期,雲林縣斗六市大學路３段123號,2022/04/07,2022/05/07,在職,行政與管理
雲林縣「111年度補助辦理照顧服務員訓練計畫」 第01期,雲林縣,2022/04/07,2022/05/09,職前,行政與管理
居家照護技巧與健康促進人才培訓班第01期,雲林縣斗六市中華路100號2樓,2022/03/30,2022/04/30,在職,行政與管理
飲調證照及國際咖啡師認證班(原住民專班) 第01期,雲林縣,2022/03/29,2022/05/30,職前,行政與管理
平車拷克及服飾品製作班(融合式專班) 第01期,雲林縣,2022/03/29,2022/04/21,職前,建築與工程
清潔人員培訓班(融合式專班) 第01期,雲林縣,2022/03/28,2022/07/04,職前,行政與管理
車縫技術檢定及職人工藝培訓班 第01期,雲林縣,2022/03/21,2022/06/29,職前,行政與管理
銀髮養生膳食暨坐月子料理實務班 第01期,雲林縣,2022/03/21,2022/06/13,職前,行政與管理
植保機應用維修工程師培訓班,雲林縣斗六市大學路3段123號,2022/03/21,2022/06/29,青年,建築與工程
創意烘焙暨蛋糕丙級證照班 第01期,雲林縣,2022/03/21,2022/06/06,職前,餐飲業
農機操作維修暨有機耕作實務班 第01期,雲林縣,2022/03/20,2022/06/20,職前,行政與管理
美髮丙級證照暨時尚髮藝造型實務班 第01期,雲林縣,2022/03/18,2022/06/23,職前,行政與管理
宅經濟複合式料理包製作創業班 第01期,雲林縣,2022/03/18,2022/05/09,職前,藝術與設計
翻玩咖啡及甜點製作班第03期,雲林縣虎尾鎮光明路171號,2022/03/17,2022/04/17,在職,藝術與設計
戀戀南國風飲料調製班第01期,雲林縣斗六市北平路29號,2022/03/16,2022/07/02,在職,餐飲業
品質管理與分析基礎班第01期,雲林縣斗六市雲林路二段225號11樓,2022/03/12,2022/04/12,在職,行政與管理
不動產經紀營業員進階訓練A班第01期,雲林縣斗六市雲林路二段211號10樓,2022/03/11,2022/04/11,在職,行政與管理
雲林縣照顧服務員職前訓練班 第01期,雲林縣,2022/03/10,2022/05/09,職前,行政與管理
植感園藝實務創作班第12期,雲林縣虎尾鎮光明路171號,2022/03/08,2022/04/08,在職,行政與管理
國際標準舞蹈訓練班第02期,雲林縣斗南鎮大同路150號地下室1樓,2022/03/07,2022/04/07,在職,藝術與設計
婚禮小物暨美姿美體實務B班第05期,雲林縣斗六市永樂街35號5樓,2022/03/06,2022/04/06,在職,藝術與設計
勞資關係管理與勞資爭議處理實務班第01期,雲林縣斗六市雲林路２段559號,2022/03/06,2022/04/06,在職,行政與管理
居家照護技巧與健康促進人才培訓班第01期,雲林縣斗六市中華路100號2樓,2022/03/30,2022/04/30,在職,行政與管理
飲調證照及國際咖啡師認證班(原住民專班) 第01期,雲林縣,2022/03/29,2022/05/30,職前,行政與管理
平車拷克及服飾品製作班(融合式專班) 第01期,雲林縣,2022/03/29,2022/04/21,職前,建築與工程
清潔人員培訓班(融合式專班) 第01期,雲林縣,2022/03/28,2022/07/04,職前,行政與管理
車縫技術檢定及職人工藝培訓班 第01期,雲林縣,2022/03/21,2022/06/29,職前,行政與管理
銀髮養生膳食暨坐月子料理實務班 第01期,雲林縣,2022/03/21,2022/06/13,職前,行政與管理
植保機應用維修工程師培訓班,雲林縣斗六市大學路3段123號,2022/03/21,2022/06/29,青年,建築與工程
創意烘焙暨蛋糕丙級證照班 第01期,雲林縣,2022/03/21,2022/06/06,職前,餐飲業
農機操作維修暨有機耕作實務班 第01期,雲林縣,2022/03/20,2022/06/20,職前,行政與管理
美髮丙級證照暨時尚髮藝造型實務班 第01期,雲林縣,2022/03/18,2022/06/23,職前,行政與管理
宅經濟複合式料理包製作創業班 第01期,雲林縣,2022/03/18,2022/05/09,職前,藝術與設計
翻玩咖啡及甜點製作班第03期,雲林縣虎尾鎮光明路171號,2022/03/17,2022/04/17,在職,藝術與設計
戀戀南國風飲料調製班第01期,雲林縣斗六市北平路29號,2022/03/16,2022/07/02,在職,餐飲業
品質管理與分析基礎班第01期,雲林縣斗六市雲林路二段225號11樓,2022/03/12,2022/04/12,在職,行政與管理
不動產經紀營業員進階訓練A班第01期,雲林縣斗六市雲林路二段211號10樓,2022/03/11,2022/04/11,在職,行政與管理
雲林縣照顧服務員職前訓練班 第01期,雲林縣,2022/03/10,2022/05/09,職前,行政與管理
植感園藝實務創作班第12期,雲林縣虎尾鎮光明路171號,2022/03/08,2022/04/08,在職,行政與管理
國際標準舞蹈訓練班第02期,雲林縣斗南鎮大同路150號地下室1樓,2022/03/07,2022/04/07,在職,藝術與設計
婚禮小物暨美姿美體實務B班第05期,雲林縣斗六市永樂街35號5樓,2022/03/06,2022/04/06,在職,藝術與設計
勞資關係管理與勞資爭議處理實務班第01期,雲林縣斗六市雲林路２段559號,2022/03/06,2022/04/06,在職,行政與管理
生活傢俱彩繪創作實務班第16期,雲林縣斗六市雲林路2段559號,2022/02/26,2022/03/26,在職,藝術與設計
親子元氣點心料理班第13期,雲林縣虎尾鎮光明路171號,2022/02/26,2022/03/26,在職,餐飲業
美好食光蛋糕班第07期,雲林縣虎尾鎮光明路171號,2022/02/23,2022/03/23,在職,餐飲業
照顧服務員專班 第01期,雲林縣,2022/02/21,2022/03/14,職前,行政與管理
坐月子服務人員訓練班第21期,雲林縣斗六市雲林路２段559號,2022/02/20,2022/03/20,在職,行政與管理
手作蛋糕下午茶點心班第01期,雲林縣斗六市北平路29號,2022/02/19,2022/03/19,在職,餐飲業
婚禮花藝及會場佈置美學班第12期,雲林縣虎尾鎮光明路171號,2022/02/19,2022/03/19,在職,藝術與設計
室內空間漆作第01期,雲林縣,2022/02/18,2022/04/17,在職,藝術與設計
飲料調製暨咖啡館經營實務班 第01期,雲林縣,2022/02/18,2022/06/27,職前,行政與管理
生活時尚花藝設計班第14期,雲林縣斗六市雲林路2段559號,2022/02/14,2022/03/14,在職,藝術與設計
天然植萃精油入皂舒活班第17期,雲林縣斗六市雲林路２段559號,2022/02/14,2022/03/12,在職,科技與資訊技術
戀戀南國風咖啡飲調班 第01期,雲林縣,2022/02/14,2022/08/01,職前,藝術與設計
囍樂陶陶玩藝班第10期,雲林縣斗六市雲林路２段559號,2022/02/13,2022/03/13,在職,科技與資訊技術
喪禮服務人員基礎班第01期,雲林縣斗六市上海路287號3樓,2022/02/10,2022/03/10,在職,行政與管理
運用Excel管理專案提升工作效益實作班第02期,雲林縣斗六市雲林路二段225號11樓,2022/02/10,2022/03/10,在職,行政與管理
春季花漾凝膠美甲彩繪班第01期,雲林縣虎尾鎮光明路175號,2022/02/10,2022/03/10,在職,藝術與設計
歐風西點暨台式懷舊麵包班 第01期,雲林縣,2022/02/09,2022/03/14,職前,餐飲業
靚亮時尚剪燙染實務班第02期,雲林縣斗六市上海路289號3樓,2022/02/07,2022/03/07,在職,科技與資訊技術
照顧服務員訓練(雲林職前)第01期太舜職前 第01期,雲林縣,2022/02/01,2022/07/12,職前,行政與管理
中小企業稅務實用專班第01期,雲林縣斗六市嘉安五街71號,2022/01/28,2022/03/08,在職,行政與管理
社交舞蹈中階班第18期,雲林縣斗南鎮大同路150號地下室1樓,2021/11/22,2021/12/22,在職,科技與資訊技術
美好食光蛋糕班第06期,雲林縣虎尾鎮光明路171號,2021/11/19,2021/12/19,在職,餐飲業
造型上衣及變化裙時裝設計製作班第01期,雲林縣斗六市中華路100號4樓,2021/11/17,2021/12/24,在職,科技與資訊技術
新娘髮型與挽臉彩妝實務設計班第02期,雲林縣斗六市上海路289號,2021/11/14,2021/12/14,在職,藝術與設計
園藝作物栽培班第08期,雲林縣斗六市中華路100號4樓,2021/11/07,2021/12/07,在職,行政與管理
時尚服飾製作班C班第02期,雲林縣古坑鄉荷苞厝8號1樓,2021/11/05,2021/12/26,在職,藝術與設計
證券投資實務碩士學分班第01期,雲林縣斗六市大學路３段123號,2021/11/04,2021/12/04,在職,行政與管理
金工技法創意飾品設計製作班第03期,雲林縣斗六市中華路100號4樓,2021/10/28,2021/11/28,在職,藝術與設計
頭皮養護暨剪燙染設計實務班第02期,雲林縣斗六市上海路289號3樓,2021/10/18,2021/12/23,在職,行政與管理
國際標準舞蹈訓練班第01期,雲林縣斗南鎮大同路150號,2021/10/04,2021/12/09,在職,藝術與設計
不動產經紀營業員進階訓練C班第01期,雲林縣斗六市雲林路二段211號10樓,2021/10/01,2021/12/20,在職,行政與管理
跨境行銷人才培訓班(雲林) 第1梯,雲林縣斗六市民生路191號,2021/09/15,2022/01/17,青年,行政與管理
跨境行銷人才培訓班(雲林) 第2梯,雲林縣斗六市民生路191號,2021/09/15,2022/05/24,青年,行政與管理
烘焙技能班第11期,雲林縣虎尾鎮林森路一段360巷128號,2021/09/05,2021/12/11,在職,餐飲業
不動產經紀人專業輔導班第01期,雲林縣斗南鎮建國一路25號(雲林縣不動產經紀人員職業工會),2021/09/03,2021/11/28,在職,行政與管理
流行服飾製作進階B班第04期,雲林縣古坑鄉荷苞厝8號1樓,2021/09/02,2021/11/27,在職,科技與資訊技術
太陽光電設置技術士短期訓練班(第三期),雲林縣虎尾鎮文化路64號,2021/08/16,2022/06/27,青年,建築與工程
照顧服務員訓練(雲林職前) 第01期,雲林縣,2021/08/10,2021/09/06,職前,行政與管理
托育人員專業訓練班(職前班) 第02期,雲林縣,2021/08/02,2021/08/28,職前,行政與管理
元氣健康早午餐實務班 第01期,雲林縣,2021/07/30,2021/11/01,職前,餐飲業
社交舞蹈中階班第18期,雲林縣斗南鎮大同路150號地下室1樓,2021/11/22,2021/12/22,在職,科技與資訊技術
美好食光蛋糕班第06期,雲林縣虎尾鎮光明路171號,2021/11/19,2021/12/19,在職,餐飲業
造型上衣及變化裙時裝設計製作班第01期,雲林縣斗六市中華路100號4樓,2021/11/17,2021/12/24,在職,科技與資訊技術
新娘髮型與挽臉彩妝實務設計班第02期,雲林縣斗六市上海路289號,2021/11/14,2021/12/14,在職,藝術與設計
園藝作物栽培班第08期,雲林縣斗六市中華路100號4樓,2021/11/07,2021/12/07,在職,行政與管理
時尚服飾製作班C班第02期,雲林縣古坑鄉荷苞厝8號1樓,2021/11/05,2021/12/26,在職,藝術與設計
證券投資實務碩士學分班第01期,雲林縣斗六市大學路３段123號,2021/11/04,2021/12/04,在職,行政與管理
金工技法創意飾品設計製作班第03期,雲林縣斗六市中華路100號4樓,2021/10/28,2021/11/28,在職,藝術與設計
頭皮養護暨剪燙染設計實務班第02期,雲林縣斗六市上海路289號3樓,2021/10/18,2021/12/23,在職,行政與管理
國際標準舞蹈訓練班第01期,雲林縣斗南鎮大同路150號,2021/10/04,2021/12/09,在職,藝術與設計
不動產經紀營業員進階訓練C班第01期,雲林縣斗六市雲林路二段211號10樓,2021/10/01,2021/12/20,在職,行政與管理
跨境行銷人才培訓班(雲林) 第1梯,雲林縣斗六市民生路191號,2021/09/15,2022/01/17,青年,行政與管理
跨境行銷人才培訓班(雲林) 第2梯,雲林縣斗六市民生路191號,2021/09/15,2022/05/24,青年,行政與管理
烘焙技能班第11期,雲林縣虎尾鎮林森路一段360巷128號,2021/09/05,2021/12/11,在職,餐飲業
不動產經紀人專業輔導班第01期,雲林縣斗南鎮建國一路25號(雲林縣不動產經紀人員職業工會),2021/09/03,2021/11/28,在職,行政與管理
流行服飾製作進階B班第04期,雲林縣古坑鄉荷苞厝8號1樓,2021/09/02,2021/11/27,在職,科技與資訊技術
太陽光電設置技術士短期訓練班(第三期),雲林縣虎尾鎮文化路64號,2021/08/16,2022/06/27,青年,建築與工程
照顧服務員訓練(雲林職前) 第01期,雲林縣,2021/08/10,2021/09/06,職前,行政與管理
托育人員專業訓練班(職前班) 第02期,雲林縣,2021/08/02,2021/08/28,職前,行政與管理
元氣健康早午餐實務班 第01期,雲林縣,2021/07/30,2021/11/01,職前,餐飲業
銀髮養生膳食暨坐月子料理實務班 第01期,雲林縣,2021/07/27,2021/09/06,職前,行政與管理
樂活中西式早餐製作班 第01期,雲林縣,2021/07/27,2021/08/27,職前,餐飲業
西門子可程式控制器PLC基礎應用技術培訓班第01期,雲林縣斗六市大學路３段123號,2021/07/14,2022/03/06,在職,科技與資訊技術
平車拷克暨服裝飾品製作班(融合式專班) 第01期,雲林縣,2021/07/05,2021/10/25,職前,建築與工程
水電裝修暨家庭電器維修班 第01期,雲林縣,2021/07/01,2021/12/27,職前,行政與管理
智慧農業無人機飛手新南向發展班,雲林縣虎尾鎮文化路64號,2021/06/22,2021/08/23,青年,餐飲業
智慧農業生產暨無人機飛手訓練班,雲林縣虎尾鎮文化路64號,2021/06/22,2021/08/16,青年,行政與管理
Python數據分析及網路爬蟲應用實作班第03期,雲林縣斗六市大學路３段123號,2021/06/17,2022/03/05,在職,科技與資訊技術
實體店面暨虛擬通路行銷班 第01期,雲林縣,2021/06/15,2021/10/25,職前,行政與管理
芳療紓壓暨美甲彩繪美容證照班 第01期,雲林縣,2021/06/14,2021/09/27,職前,藝術與設計
三菱可程式控制器PLC基礎應用技術培訓班第03期,雲林縣斗六市大學路３段123號,2021/06/03,2021/12/19,在職,科技與資訊技術
全方位數位行銷人才-國際行銷x數位社群x影音攝影 第二專長班,雲林縣斗六市鎮南路1221號,2021/05/12,2022/06/27,青年,科技與資訊技術
托育人員專業訓練班(在職班) 第05期,雲林縣,2021/05/10,2021/09/25,職前,行政與管理
智慧空拍巡檢無人機飛手菁英班,雲林縣斗六市大學路三段123號,2021/05/05,2021/07/13,青年,餐飲業
友善耕種暨香草植物應用技能班 第01期,雲林縣,2021/04/23,2021/09/13,職前,行政與管理
手搖飲品證照暨冰品製作創業班 第01期,雲林縣,2021/04/23,2021/09/08,職前,行政與管理
景觀園藝植栽設計技能實務班 第01期,雲林縣,2021/04/23,2021/10/04,職前,行政與管理
創意點心烘焙證照班 第01期,雲林縣,2021/04/23,2021/08/31,職前,餐飲業
縫紉機技術操作暨布藝設計製作實務班 第01期,雲林縣,2021/04/23,2021/08/27,職前,藝術與設計
物聯網程式設計實作訓練班,雲林縣虎尾鎮文化路64號,2021/04/20,2021/06/30,青年,科技與資訊技術
物聯網及智慧機器人培訓班,雲林縣斗六市大學路三段123號,2020/07/30,2021/06/28,青年,科技與資訊技術
雲林縣照顧服務員職前訓練班第01期 第01期,雲林縣,2020/07/27,2020/09/07,職前,行政與管理
照顧服務員訓練(雲林職前)第01期 第01期,雲林縣,2020/07/27,2020/09/07,職前,行政與管理
時尚髮藝快剪暨女子美髮丙級證照班 第01期,雲林縣,2020/07/16,2020/11/16,職前,行政與管理
健康創意早午餐實務班第01期 第01期,雲林縣,2020/07/14,2020/10/14,職前,餐飲業
咖啡職人證照暨創意甜點班 第01期,雲林縣,2020/07/14,2020/08/10,職前,餐飲業
照顧服務員訓練 第01期,雲林縣,2020/07/06,2020/08/04,職前,行政與管理
門市服務人才培訓班 第01期,雲林縣,2020/06/29,2020/11/16,職前,行政與管理
複合式餐飲暨傳統小吃班(原住民專班) 第01期,雲林縣,2020/06/23,2020/10/19,職前,行政與管理
照顧服務員訓練(雲林職前)第01期 第01期,雲林縣,2020/06/22,2020/07/06,職前,行政與管理
智慧行動裝置APP程式設計師培訓班 第01期,雲林縣,2020/06/19,2020/11/02,職前,科技與資訊技術
托育人員專業訓練班(職前班) 第02期,雲林縣,2020/06/10,2020/07/04,職前,行政與管理
托育人員專業訓練班(在職班) 第05期,雲林縣,2020/06/01,2020/08/15,職前,行政與管理
商品包裝設計製作行銷班 第01期,雲林縣,2020/05/15,2020/08/10,職前,行政與管理
美甲彩繪暨時尚髮型設計班(新住民專班) 第01期,雲林縣,2020/05/13,2020/09/07,職前,建築與工程
行動剪燙染彩妝造型培訓班 第01期,雲林縣,2020/05/12,2020/09/01,職前,藝術與設計
縫紉機技術操作暨布藝設計製作實務班 第01期,雲林縣,2020/05/05,2020/07/13,職前,藝術與設計
樂活達人早午餐製作創業班 第01期,雲林縣,2020/05/04,2020/07/20,職前,餐飲業
109年度雲林縣照顧服務員職前訓練班 第01期,雲林縣,2020/05/04,2020/07/06,職前,行政與管理
