課程名稱,上課地點,開放報名,開課日期,性質,職業分類
網路架設實務應用(泰山) 第02期,新北市,2021/04/12,2021/10/08,職前,科技與資訊技術
SolidWorks機械製圖(假日班)(五股)第01期,新北市,2021/03/28,2021/10/30,在職,藝術與設計
物聯網應用設計(泰山) 第03期,新北市,2021/03/20,2021/09/16,職前,科技與資訊技術
數位實境技術創建IP角色之實務技能人才養成班,新北市板橋區文化路1段313號,2021/03/06,2021/06/25,青年,科技與資訊技術
程式設計工程師培訓班 第01期,新北市,2021/03/01,2021/08/12,職前,建築與工程
綠建築老宅綠化實務班,新北市新莊區中正路287號,2021/03/01,2021/06/30,青年,行政與管理
數位行銷數據分析於企業經營社群實務人才培訓班,新北市板橋區文化路1段313號,2021/02/25,2021/06/28,青年,行政與管理
雙程式語言開發班 第01期,新北市,2021/02/22,2021/07/15,職前,科技與資訊技術
社群電商與行銷人才訓練班 第01期,新北市,2020/11/25,2021/07/19,職前,行政與管理
物聯網應用設計(泰山) 第01期,新北市,2020/11/25,2021/03/25,職前,科技與資訊技術
網路工程師實務應用(五股) 第01期,新北市,2020/11/03,2021/01/12,職前,科技與資訊技術
智慧無人機應用及創業輔導班-空拍(第三期),新北市新店區安忠路99號 學科：電資大樓 術科：操場,2023/01/24,2022/02/21,青年,科技與資訊技術
複合式咖啡輕食班第02期,新北市新莊區幸福路569號2樓,2022/11/27,2022/12/27,在職,餐飲業
危險性機械三公噸以上移動式起重機操作實務班第01期,新北市三重區重陽路１段89號3樓之5,2022/11/24,2022/12/24,在職,行政與管理
布藝後背包拼接設計班第02期,新北市板橋區四川路２段239號12樓,2022/11/23,2022/12/23,在職,藝術與設計
氬氣鎢極電銲操作人員訓練班第01期,新北市三重區重陽路１段89號3樓之5,2022/11/16,2022/12/16,在職,建築與工程
網站優化與廣告數據分析投放技巧班,新北市板橋區文化路２段242號,2022/11/13,2022/12/13,在職,科技與資訊技術
複合式咖啡與宮廷點心製作班第02期,新北市新莊區幸福路569號2樓,2022/11/12,2022/12/12,在職,藝術與設計
芳香療法精油運用實作班,新北市三重區福德南路23號,2022/11/11,2022/12/11,在職,餐飲業
生機調飲與養生烘焙班第02期,新北市新莊區幸福路569號2樓,2022/11/11,2022/12/11,在職,餐飲業
精品咖啡萃取實務班第01期,新北市新店區中興路3段219號2樓(206教室),2022/11/11,2022/12/11,在職,行政與管理
美味麵包點心實作班第02期,新北市板橋區三民路１段89號8樓,2022/11/08,2022/12/08,在職,餐飲業
刺繡工藝設計手作班第02期,新北市板橋區四川路２段239號12樓,2022/11/07,2022/12/07,在職,藝術與設計
JLPT日文─N3訓練班第01期,新北市板橋區文化路１段221巷2號,2022/11/05,2022/12/05,在職,科技與資訊技術
Illustrator數位插畫及視覺文化創意班第01期,新北市板橋區文化路二段242號6樓,2022/11/05,2022/12/05,在職,科技與資訊技術
傳統整復推拿基本常用手法訓練班第01期,新北市新店區中興路3段219號2樓(206教室),2022/11/03,2022/12/03,在職,行政與管理
Excel實務應用班第01期,新北市板橋區重慶路66號4樓,2022/10/30,2022/11/29,在職,藝術與設計
PMP國際專案管理訓練班第01期,新北市板橋區重慶路66號4樓,2022/10/28,2022/11/27,在職,行政與管理
中華榫卯手作木器班第03期,新北市汐止區康寧街169巷27-1號7樓,2022/10/28,2022/11/27,在職,藝術與設計
糖花實務班,新北市三重區新北大道1段9號8樓801教室,2022/10/27,2022/11/26,在職,行政與管理
芳香療法紓壓心靈實務班第02期,新北市板橋區民族路61號4樓,2022/10/23,2022/11/22,在職,藝術與設計
財務會計職場實務運用班第01期,新北市土城區承天路6號,2022/10/21,2022/11/20,在職,行政與管理
幼老共學桌上遊戲教學實務班第03期,新北市板橋區文化路１段313號圖書館6樓創客基地,2022/10/21,2022/11/20,在職,藝術與設計
導遊領隊人員班第01期,新北市新店區中興路３段219號2樓 (205教室),2022/10/21,2022/11/20,在職,藝術與設計
咖啡廳吧檯專業訓練班第02期,新北市蘆洲區中正路172號(南苑),2022/10/21,2022/11/20,在職,行政與管理
精品咖啡製程解說與萃取校正班,新北市永和區中正路417號5樓,2022/10/20,2022/11/19,在職,行政與管理
生機調飲與養生輕食班第02期,新北市新莊區幸福路569號2樓,2022/10/20,2022/11/19,在職,餐飲業
傳統整復推拿D班第01期,新北市板橋區文化路1段313號,2022/10/20,2022/11/19,在職,藝術與設計
急救人員安全衛生教育訓練班第03期,新北市三重區重新路４段９８號７樓之１,2022/10/17,2022/11/16,在職,行政與管理
園藝創作綠化配置實務班第05期,新北市板橋區民族路61號4樓,2022/10/17,2022/11/16,在職,行政與管理
服裝打版及製作實務初階班第02期,新北市土城區承天路6號,2022/10/14,2022/11/13,在職,藝術與設計
幼老統整藝術共學實務班第06期,新北市板橋區文化路１段313號圖書館6F創客基地,2022/10/13,2022/11/12,在職,行政與管理
孕期與嬰幼兒芳香應用班第02期,新北市新店區中興路三段219號2樓,2022/10/13,2022/11/12,在職,科技與資訊技術
管理會計應用班,新北市蘆洲區中正路172號,2022/10/13,2022/12/03,在職,行政與管理
LabVIEW進階資訊架構班,新北市板橋區四川路２段,2022/10/12,2022/11/12,在職,科技與資訊技術
生活化智慧農業應用實作班第01期,新北市板橋區文化路1段313號,2022/10/12,2022/11/12,在職,行政與管理
進階不動產買賣及法規實務班第01期,新北市板橋區文化路１段221巷2號,2022/10/08,2022/11/07,在職,行政與管理
創意調酒應用實務A班第01期,新北市板橋區文化路１段221巷2號,2022/10/07,2022/11/06,在職,科技與資訊技術
創意調酒應用實務B班第01期,新北市板橋區文化路１段221巷2號,2022/10/07,2022/11/06,在職,科技與資訊技術
化妝品實務應用班,新北市三重區五谷王北街141巷1號,2022/10/07,2022/11/06,在職,行政與管理
微電商營運與社群行銷整合班第01期,新北市板橋區文化路二段242號6樓,2022/10/07,2022/11/06,在職,科技與資訊技術
3D光固化列印與矽膠模具應用於飾品設計技術製作班,新北市中和區中山路２段448號8F,2022/10/07,2022/11/06,在職,科技與資訊技術
手沖咖啡與拉花訓練班第01期,新北市板橋區文化路１段221巷2號,2022/10/06,2022/11/05,在職,藝術與設計
植物精油粉彩芳療實務班第01期,新北市三重區新北大道1段9號8樓802教室,2022/10/06,2022/11/05,在職,行政與管理
美味烘焙點心班,新北市新店區中正路521巷3號,2022/10/06,2022/11/19,在職,餐飲業
佈置會場花藝班第01期,新北市新莊區新豐街20巷5號1樓,2022/10/06,2022/11/05,在職,藝術與設計
本草清潔保養調製班,新北市三重區新北大道１段9號9樓,2022/10/06,2022/11/05,在職,餐飲業
皮革工藝商品製作班,新北市三重區新北大道１段9號9樓,2022/10/06,2022/11/05,在職,藝術與設計
施工安全評估人員安全衛生教育訓練班第02期,新北市三重區重新路４段９８號７樓之１,2022/10/04,2022/11/03,在職,行政與管理
午茶點心人才培訓班第01期,新北市板橋區文化路１段221巷2號,2022/10/03,2022/11/02,在職,餐飲業
企業財會流程管理實務班第01期,新北市板橋區重慶路66號4樓,2022/10/02,2022/11/01,在職,行政與管理
創意調酒實務班第01期,新北市板橋區文化路１段221巷2號1樓,2022/10/02,2022/11/01,在職,餐飲業
手工糖果甜點實作班第02期,新北市板橋區三民路１段89號8樓,2022/10/02,2022/11/01,在職,藝術與設計
Python電腦視覺技術實戰班第01期,新北市板橋區文化路二段242號6樓,2022/10/01,2022/11/01,在職,科技與資訊技術
智慧無人機專業飛手人才培訓班,新北市板橋區文化路1段313號,2022/10/01,2022/12/12,青年,建築與工程
程式設計與專案管理跨領域人才培訓班,新北市板橋區文化路1段313號,2022/10/01,2022/12/12,青年,建築與工程
AI元宇宙智慧製造應用人才培訓班,新北市板橋區文化路1段313號,2022/10/01,2022/12/27,青年,建築與工程
甜點蠟燭與居家香氛實務班第01期,新北市三重區新北大道１段9號8樓802教室,2022/09/30,2022/10/30,在職,藝術與設計
休閒精品包客製化製作班,新北市三重區福德南路23號,2022/09/30,2022/10/30,在職,藝術與設計
新多益聽力與閱讀能力進階班第03期,新北市板橋區文化路１段221巷2號,2022/09/30,2022/10/30,在職,科技與資訊技術
糖霜餅乾實務班,新北市三重區新北大道１段9號8樓801教室,2022/09/30,2022/10/30,在職,餐飲業
快剪進修班第03期,新北市三重區重陽路一段120巷8號1樓,2022/09/30,2022/10/30,在職,行政與管理
人力資源管理職能訓練班第01期,新北市板橋區文化路１段221巷2號,2022/09/29,2022/10/29,在職,行政與管理
魅力主管訓練班第01期,新北市板橋區重慶路66號4樓,2022/09/29,2022/10/29,在職,行政與管理
Python影像辨識opencv實作班第01期,新北市板橋區文化路1段313號,2022/09/29,2022/10/29,在職,科技與資訊技術
精品咖啡實務班第02期,新北市新店區中興路3段219號1樓,2022/09/28,2022/10/28,在職,行政與管理
房地產買賣分析實務班第01期,新北市板橋區文化路１段221巷2號,2022/09/25,2022/11/08,在職,行政與管理
3D列印模型與矽膠模具應用班第02期,新北市三重區新北大道１段5巷2弄2號,2022/09/23,2022/10/23,在職,科技與資訊技術
美指藝術沙龍凝膠實務技法進階班第01期,新北市中和區中和路358號11樓-1,2022/09/22,2022/10/22,在職,科技與資訊技術
Python大數據資料探勘分析應用班第01期,新北市板橋區文化路1段313號,2022/09/22,2022/10/29,在職,科技與資訊技術
拼布創意商品實作班第02期,新北市板橋區四川路２段239號12樓,2022/09/21,2022/10/21,在職,藝術與設計
甲種職業安全衛生業務主管教育訓練班第02期,新北市三重區重新路４段９８號７樓之１,2022/09/20,2022/10/20,在職,行政與管理
複合式咖啡甜點班第02期,新北市新莊區幸福路569號2樓,2022/09/19,2022/10/19,在職,餐飲業
實用職場英文班,新北市板橋區四川路２段58號誠勤大樓,2022/09/19,2022/10/19,在職,行政與管理
義式咖啡調製人員班第02期,新北市新莊區幸福路569號2樓,2022/09/18,2022/10/18,在職,藝術與設計
JLPT日文─N4訓練班第02期,新北市板橋區文化路１段221巷2號,2022/09/17,2022/10/17,在職,科技與資訊技術
人力資源管理專題碩士學分班第01期,新北市板橋區文化路１段313號,2022/09/16,2022/10/16,在職,行政與管理
二手車車況檢查技能實務訓練班第01期,新北市土城區學府路１段241號(汽車科大樓3樓302教室),2022/09/16,2022/10/16,在職,行政與管理
威力導演數位影片輔導班第03期,新北市中和區中山路３段115號2樓,2022/09/16,2022/10/16,在職,行政與管理
時尚高筒馬丁靴開版與工業針車技術班,新北市泰山區泰林路３段22號,2022/09/16,2022/10/16,在職,藝術與設計
Illustrator ＆ Photoshop 設計繪圖實用班,新北市林口區粉寮路1段101號,2022/09/15,2022/10/15,在職,科技與資訊技術
文藝伴手禮小物班第01期,新北市新店區中興路３段中興路219號2樓 (202教室),2022/09/15,2022/10/15,在職,藝術與設計
芳香調理師培訓班第01期,新北市板橋區文化路一段120號4樓,2022/09/15,2022/10/15,在職,建築與工程
居家園藝療癒實務班,新北市新店區安康路一段76巷6-2號,2022/09/15,2022/10/15,在職,藝術與設計
鋼結構施工技術與品管訓練班第01期,新北市板橋區三民路２段37號12樓,2022/09/15,2022/10/15,在職,行政與管理
流行飾品創新金工全檢實作班第02期,新北市三重區新北大道１段5巷2弄2號,2022/09/15,2022/10/15,在職,行政與管理
純銀黏土創作班,新北市三重區福德南路23號,2022/09/15,2022/10/15,在職,藝術與設計
初階嬰幼兒水域助理人員培訓班,新北市三重區三陽路102號,2022/09/15,2022/12/19,在職,建築與工程
Python大數據分析實戰班第01期,新北市板橋區文化路1段313號,2022/09/14,2022/11/06,在職,科技與資訊技術
新北市照顧服務員專班 第25期,新北市,2022/09/14,2022/10/24,職前,行政與管理
能源技術服務業教育訓練班第01期,新北市新店區北新路三段223號1樓,2022/09/13,2022/10/13,在職,行政與管理
Adobe After Effects 數位影像動態設計實務班第04期,新北市三重區光復路一段61巷27號11樓之2,2022/09/12,2022/10/12,在職,科技與資訊技術
實用觀光英語聽講班,新北市板橋區四川路２段58號誠勤大樓,2022/09/12,2022/10/12,在職,行政與管理
精緻木器美學車床班第16期,新北市汐止區康寧街169巷27-1號7樓,2022/09/12,2022/10/01,在職,藝術與設計
居家傢飾設計彩繪實務班第04期,新北市板橋區民族路61號4樓,2022/09/11,2022/10/11,在職,藝術與設計
植栽設計佈置班第02期,新北市板橋區四川路２段239號12樓,2022/09/11,2022/10/11,在職,藝術與設計
會計人員培育班,新北市蘆洲區中正路172號,2022/09/07,2022/10/07,在職,行政與管理
綠建築空調系統實務基礎訓練班第02期,新北市新店區民權路95號3樓,2022/09/05,2022/10/05,在職,行政與管理
多益英文班,新北市板橋區四川路二段58號,2022/09/04,2022/10/11,在職,餐飲業
實用生活英文會話班,新北市板橋區四川路２段58號誠勤大樓,2022/09/03,2022/10/17,在職,行政與管理
Python機器學習與人工智慧應用實務班,新北市蘆洲區中正路172號,2022/09/02,2022/10/14,在職,科技與資訊技術
中式點心烹飪班,新北市新店區中正路521巷3號,2022/09/01,2022/10/01,在職,餐飲業
傳統整復推拿C班第01期,新北市板橋區文化路1段313號,2022/09/01,2022/10/01,在職,藝術與設計
AI創新應用人才養成班,新北市板橋區文化路1段313號,2022/09/01,2022/12/12,青年,建築與工程
傳統米麵食點心實作班第02期,新北市板橋區三民路１段89號8樓,2022/08/29,2022/09/28,在職,餐飲業
智動控制(泰山) 第02期,新北市,2022/08/29,2022/12/26,職前,科技與資訊技術
越南語與文化班,新北市蘆洲區中正路172號(南苑),2022/08/27,2022/09/27,在職,藝術與設計
股巿理財分析實務班第01期,新北市新店區中興路３段219號2樓 (205教室),2022/08/26,2022/09/25,在職,行政與管理
流行凝膠美甲設計應用進階班第01期,新北市中和區中和路358號11樓之1,2022/08/26,2022/09/25,在職,科技與資訊技術
金屬線水晶花編藝班,新北市三重區五谷王北街141巷1號,2022/08/26,2022/09/25,在職,藝術與設計
新北市照顧服務員 第24期,新北市,2022/08/26,2022/10/11,職前,行政與管理
旅遊行程設計班第01期,新北市新店區中興路３段219號2樓 (205教室),2022/08/25,2022/09/24,在職,行政與管理
Photoshop數位編修與設計實用班第09期,新北市板橋區文化路１段313號,2022/08/25,2022/09/24,在職,科技與資訊技術
手部保養與指甲彩繪班第01期,新北市新莊區建興街28號2樓,2022/08/25,2022/09/24,在職,藝術與設計
LabVIEW程式自動化整合應用B班,新北市板橋區四川路２段,2022/08/24,2022/09/24,在職,科技與資訊技術
文創商品數位完稿設計實務班第02期,新北市三重區光復路一段61巷27號11樓之2,2022/08/23,2022/09/22,在職,藝術與設計
記帳士人員法規訓練班第02期,新北市板橋區文化路１段313號,2022/08/22,2022/09/21,在職,行政與管理
新媒體網路行銷短影片創作剪輯實戰班第01期,新北市板橋區文化路二段242號6樓,2022/08/19,2022/09/18,在職,科技與資訊技術
服裝打版及製作實務初階班第01期,新北市土城區承天路6號,2022/08/19,2022/09/18,在職,藝術與設計
幼老共學感覺統合實務班,新北市板橋區文化路１段313號圖書館6樓創客基地,2022/08/19,2022/09/18,在職,行政與管理
咖啡廳吧檯專業訓練班第01期,新北市蘆洲區中正路172號(南苑),2022/08/19,2022/10/02,在職,行政與管理
保養品調製應用班,新北市三重區新北大道１段9號9樓,2022/08/19,2022/09/18,在職,餐飲業
香氛蠟燭實務班,新北市三重區新北大道１段9號9樓,2022/08/19,2022/09/18,在職,藝術與設計
幼教數位服務媒體實務班,新北市板橋區文化路１段313號,2022/08/18,2022/09/17,在職,行政與管理
記帳士-租稅申報實務班第03期,新北市板橋區文化路１段313號,2022/08/18,2022/09/17,在職,行政與管理
EXCEL函數與巨集班第14期,新北市板橋區文化路一段313號,2022/08/18,2022/09/17,在職,科技與資訊技術
Python雲端大數據資料分析實戰班第01期,新北市板橋區文化路1段313號,2022/08/18,2022/09/17,在職,科技與資訊技術
Excel＆Power BI數據分析應用班第01期,新北市中和區中山路３段115號2樓,2022/08/18,2022/09/17,在職,科技與資訊技術
泰語商旅會話進階班第01期,新北市蘆洲區中正路172號(南苑),2022/08/18,2022/10/23,在職,科技與資訊技術
越南語進階班第02期,新北市蘆洲區中正路172號(南苑),2022/08/18,2022/09/18,在職,科技與資訊技術
翻糖實務班,新北市三重區新北大道１段9號8樓801教室,2022/08/17,2022/09/17,在職,行政與管理
創意風味調茶實務班第02期,新北市新店區中興路3段219號1樓,2022/08/17,2022/09/23,在職,餐飲業
皂型構圖設計班,新北市三重區新北大道１段9號9樓,2022/08/16,2022/09/17,在職,藝術與設計
創意時尚畫實務班,新北市板橋區四川路二段,2022/08/16,2022/10/15,在職,藝術與設計
Photoshop／Illustrator數位編修與設計實務班,新北市板橋區四川路二段58號,2022/08/16,2022/10/01,在職,科技與資訊技術
會計事務人員班 第01期,新北市,2022/08/15,2022/09/19,職前,行政與管理
飲料調製簡餐製作班 第01期,新北市,2022/08/15,2022/10/06,職前,餐飲業
樂烘焙就業培訓班 第01期,新北市,2022/08/15,2022/10/03,職前,餐飲業
到府坐月子家事人員就業班(5)-產訓合作班 第01期,新北市,2022/08/15,2022/10/04,職前,行政與管理
微電商網站建置與數位行銷人才培訓班-第1梯次,新北市板橋區文化路二段242號6樓 華梵大學新北板橋中心,2022/08/15,2022/12/13,青年,科技與資訊技術
電子商務數位轉型人才養成班-第2梯次,新北市板橋區文化路二段242號6樓 華梵大學新北板橋中心,2022/08/15,2022/12/30,青年,行政與管理
IoT物聯網軟硬整合實作班-第1梯次,新北市板橋區文化路二段242號6樓 華梵大學新北板橋中心,2022/08/15,2022/09/20,青年,科技與資訊技術
智慧無人機組裝空拍巡檢證照班-第1梯次,新北市石碇區華梵路1號 華梵大學校本部,2022/08/15,2022/11/15,青年,行政與管理
智慧無人機組裝空拍巡檢證照班-第2梯次,新北市石碇區華梵路1號 華梵大學校本部,2022/08/15,2022/12/29,青年,行政與管理
伴手禮點心製作班第02期,新北市新莊區幸福路569號2樓,2022/08/13,2022/09/12,在職,餐飲業
不動產買賣及法規實務班第01期,新北市板橋區文化路１段221巷2號,2022/08/13,2022/09/12,在職,行政與管理
氬氣鎢極電銲(泰山) 第01期,新北市,2022/08/11,2022/12/06,職前,科技與資訊技術
園藝創作綠化配置實務班第04期,新北市板橋區民族路61號4樓,2022/08/08,2022/09/07,在職,行政與管理
新北市照顧服務員專班 第22期,新北市,2022/08/08,2022/10/11,職前,行政與管理
家電產品銷售訓練班(訓用合一) 第01期,新北市,2022/08/08,2022/08/29,職前,行政與管理
新北市照顧服務員專班 第14期,新北市,2022/08/08,2022/09/13,職前,行政與管理
西點烘焙班第02期,新北市板橋區文化路１段221巷2號,2022/08/07,2022/09/06,在職,餐飲業
調酒人才培訓班第01期,新北市板橋區文化路１段221巷2號,2022/08/07,2022/09/06,在職,行政與管理
物聯網應用設計(泰山) 第04期,新北市,2022/08/07,2022/12/05,職前,科技與資訊技術
營建用露天施工危險性機械操作實務班第01期,新北市三重區重陽路１段89號3樓之5,2022/08/06,2022/09/05,在職,行政與管理
清潔用品與空間香氛實務班第01期,新北市板橋區民族路61號4樓,2022/08/05,2022/09/04,在職,行政與管理
時尚木工家具工藝製作班第03期,新北市汐止區康寧街169巷27-1號7樓,2022/08/05,2022/09/04,在職,藝術與設計
挽臉經絡美容班第01期,新北市新莊區新豐街20巷5號1樓,2022/08/05,2022/09/04,在職,科技與資訊技術
清潔皂品製作實務班,新北市三重區五谷王北街,2022/08/05,2022/09/04,在職,行政與管理
台灣小吃班第02期,新北市新莊區仁愛街41號,2022/08/04,2022/09/03,在職,金融與會計
合袋開發創作設計實務班第10期,新北市板橋區民族路61號4樓,2022/08/04,2022/09/03,在職,藝術與設計
早午餐輕食班第01期,新北市板橋區文化路１段221巷2號,2022/08/04,2022/09/03,在職,餐飲業
兒童桌遊教學與方案設計實作班第02期,新北市新店區中興路三段219號2樓,2022/08/04,2022/09/03,在職,藝術與設計
產後專業照護服務人員培訓班,新北市三重區重新路４段98號7樓5之1,2022/08/04,2022/09/03,在職,行政與管理
金工飾品設計班,新北市三重區五谷王北街141巷1號,2022/08/04,2022/09/03,在職,藝術與設計
專業美容彩妝造型技能實務B班第01期,新北市中和區中和路358號11樓之1,2022/08/04,2022/09/03,在職,行政與管理
皮革工藝製品應用班,新北市三重區五谷王北街141巷1號,2022/08/04,2022/09/03,在職,藝術與設計
傢飾商品彩繪應用班,新北市三重區新北大道１段9號9樓,2022/08/04,2022/09/03,在職,藝術與設計
勞動法令與實務案例解析班第01期,新北市板橋區重慶路66號4樓,2022/08/04,2022/09/03,在職,行政與管理
數位影音設計與行銷(泰山) 第02期,新北市,2022/08/04,2022/10/31,職前,科技與資訊技術
一般手工電銲操作人員訓練班第01期,新北市三重區重陽路１段89號3樓之5,2022/08/03,2022/09/02,在職,行政與管理
調酒實務訓練班第01期,新北市板橋區文化路１段221巷2號1樓,2022/08/03,2022/08/21,在職,行政與管理
堆高機操作人員班第01期,新北市三重區重陽路１段89號3樓之5,2022/08/02,2022/08/23,在職,行政與管理
創意造型烘焙班第01期,新北市板橋區四川路２段239號12樓,2022/08/02,2022/08/22,在職,餐飲業
多益商務英文閱讀實用班第01期,新北市板橋區文化路一段221巷2號2樓,2022/08/01,2022/08/31,在職,藝術與設計
拼布美學設計進階班第02期,新北市板橋區四川路２段239號12樓,2022/08/01,2022/08/31,在職,藝術與設計
急救人員安全衛生教育訓練班第02期,新北市三重區重新路４段９８號７樓之１,2022/08/01,2022/08/31,在職,行政與管理
勞動法令與就業服務訓練班第03期,新北市板橋區文化路１段221巷2號,2022/08/01,2022/08/21,在職,行政與管理
商用溝通英語實用-中階班第01期,新北市板橋區文化路１段,2022/08/01,2022/09/17,在職,科技與資訊技術
新多益聽力與閱讀能力提升班第03期,新北市板橋區文化路１段221巷2號,2022/08/01,2022/08/20,在職,藝術與設計
智慧物聯網FAE工程師養成班,新北市板橋區四川路二段58號(亞東科技大學),2022/08/01,2022/11/28,青年,建築與工程
新北市照顧服務員自訓自用專班 第02期,新北市,2022/08/01,2022/09/20,職前,行政與管理
機電整合(五股) 第04期,新北市,2022/08/01,2022/12/12,職前,行政與管理
電動車機電整合工程師就業培訓班,新北市泰山區泰林路三段22號,2022/08/01,2022/10/03,青年,建築與工程
服裝元宇宙-紡織新節能數位行銷整合應用專班,新北市土城區承天路6號,2022/08/01,2022/09/01,青年,行政與管理
BIM建築實務應用班第8梯次,新北市新店區民權路95號14樓之5,2022/08/01,2022/11/01,青年,藝術與設計
人工智慧與數據分析整合應用實戰班-第1梯次,新北市板橋區文化路二段242號6樓 華梵大學新北板橋中心,2022/08/01,2022/10/18,青年,科技與資訊技術
會場歐式花藝班第01期,新北市新莊區新豐街20巷5號1樓,2022/07/31,2022/08/30,在職,藝術與設計
金屬線編織飾品實作班第01期,新北市板橋區文化路１段46巷6號1樓,2022/07/31,2022/08/30,在職,藝術與設計
流行MV舞派對燃脂有氧班第02期,新北市中和區建八路126號2樓,2022/07/31,2022/09/06,在職,科技與資訊技術
進階房地產買賣分析實務班第01期,新北市板橋區文化路１段221巷2號,2022/07/31,2022/12/27,在職,行政與管理
導遊領隊人員訓練班第02期,新北市板橋區文化路１段313號,2022/07/31,2022/08/20,在職,行政與管理
企業財會流程管理實務班第01期,新北市土城區承天路6號,2022/07/31,2022/08/20,在職,行政與管理
中小企業實戰財會入門速成班第02期,新北市板橋區文化路１段313號,2022/07/31,2022/08/20,在職,行政與管理
JLPT日文─N5訓練班第01期,新北市板橋區文化路１段221巷2號,2022/07/30,2022/08/29,在職,科技與資訊技術
咖啡調製實務班第02期,新北市新莊區幸福路569號2樓,2022/07/30,2022/08/16,在職,行政與管理
智慧建築標章解析與應用實務班第02期,新北市新店區民權路95號3樓,2022/07/29,2022/08/15,在職,行政與管理
芳香精油產品調製班第01期,新北市新店區中興路3段219號2樓(206教室),2022/07/29,2022/08/14,在職,藝術與設計
調酒調製實務班第02期,新北市新莊區幸福路569號2樓,2022/07/29,2022/08/28,在職,藝術與設計
熱情國標舞蹈訓練班第09期,新北市中和區建八路126號2樓,2022/07/29,2022/08/28,在職,藝術與設計
男子理髮技術訓練班,新北市三重區重新路4段206號2樓之2,2022/07/28,2022/08/27,在職,行政與管理
美妝修飾技巧進階班,新北市三重區重新路4段206號2-2樓,2022/07/28,2022/09/03,在職,科技與資訊技術
美容草本芳香精油調製班第01期,新北市三重區重新路4段206號2-2樓,2022/07/28,2022/08/27,在職,科技與資訊技術
咖啡烘豆與風味探索實務解說班,新北市永和區中正路417號5樓,2022/07/28,2022/08/27,在職,行政與管理
全方位舞蹈放鬆筋膜班第05期,新北市中和區建八路126號2樓,2022/07/28,2022/08/27,在職,科技與資訊技術
飲料調製實務班第02期,新北市新莊區幸福路569號2樓,2022/07/28,2022/08/27,在職,餐飲業
軟陶藝品捏塑暨翻模應用於生活香氛用品製作班第02期,新北市三重區環河南路220-3號,2022/07/27,2022/08/13,在職,藝術與設計
傳統整復推拿班第01期,新北市板橋區文化路1段313號,2022/07/27,2022/08/13,在職,行政與管理
手提包製作班,新北市三重區福德南路23號3樓,2022/07/26,2022/08/09,在職,藝術與設計
職場商用英語實務中階班,新北市板橋區四川路２段58號誠勤大樓,2022/07/26,2022/09/13,在職,科技與資訊技術
汽車檢修實務應用班第01期,新北市深坑區北深路三段152號,2022/07/26,2022/11/13,在職,行政與管理
機能性針織運動服製作實務班第01期,新北市土城區承天路6號,2022/07/26,2022/08/07,在職,藝術與設計
環境化學學士學分班第01期,新北市深坑區北深路３段152號,2022/07/26,2022/08/07,在職,建築與工程
